;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
tfn0m410-kb98-20210806-0243-e91.fits.fz  59433.184952558  59433.185187362  5450  1.7136e-13  4.4675e-16
tfn0m410-kb98-20210807-0199-e91.fits.fz  59434.182178623  59434.182413392  5450  1.8092e-13  4.7478e-16
tfn0m410-kb98-20210808-0142-e91.fits.fz  59435.179466517  59435.179701366  5450  1.8586e-13  4.5640e-16
tfn0m410-kb98-20210809-0386-e91.fits.fz  59436.176697593  59436.176932454  5450  1.8285e-13  5.1782e-16
tfn0m410-kb98-20210810-0228-e91.fits.fz  59437.179816042  59437.180050857  5450  1.7772e-13  4.5799e-16
tfn0m410-kb98-20210811-0227-e91.fits.fz  59438.171310452  59438.171545220  5450  1.7452e-13  4.5866e-16
tfn0m410-kb98-20210812-0211-e91.fits.fz  59439.169039653  59439.169274422  5450  1.8780e-13  5.1501e-16
tfn0m410-kb98-20210813-0200-e91.fits.fz  59440.165810001  59440.166044758  5450  1.8368e-13  5.5951e-16
tfn0m410-kb98-20210814-0184-e91.fits.fz  59441.180600730  59441.180835533  5450  1.8684e-13  6.5594e-16
tfn0m410-kb98-20210815-0255-e91.fits.fz  59442.223474561  59442.223710834  5450  1.7312e-13  5.3503e-16
ogg0m406-kb27-20211124-0132-e91.fits.fz  59543.299291633  59543.299522431  5450  1.8276e-13  4.3553e-16
ogg0m406-kb27-20211125-0119-e91.fits.fz  59544.296605151  59544.296836054  5450  1.8129e-13  4.0631e-16
ogg0m406-kb27-20211126-0136-e91.fits.fz  59545.293829294  59545.294060058  5450  1.8029e-13  4.2004e-16
ogg0m406-kb27-20211127-0129-e91.fits.fz  59546.291911320  59546.292142037  5450  1.8818e-13  4.1264e-16
elp0m411-kb92-20211128-0219-e91.fits.fz  59547.293330313  59547.293565093  5450  1.7961e-13  5.4721e-16
cpt0m407-kb87-20211130-0142-e91.fits.fz  59548.890501910  59548.890736667  5450  1.9503e-13  4.6764e-16
cpt0m407-kb87-20211201-0172-e91.fits.fz  59549.887808924  59549.888043681  5450  1.9443e-13  4.4324e-16
elp0m411-kb92-20211201-0240-e91.fits.fz  59550.293480660  59550.293715394  5450  1.7753e-13  5.1794e-16
coj0m403-kb24-20211203-0124-e91.fits.fz  59551.535408091  59551.535642234  5450  1.7569e-13  3.6126e-16
elp0m411-kb92-20211203-0266-e91.fits.fz  59552.298252269  59552.298487015  5450  1.7448e-13  5.2504e-16
elp0m411-kb92-20211206-0127-e91.fits.fz  59555.166195035  59555.166429804  5450  1.9577e-13  6.5041e-16
tfn0m414-kb95-20211207-0079-e91.fits.fz  59556.035296262  59556.035530892  5450  2.1326e-13  5.1305e-16
elp0m411-kb92-20211207-0505-e91.fits.fz  59556.355112732  59556.355347489  5450  1.8193e-13  7.7155e-16
elp0m411-kb92-20211207-0507-e91.fits.fz  59556.357075938  59556.357310707  5450  1.8432e-13  9.8046e-16
elp0m411-kb92-20211207-0536-e91.fits.fz  59556.407191748  59556.407426470  5450  1.8351e-13  8.3088e-16
elp0m411-kb92-20211207-0583-e91.fits.fz  59556.438310926  59556.438545683  5450  1.8801e-13  3.1206e-15
tfn0m414-kb95-20211208-0117-e91.fits.fz  59556.878708820  59556.878943426  5450  1.7940e-13  3.7471e-16
tfn0m414-kb95-20211208-0244-e91.fits.fz  59557.018947477  59557.019182165  5450  1.7085e-13  3.3533e-16
tfn0m414-kb95-20211208-0246-e91.fits.fz  59557.022478241  59557.022712941  5450  1.7430e-13  3.5423e-16
tfn0m414-kb95-20211208-0248-e91.fits.fz  59557.029286980  59557.029521598  5450  1.7163e-13  3.4104e-16
lsc0m409-kb29-20211208-0069-e91.fits.fz  59557.040576378  59557.040811100  5450  1.7708e-13  7.0406e-16
lsc0m409-kb29-20211208-0071-e91.fits.fz  59557.050121829  59557.050356575  5450  1.7230e-13  7.1545e-16
cpt0m407-kb87-20211209-0070-e91.fits.fz  59557.951044190  59557.951278901  5450  2.0001e-13  4.9060e-16
tfn0m414-kb95-20211209-0052-e91.fits.fz  59558.021302674  59558.021538820  5450  1.8896e-13  4.3827e-16
coj0m403-kb24-20211210-0098-e91.fits.fz  59558.500471818  59558.500706019  5450  1.9199e-13  4.1910e-16
elp0m411-kb92-20211210-0215-e91.fits.fz  59559.253042142  59559.253276910  5450  1.8654e-13  7.9945e-16
elp0m411-kb92-20211212-0114-e91.fits.fz  59561.253201725  59561.253436493  5450  1.8902e-13  6.4762e-16
elp0m411-kb92-20211213-0089-e91.fits.fz  59562.252951181  59562.253185961  5450  1.6104e-13  9.1012e-16
coj0m405-kb88-20211215-0086-e91.fits.fz  59563.497798716  59563.498033507  5450  1.8512e-13  6.3417e-15
tfn0m414-kb95-20211218-0094-e91.fits.fz  59566.845752593  59566.845987269  5450  1.7297e-13  4.4508e-16
tfn0m414-kb95-20220107-0091-e91.fits.fz  59586.875212118  59586.875446841  5450  1.7718e-13  3.5086e-16
tfn0m414-kb95-20220108-0082-e91.fits.fz  59587.875190869  59587.875425463  5450  1.7750e-13  3.4909e-16
lsc0m412-kb26-20220109-0084-e91.fits.fz  59589.094694283  59589.094929075  5450  1.7291e-13  8.3287e-16
coj0m405-kb88-20220111-0111-e91.fits.fz  59590.528634908  59590.528869769  5450  1.8353e-13  5.1575e-16
tfn0m414-kb95-20220111-0098-e91.fits.fz  59590.876049364  59590.876283982  5450  1.4334e-13  4.2476e-16
tfn0m414-kb95-20220112-0055-e91.fits.fz  59591.960493658  59591.960728311  5450  1.7963e-13  3.8118e-16
coj0m405-kb88-20220114-0090-e91.fits.fz  59593.509119295  59593.509354063  5450  1.6911e-13  5.0381e-16
ogg0m404-kb82-20220114-0105-e91.fits.fz  59594.294846320  59594.295077119  5450  1.4666e-13  6.0695e-16
tfn0m414-kb95-20220115-0086-e91.fits.fz  59594.875246262  59594.875480961  5450  1.7794e-13  4.0102e-16
lsc0m412-kb26-20220116-0073-e91.fits.fz  59596.090197153  59596.090431922  5450  1.9559e-13  4.6061e-15
