;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
cpt0m407-kb87-20220129-0195-e91.fits.fz  59609.081840857  59609.082365012  5450  6.3627e-16  9.5872e-17
cpt0m407-kb87-20220129-0196-e91.fits.fz  59609.082487616  59609.083359005  5450  6.5936e-16  6.7403e-17
cpt0m407-kb87-20220129-0197-e91.fits.fz  59609.083489121  59609.084534109  5450  5.6873e-16  5.3287e-17
lsc0m412-kb26-20220131-0095-e91.fits.fz  59611.377379237  59611.378250545  5450  8.4369e-16  1.6032e-16
lsc0m409-kb29-20220201-0191-e91.fits.fz  59612.325677975  59612.326549260  5450  8.8416e-16  1.1630e-16
lsc0m409-kb29-20220204-0230-e91.fits.fz  59615.308271760  59615.309143079  5450  7.1619e-16  9.5632e-17
cpt0m407-kb87-20220205-0188-e91.fits.fz  59616.076552813  59616.077424144  5450  7.5389e-16  5.1111e-17
cpt0m407-kb87-20220206-0155-e91.fits.fz  59617.057309757  59617.058181135  5450  5.0454e-16  4.9929e-17
cpt0m407-kb87-20220208-0165-e91.fits.fz  59619.058516517  59619.059387883  5450  7.7100e-16  5.0551e-17
cpt0m407-kb87-20220209-0154-e91.fits.fz  59620.046995706  59620.047867084  5450  5.2499e-16  4.6176e-17
lsc0m409-kb29-20220414-0122-e91.fits.fz  59684.131731412  59684.132602813  5450  7.4965e-16  8.5863e-17
lsc0m409-kb29-20220417-0142-e91.fits.fz  59687.123702975  59687.124574294  5450  7.0683e-16  1.2366e-16
lsc0m409-kb29-20220420-0098-e91.fits.fz  59690.115250440  59690.116121783  5450  6.3558e-16  7.3710e-17
lsc0m412-kb26-20220422-0187-e91.fits.fz  59692.109873311  59692.110744653  5450  6.5097e-16  8.7436e-17
coj0m403-kb24-20220424-0228-e91.fits.fz  59693.726605174  59693.727475892  5450  7.8043e-16  1.1038e-16
lsc0m409-kb29-20220424-0286-e91.fits.fz  59694.304886193  59694.305757500  5450  6.5568e-16  5.0052e-17
lsc0m412-kb26-20220426-0065-e91.fits.fz  59696.250137825  59696.251009132  5450  5.3855e-16  9.2723e-17
cpt0m407-kb87-20220427-0088-e91.fits.fz  59696.902951471  59696.903822790  5450  7.1400e-16  4.7508e-17
lsc0m409-kb29-20220427-0178-e91.fits.fz  59697.198076540  59697.198600637  5450  6.3636e-16  9.1114e-17
lsc0m409-kb29-20220428-0155-e91.fits.fz  59698.084193646  59698.085064931  5450  6.6105e-16  6.1819e-17
lsc0m409-kb29-20220428-0162-e91.fits.fz  59698.094606610  59698.095477929  5450  6.5837e-16  6.2555e-17
lsc0m409-kb29-20220428-0171-e91.fits.fz  59698.105034561  59698.105905915  5450  6.0766e-16  6.0434e-17
lsc0m409-kb29-20220428-0179-e91.fits.fz  59698.115433855  59698.116305197  5450  5.7231e-16  5.7382e-17
lsc0m409-kb29-20220428-0193-e91.fits.fz  59698.128497732  59698.129369074  5450  5.1747e-16  6.1729e-17
cpt0m407-kb87-20220428-0181-e91.fits.fz  59698.136277639  59698.137148982  5450  7.0986e-16  5.1110e-17
cpt0m407-kb87-20220428-0183-e91.fits.fz  59698.146641957  59698.147513299  5450  6.3217e-16  4.9973e-17
