;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
ogg0m404-kb82-20200828-0206-e91.fits.fz  59090.614642304  59090.614988890  5450  5.7850e-15  8.6730e-17
coj0m403-kb28-20200829-0168-e91.fits.fz  59090.756220405  59090.756570857  5450  6.0709e-15  1.6179e-16
ogg0m406-kb27-20200829-0184-e91.fits.fz  59091.598810140  59091.599156656  5450  4.3852e-15  1.4550e-16
coj0m403-kb28-20200830-0191-e91.fits.fz  59091.753376795  59091.753727211  5450  4.0945e-15  1.2257e-16
coj0m405-kb56-20200831-0165-e91.fits.fz  59092.750546031  59092.750896528  5450  1.5045e-15  1.8039e-16
coj0m403-kb28-20200831-0151-e91.fits.fz  59092.754561135  59092.754911482  5450  1.6777e-15  1.1556e-16
coj0m405-kb56-20200831-0183-e91.fits.fz  59092.792210544  59092.792561019  5450  1.9498e-15  1.8048e-16
ogg0m404-kb82-20200831-0175-e91.fits.fz  59093.596608218  59093.596954700  5450  1.6631e-15  1.0871e-16
ogg0m406-kb27-20200901-0403-e91.fits.fz  59094.598726702  59094.599073183  5450  3.4740e-15  1.0275e-16
ogg0m404-kb82-20200916-0355-e91.fits.fz  59109.615088693  59109.615435209  5450  5.3826e-15  8.1879e-17
coj0m405-kb56-20200917-0119-e91.fits.fz  59109.703425880  59109.703776378  5450  5.8146e-15  1.5235e-16
coj0m405-kb56-20200918-0083-e91.fits.fz  59110.755323461  59110.755673924  5450  7.5995e-15  3.3749e-16
ogg0m404-kb82-20200919-0065-e91.fits.fz  59112.540769283  59112.541115753  5450  5.0023e-15  1.2223e-16
ogg0m404-kb82-20200920-0207-e91.fits.fz  59113.565434942  59113.565781401  5450  2.2214e-15  1.3593e-16
cpt0m407-kb84-20200924-0107-e91.fits.fz  59117.046627836  59117.046978369  5450  6.5440e-15  1.5470e-16
tfn0m414-kb81-20200930-0174-e91.fits.fz  59123.134724665  59123.135075174  5450  5.3812e-15  2.4531e-16
coj0m405-kb56-20201001-0190-e91.fits.fz  59123.667386459  59123.667738484  5450  6.4570e-15  1.6110e-16
lsc0m409-kb29-20201115-0123-e91.fits.fz  59169.153416007  59169.153766482  5450  2.8172e-15  1.2960e-16
lsc0m409-kb29-20201116-0185-e91.fits.fz  59170.149940903  59170.150291413  5450  1.8027e-15  1.9386e-16
ogg0m406-kb27-20201116-0093-e91.fits.fz  59170.438379549  59170.438726123  5450  1.7929e-15  8.2843e-17
elp0m411-kb92-20201117-0321-e91.fits.fz  59171.438526471  59171.438876922  5450  2.5578e-15  1.8161e-16
lsc0m412-kb26-20201118-0165-e91.fits.fz  59172.148748693  59172.149099167  5450  4.1153e-15  2.2906e-16
ogg0m406-kb27-20201118-0123-e91.fits.fz  59172.438661008  59172.439009017  5450  4.9994e-15  9.1120e-17
cpt0m407-kb84-20201119-0281-e91.fits.fz  59172.983519711  59172.983870209  5450  5.7260e-15  1.8283e-16
ogg0m406-kb27-20201119-0120-e91.fits.fz  59173.438381644  59173.438728195  5450  6.1296e-15  1.0711e-16
cpt0m407-kb84-20201120-0201-e91.fits.fz  59173.983478380  59173.983828855  5450  4.2665e-15  2.2198e-16
elp0m411-kb92-20201120-0327-e91.fits.fz  59174.438363727  59174.438714225  5450  4.0634e-15  1.4758e-16
elp0m411-kb92-20201121-0272-e91.fits.fz  59175.438401123  59175.438751632  5450  3.3657e-15  1.5963e-16
tfn0m410-kb98-20201122-0052-e91.fits.fz  59176.204009838  59176.204360371  5450  3.6860e-15  3.7776e-16
coj0m405-kb56-20201123-0094-e91.fits.fz  59176.648605047  59176.648955591  5450  4.0002e-15  1.3687e-16
elp0m411-kb92-20201123-0753-e91.fits.fz  59177.438375140  59177.438725603  5450  3.1062e-15  1.6864e-16
ogg0m406-kb27-20201124-0037-e91.fits.fz  59178.438378890  59178.438725359  5450  2.3389e-15  1.0006e-16
cpt0m407-kb84-20201125-0167-e91.fits.fz  59179.038364028  59179.038714526  5450  3.9029e-15  1.1378e-16
ogg0m406-kb27-20201125-0047-e91.fits.fz  59179.438326135  59179.438672732  5450  3.9480e-15  9.7882e-17
coj0m403-kb24-20201126-0142-e91.fits.fz  59179.671511320  59179.671861308  5450  4.7593e-15  1.2136e-16
ogg0m404-kb82-20201126-0107-e91.fits.fz  59180.493289723  59180.493636308  5450  6.3611e-15  1.2759e-16
cpt0m407-kb84-20201127-0116-e91.fits.fz  59180.866654734  59180.867005209  5450  8.2374e-15  4.0127e-16
cpt0m407-kb84-20201127-0162-e91.fits.fz  59180.940622524  59180.940972987  5450  8.4991e-15  3.4034e-16
coj0m405-kb56-20201128-0194-e91.fits.fz  59181.718218056  59181.718568600  5450  7.5331e-15  3.7327e-16
ogg0m406-kb27-20201128-0093-e91.fits.fz  59182.496046285  59182.496392882  5450  6.5214e-15  1.1420e-16
lsc0m412-kb26-20201129-0159-e91.fits.fz  59183.273833681  59183.274184132  5450  3.6628e-15  2.8265e-16
coj0m403-kb24-20201130-0106-e91.fits.fz  59183.510670475  59183.511020475  5450  3.5689e-15  1.7373e-16
