;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
ogg0m406-kb27-20200828-0187-e91.fits.fz  59090.587281112  59090.587627639  5450  1.4193e-15  9.0209e-17
ogg0m406-kb27-20200829-0176-e91.fits.fz  59091.584685556  59091.585032084  5450  1.3633e-15  1.2398e-16
ogg0m406-kb27-20200830-0229-e91.fits.fz  59092.581791007  59092.582137605  5450  1.2384e-15  9.3353e-17
ogg0m406-kb27-20200831-0215-e91.fits.fz  59093.579140151  59093.579486702  5450  1.2440e-15  1.0539e-16
ogg0m406-kb27-20200901-0394-e91.fits.fz  59094.579943496  59094.580290128  5450  1.1053e-15  1.0749e-16
ogg0m404-kb82-20200916-0411-e91.fits.fz  59109.635141714  59109.635488218  5450  1.0718e-15  8.3699e-17
ogg0m404-kb82-20200920-0182-e91.fits.fz  59113.520935267  59113.521283311  5450  1.4604e-15  1.2936e-16
ogg0m404-kb82-20200921-0169-e91.fits.fz  59114.518088913  59114.518435382  5450  1.2452e-15  8.8586e-17
cpt0m407-kb84-20200924-0128-e91.fits.fz  59117.076530070  59117.076880626  5450  1.0584e-15  1.4741e-16
lsc0m412-kb26-20201124-0115-e91.fits.fz  59178.280740255  59178.281090741  5450  1.5878e-15  1.9968e-16
lsc0m412-kb26-20201125-0127-e91.fits.fz  59179.280847651  59179.281198160  5450  1.5258e-15  2.2725e-16
lsc0m412-kb26-20201126-0135-e91.fits.fz  59180.280706991  59180.281057501  5450  1.7657e-15  2.1229e-16
lsc0m412-kb26-20201127-0163-e91.fits.fz  59181.280733288  59181.281083762  5450  1.4604e-15  2.3673e-16
lsc0m412-kb26-20201128-0142-e91.fits.fz  59182.280738936  59182.281089445  5450  1.6432e-15  2.3750e-16
elp0m411-kb92-20201201-0215-e91.fits.fz  59185.280741482  59185.281091991  5450  1.2075e-15  1.9280e-16
cpt0m407-kb84-20201203-0242-e91.fits.fz  59187.059379885  59187.059730394  5450  1.4703e-15  1.4769e-16
lsc0m412-kb26-20201203-0146-e91.fits.fz  59187.183684352  59187.184034838  5450  1.6140e-15  2.0824e-16
lsc0m409-kb29-20201204-0158-e91.fits.fz  59188.128617998  59188.128968484  5450  1.0889e-15  1.2348e-16
lsc0m412-kb26-20201204-0236-e91.fits.fz  59188.326426158  59188.326776609  5450  1.2361e-15  2.2123e-16
ogg0m406-kb27-20201204-0201-e91.fits.fz  59188.541138843  59188.541485383  5450  1.3403e-15  9.2524e-17
ogg0m406-kb27-20201204-0204-e91.fits.fz  59188.548873785  59188.549220325  5450  1.3508e-15  9.6563e-17
ogg0m404-kb82-20201204-0743-e91.fits.fz  59188.557873357  59188.558219850  5450  1.3272e-15  1.0019e-16
ogg0m406-kb27-20201204-0213-e91.fits.fz  59188.578714213  59188.579060730  5450  1.6386e-15  1.0371e-16
cpt0m407-kb84-20201205-0115-e91.fits.fz  59188.885609549  59188.885960105  5450  1.1165e-15  1.4415e-16
cpt0m407-kb84-20201205-0127-e91.fits.fz  59188.904533809  59188.904884306  5450  1.2240e-15  1.6203e-16
tfn0m414-kb81-20201205-0092-e91.fits.fz  59189.017530672  59189.017881251  5450  1.8247e-15  2.1612e-16
tfn0m414-kb81-20201205-0098-e91.fits.fz  59189.027941771  59189.028292304  5450  1.1939e-15  2.2798e-16
tfn0m414-kb81-20201205-0103-e91.fits.fz  59189.038361528  59189.038712038  5450  1.2889e-15  2.4576e-16
tfn0m414-kb81-20201205-0108-e91.fits.fz  59189.048786285  59189.049136852  5450  1.5555e-15  2.8962e-16
tfn0m414-kb81-20201205-0129-e91.fits.fz  59189.090396274  59189.090746841  5450  1.9982e-15  3.2076e-16
lsc0m409-kb29-20201205-0103-e91.fits.fz  59189.100963149  59189.101313600  5450  1.2976e-15  1.1720e-16
ogg0m406-kb27-20201205-0192-e91.fits.fz  59189.470761077  59189.471107547  5450  1.3810e-15  8.1440e-17
lsc0m412-kb26-20201207-0118-e91.fits.fz  59191.187862304  59191.188212813  5450  1.1026e-15  2.0474e-16
ogg0m406-kb27-20201207-0149-e91.fits.fz  59191.520993889  59191.521340498  5450  1.1861e-15  8.8966e-17
ogg0m406-kb27-20201208-0177-e91.fits.fz  59192.521000683  59192.521347188  5450  1.2860e-15  8.3396e-17
ogg0m406-kb27-20201209-0197-e91.fits.fz  59193.546093589  59193.546440151  5450  1.3473e-15  8.9464e-17
ogg0m406-kb27-20201210-0198-e91.fits.fz  59194.520975174  59194.521321748  5450  1.1653e-15  8.0518e-17
ogg0m406-kb27-20201211-0207-e91.fits.fz  59195.520988449  59195.521335035  5450  1.3213e-15  8.8866e-17
ogg0m404-kb82-20201214-0109-e91.fits.fz  59198.299112107  59198.299458612  5450  1.1561e-15  9.8046e-17
ogg0m406-kb27-20201216-0146-e91.fits.fz  59200.444958033  59200.445304526  5450  1.3898e-15  8.1460e-17
coj0m403-kb24-20201217-0128-e91.fits.fz  59200.580036042  59200.580385961  5450  1.1760e-15  7.7237e-17
lsc0m409-kb29-20210228-0073-e91.fits.fz  59274.015102153  59274.015452651  5450  1.2115e-15  1.5537e-16
lsc0m412-kb26-20210303-0061-e91.fits.fz  59277.009207720  59277.009558195  5450  1.5430e-15  2.8798e-16
lsc0m409-kb29-20210305-0058-e91.fits.fz  59279.007163345  59279.007513878  5450  9.6845e-16  1.6324e-16
ogg0m406-kb27-20200828-0188-e91.fits.fz  59090.587851841  59090.588024723  7670  2.9439e-15  1.3970e-16
ogg0m406-kb27-20200830-0230-e91.fits.fz  59092.582362547  59092.582535475  7670  2.8118e-15  1.3756e-16
ogg0m406-kb27-20200831-0216-e91.fits.fz  59093.579731482  59093.579904376  7670  3.1635e-15  1.3329e-16
ogg0m406-kb27-20200901-0395-e91.fits.fz  59094.580559885  59094.580732813  7670  2.6464e-15  1.3529e-16
ogg0m404-kb82-20200916-0412-e91.fits.fz  59109.635705221  59109.635878102  7670  2.6614e-15  1.2269e-16
ogg0m404-kb82-20200919-0058-e91.fits.fz  59112.524119028  59112.524291957  7670  3.5014e-15  5.2924e-16
ogg0m404-kb82-20200920-0183-e91.fits.fz  59113.521506598  59113.521679619  7670  2.7749e-15  1.4668e-16
ogg0m404-kb82-20200921-0170-e91.fits.fz  59114.518700591  59114.518873600  7670  2.8765e-15  1.3023e-16
cpt0m407-kb84-20200924-0129-e91.fits.fz  59117.077108658  59117.077285556  7670  2.8534e-15  1.9393e-16
lsc0m412-kb26-20201122-0254-e91.fits.fz  59176.285055000  59176.285231933  7670  2.6932e-15  2.4573e-16
lsc0m412-kb26-20201123-0212-e91.fits.fz  59177.281261424  59177.281438334  7670  2.8937e-15  2.3580e-16
