;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
cpt0m407-kb84-20210207-0103-e91.fits.fz  59252.865463264  59252.865698010  5450  2.0204e-14  2.6769e-16
cpt0m407-kb84-20210208-0099-e91.fits.fz  59253.873788670  59253.874023473  5450  2.2287e-14  2.4799e-16
cpt0m407-kb84-20210209-0092-e91.fits.fz  59254.858236702  59254.858471517  5450  3.0581e-14  2.6641e-16
cpt0m407-kb84-20210210-0101-e91.fits.fz  59255.855070822  59255.855305591  5450  2.8701e-14  2.8053e-16
lsc0m409-kb29-20210211-0123-e91.fits.fz  59257.135767431  59257.136002269  5450  2.1235e-14  3.8624e-16
cpt0m407-kb84-20210212-0063-e91.fits.fz  59257.849598218  59257.849832952  5450  1.8011e-14  1.9704e-15
cpt0m407-kb84-20210213-0126-e91.fits.fz  59258.846862281  59258.847097049  5450  1.6463e-14  2.7178e-16
cpt0m407-kb84-20210214-0111-e91.fits.fz  59259.844087744  59259.844324005  5450  2.3354e-14  3.2697e-16
cpt0m407-kb84-20210215-0128-e91.fits.fz  59260.841512304  59260.841748542  5450  1.8037e-14  3.3295e-16
cpt0m407-kb84-20210216-0124-e91.fits.fz  59261.840381401  59261.840616123  5450  1.2843e-14  2.6440e-16
coj0m405-kb88-20210307-0085-e91.fits.fz  59280.447856343  59280.448206864  5450  1.8275e-14  1.8064e-16
coj0m405-kb88-20210308-0035-e91.fits.fz  59281.478743288  59281.479093774  5450  1.2232e-14  6.5653e-16
coj0m405-kb88-20210309-0283-e91.fits.fz  59282.566159167  59282.566509711  5450  1.9791e-14  1.5779e-16
lsc0m409-kb29-20210310-0114-e91.fits.fz  59284.060914642  59284.061149433  5450  2.7893e-14  3.1674e-16
cpt0m407-kb84-20210311-0117-e91.fits.fz  59284.789618045  59284.789968554  5450  2.4659e-14  4.8237e-16
coj0m403-kb24-20210312-0078-e91.fits.fz  59285.475335440  59285.475569607  5450  1.3815e-14  1.7710e-16
lsc0m409-kb29-20210314-0116-e91.fits.fz  59288.052218623  59288.052453380  5450  2.2556e-14  3.7137e-16
coj0m403-kb24-20210315-0117-e91.fits.fz  59288.431923890  59288.432158126  5450  1.5811e-14  3.0744e-16
coj0m403-kb24-20210316-0098-e91.fits.fz  59289.419701598  59289.419935822  5450  2.4190e-14  3.4122e-16
coj0m403-kb24-20210417-0067-e91.fits.fz  59321.359063415  59321.359297605  5450  1.2423e-14  3.8795e-16
coj0m403-kb24-20210418-0065-e91.fits.fz  59322.359274121  59322.359508311  5450  1.0282e-14  1.5173e-16
coj0m403-kb24-20210419-0065-e91.fits.fz  59323.357609191  59323.357843461  5450  1.1081e-14  1.4366e-16
coj0m403-kb24-20210421-0065-e91.fits.fz  59325.355779028  59325.356013195  5450  1.7358e-14  1.5826e-16
coj0m403-kb24-20210422-0065-e91.fits.fz  59326.355100880  59326.355335105  5450  2.5234e-14  1.8054e-16
coj0m403-kb24-20210423-0052-e91.fits.fz  59327.361298658  59327.361532871  5450  3.1298e-14  1.8166e-16
coj0m405-kb88-20210424-0070-e91.fits.fz  59328.357502813  59328.357737558  5450  2.3742e-14  2.0037e-16
