;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
cpt0m407-kb87-20220129-0193-e91.fits.fz  59609.081002466  59609.081237200  5450  3.3032e-14  2.5216e-16
cpt0m407-kb87-20220129-0194-e91.fits.fz  59609.081363195  59609.081713704  5450  3.4306e-14  1.7883e-16
cpt0m407-kb87-20220129-0195-e91.fits.fz  59609.081840857  59609.082365012  5450  3.4024e-14  1.3909e-16
cpt0m407-kb87-20220129-0196-e91.fits.fz  59609.082487616  59609.083359005  5450  3.4075e-14  1.0982e-16
cpt0m407-kb87-20220129-0197-e91.fits.fz  59609.083489121  59609.084534109  5450  3.4006e-14  9.6596e-17
lsc0m412-kb26-20220131-0095-e91.fits.fz  59611.377379237  59611.378250545  5450  3.1840e-14  2.1323e-16
lsc0m409-kb29-20220201-0191-e91.fits.fz  59612.325677975  59612.326549260  5450  2.6291e-14  1.7502e-16
lsc0m409-kb29-20220204-0230-e91.fits.fz  59615.308271760  59615.309143079  5450  3.0643e-14  1.6644e-16
cpt0m407-kb87-20220205-0188-e91.fits.fz  59616.076552813  59616.077424144  5450  2.9417e-14  8.7910e-17
cpt0m407-kb87-20220206-0155-e91.fits.fz  59617.057309757  59617.058181135  5450  2.1921e-14  8.1466e-17
lsc0m409-kb29-20220207-0164-e91.fits.fz  59618.300084792  59618.300956158  5450  3.1965e-14  1.7126e-16
cpt0m407-kb87-20220208-0165-e91.fits.fz  59619.058516517  59619.059387883  5450  3.3872e-14  9.2666e-17
cpt0m407-kb87-20220209-0154-e91.fits.fz  59620.046995706  59620.047867084  5450  3.2287e-14  8.6662e-17
lsc0m409-kb29-20220414-0122-e91.fits.fz  59684.131731412  59684.132602813  5450  3.0743e-14  1.5117e-16
lsc0m409-kb29-20220415-0169-e91.fits.fz  59685.128915510  59685.129786783  5450  2.4254e-14  1.2590e-16
lsc0m409-kb29-20220416-0139-e91.fits.fz  59686.126353334  59686.127224676  5450  2.8509e-14  1.4605e-16
lsc0m409-kb29-20220417-0142-e91.fits.fz  59687.123702975  59687.124574294  5450  2.8003e-14  1.6528e-16
lsc0m409-kb29-20220418-0155-e91.fits.fz  59688.121732257  59688.122603600  5450  3.0167e-14  3.5808e-16
lsc0m409-kb29-20220420-0098-e91.fits.fz  59690.115250440  59690.116121783  5450  2.4496e-14  1.2154e-16
lsc0m412-kb26-20220420-0059-e91.fits.fz  59690.115265545  59690.115500301  5450  2.5123e-14  4.3420e-16
lsc0m409-kb29-20220421-0172-e91.fits.fz  59691.112533079  59691.112767825  5450  2.5540e-14  2.5987e-16
lsc0m412-kb26-20220421-0152-e91.fits.fz  59691.112641227  59691.113512605  5450  2.6991e-14  1.4452e-16
lsc0m409-kb29-20220422-0176-e91.fits.fz  59692.109838994  59692.110073774  5450  3.5545e-14  2.8290e-16
lsc0m412-kb26-20220422-0187-e91.fits.fz  59692.109873311  59692.110744653  5450  3.4183e-14  1.3667e-16
lsc0m409-kb29-20220423-0156-e91.fits.fz  59693.107918299  59693.108789596  5450  3.6818e-14  1.2483e-16
lsc0m409-kb29-20220423-0181-e91.fits.fz  59693.138916945  59693.139151760  5450  3.3622e-14  2.5119e-16
coj0m403-kb24-20220424-0228-e91.fits.fz  59693.726605174  59693.727475892  5450  3.5288e-14  1.7001e-16
lsc0m409-kb29-20220424-0169-e91.fits.fz  59694.105610903  59694.105845614  5450  2.7783e-14  2.9179e-16
lsc0m409-kb29-20220424-0286-e91.fits.fz  59694.304886193  59694.305757500  5450  2.6943e-14  1.0200e-16
lsc0m409-kb29-20220425-0280-e91.fits.fz  59695.417998808  59695.418233508  5450  3.2220e-14  3.4016e-16
lsc0m412-kb26-20220426-0063-e91.fits.fz  59696.248098091  59696.248332859  5450  2.7956e-14  4.1206e-16
lsc0m412-kb26-20220426-0065-e91.fits.fz  59696.250137825  59696.251009132  5450  2.9702e-14  1.5475e-16
cpt0m407-kb87-20220427-0088-e91.fits.fz  59696.902951471  59696.903822790  5450  3.2915e-14  9.4960e-17
cpt0m407-kb87-20220427-0090-e91.fits.fz  59696.906410475  59696.906645279  5450  3.3300e-14  2.3125e-16
lsc0m409-kb29-20220427-0178-e91.fits.fz  59697.198076540  59697.198600637  5450  2.9239e-14  1.6787e-16
lsc0m409-kb29-20220428-0155-e91.fits.fz  59698.084193646  59698.085064931  5450  2.9473e-14  1.2285e-16
lsc0m409-kb29-20220428-0162-e91.fits.fz  59698.094606610  59698.095477929  5450  3.0621e-14  1.2239e-16
lsc0m409-kb29-20220428-0171-e91.fits.fz  59698.105034561  59698.105905915  5450  2.9633e-14  1.2465e-16
lsc0m409-kb29-20220428-0177-e91.fits.fz  59698.112713727  59698.112948484  5450  3.1501e-14  2.8483e-16
lsc0m409-kb29-20220428-0179-e91.fits.fz  59698.115433855  59698.116305197  5450  2.9857e-14  1.2272e-16
lsc0m409-kb29-20220428-0193-e91.fits.fz  59698.128497732  59698.129369074  5450  3.0272e-14  1.2179e-16
lsc0m409-kb29-20220428-0195-e91.fits.fz  59698.131063334  59698.131934676  5450  2.9937e-14  1.1872e-16
cpt0m407-kb87-20220428-0181-e91.fits.fz  59698.136277639  59698.137148982  5450  3.1657e-14  9.1777e-17
cpt0m407-kb87-20220428-0183-e91.fits.fz  59698.146641957  59698.147513299  5450  3.2007e-14  9.1683e-17
cpt0m407-kb87-20220428-0201-e91.fits.fz  59698.172120325  59698.172645961  5450  3.2469e-14  1.4192e-16
coj0m403-kb24-20220429-0089-e91.fits.fz  59698.531483149  59698.532353970  5450  3.1826e-14  3.7078e-16
coj0m403-kb24-20220429-0093-e91.fits.fz  59698.538443843  59698.539314596  5450  3.1180e-14  1.2909e-16
coj0m405-kb88-20220429-0104-e91.fits.fz  59698.551372223  59698.552243530  5450  3.1740e-14  8.6675e-17
coj0m403-kb24-20220429-0113-e91.fits.fz  59698.559299607  59698.560170417  5450  3.1460e-14  1.1244e-16
coj0m405-kb88-20220429-0115-e91.fits.fz  59698.568259815  59698.569131111  5450  3.0370e-14  1.1223e-16
coj0m403-kb24-20220429-0133-e91.fits.fz  59698.578693346  59698.579564075  5450  3.0157e-14  8.6658e-17
coj0m403-kb24-20220429-0135-e91.fits.fz  59698.589011389  59698.589882223  5450  2.9586e-14  8.4279e-17
coj0m405-kb88-20220429-0127-e91.fits.fz  59698.599519746  59698.600391065  5450  2.8677e-14  7.5374e-17
coj0m405-kb88-20220429-0138-e91.fits.fz  59698.610446772  59698.611318161  5450  2.9736e-14  7.6642e-17
coj0m403-kb24-20220429-0150-e91.fits.fz  59698.620386459  59698.621257339  5450  2.9859e-14  8.0818e-17
coj0m403-kb24-20220429-0152-e91.fits.fz  59698.630664734  59698.631535533  5450  3.0109e-14  8.9278e-17
coj0m405-kb88-20220429-0140-e91.fits.fz  59698.641086945  59698.641958276  5450  2.8656e-14  1.8880e-16
coj0m403-kb24-20220429-0163-e91.fits.fz  59698.651556690  59698.652427443  5450  2.9659e-14  8.8183e-17
coj0m403-kb24-20220429-0165-e91.fits.fz  59698.661924410  59698.662795232  5450  2.9932e-14  2.8357e-16
lsc0m409-kb29-20220429-0162-e91.fits.fz  59699.125987894  59699.126859213  5450  3.1771e-14  1.6807e-16
lsc0m409-kb29-20220429-0170-e91.fits.fz  59699.135698577  59699.136569943  5450  3.0934e-14  1.6461e-16
lsc0m409-kb29-20220429-0172-e91.fits.fz  59699.142636945  59699.143508230  5450  2.9433e-14  1.2623e-16
lsc0m409-kb29-20220429-0183-e91.fits.fz  59699.153695811  59699.154567130  5450  2.9512e-14  1.4357e-16
lsc0m412-kb26-20220429-0122-e91.fits.fz  59699.166599792  59699.167471135  5450  2.9880e-14  2.8324e-16
lsc0m412-kb26-20220429-0127-e91.fits.fz  59699.173865788  59699.174737130  5450  3.1162e-14  3.7854e-16
lsc0m412-kb26-20220429-0130-e91.fits.fz  59699.184864642  59699.185735984  5450  3.2252e-14  1.8887e-16
lsc0m412-kb26-20220429-0136-e91.fits.fz  59699.194614561  59699.195485892  5450  3.1299e-14  2.1396e-16
lsc0m412-kb26-20220429-0147-e91.fits.fz  59699.208428924  59699.209300301  5450  2.8219e-14  1.3495e-16
lsc0m412-kb26-20220429-0149-e91.fits.fz  59699.211433091  59699.211957223  5450  2.8370e-14  1.9638e-16
coj0m405-kb88-20220430-0049-e91.fits.fz  59699.621488669  59699.621723542  5450  2.9241e-14  2.1045e-16
