;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
cpt0m407-kb84-20210208-0099-e91.fits.fz  59253.873788670  59253.874023473  5450  2.2257e-15  2.4070e-16
cpt0m407-kb84-20210209-0092-e91.fits.fz  59254.858236702  59254.858471517  5450  1.6181e-15  2.6677e-16
cpt0m407-kb84-20210210-0101-e91.fits.fz  59255.855070822  59255.855305591  5450  3.4641e-15  2.8249e-16
cpt0m407-kb84-20210213-0126-e91.fits.fz  59258.846862281  59258.847097049  5450  2.7491e-15  2.8505e-16
cpt0m407-kb84-20210214-0111-e91.fits.fz  59259.844087744  59259.844324005  5450  1.9721e-15  3.4493e-16
cpt0m407-kb84-20210216-0124-e91.fits.fz  59261.840381401  59261.840616123  5450  3.4427e-15  3.0588e-16
coj0m405-kb88-20210307-0085-e91.fits.fz  59280.447856343  59280.448206864  5450  2.8376e-15  1.5252e-16
coj0m405-kb88-20210308-0035-e91.fits.fz  59281.478743288  59281.479093774  5450  4.0687e-15  6.1747e-16
coj0m405-kb88-20210309-0283-e91.fits.fz  59282.566159167  59282.566509711  5450  2.4092e-15  1.2110e-16
lsc0m409-kb29-20210310-0116-e91.fits.fz  59284.064488728  59284.064839318  5450  2.5378e-15  1.6108e-16
coj0m403-kb24-20210312-0066-e91.fits.fz  59285.465225846  59285.465575741  5450  1.5720e-15  1.1564e-16
lsc0m409-kb29-20210314-0118-e91.fits.fz  59288.054084433  59288.054434908  5450  2.5771e-15  1.9935e-16
coj0m403-kb24-20210315-0115-e91.fits.fz  59288.429951413  59288.430301308  5450  2.5937e-15  1.3828e-16
coj0m403-kb24-20210417-0067-e91.fits.fz  59321.359063415  59321.359297605  5450  3.0243e-15  4.0716e-16
coj0m403-kb24-20210418-0065-e91.fits.fz  59322.359274121  59322.359508311  5450  2.1159e-15  1.3255e-16
coj0m403-kb24-20210419-0065-e91.fits.fz  59323.357609191  59323.357843461  5450  2.5126e-15  1.3453e-16
coj0m403-kb24-20210421-0065-e91.fits.fz  59325.355779028  59325.356013195  5450  2.8045e-15  1.3175e-16
coj0m403-kb24-20210422-0065-e91.fits.fz  59326.355100880  59326.355335105  5450  2.2869e-15  1.4490e-16
coj0m403-kb24-20210423-0052-e91.fits.fz  59327.361298658  59327.361532871  5450  1.6594e-15  1.3381e-16
coj0m405-kb88-20210424-0070-e91.fits.fz  59328.357502813  59328.357737558  5450  1.5924e-15  1.6239e-16
coj0m405-kb88-20210426-0071-e91.fits.fz  59330.361324225  59330.361559040  5450  3.1674e-15  1.5530e-16
coj0m403-kb24-20210427-0065-e91.fits.fz  59331.354351401  59331.354585591  5450  3.0331e-15  1.5045e-16
coj0m403-kb24-20210429-0072-e91.fits.fz  59333.399498797  59333.399732941  5450  1.6458e-15  1.8230e-16
coj0m403-kb24-20210429-0152-e91.fits.fz  59333.604386031  59333.604620267  5450  1.7277e-15  1.7098e-16
coj0m403-kb24-20210429-0154-e91.fits.fz  59333.610531436  59333.610765602  5450  2.0157e-15  1.5184e-16
coj0m403-kb24-20210429-0156-e91.fits.fz  59333.620943600  59333.621177813  5450  1.9333e-15  1.6067e-16
coj0m403-kb24-20210429-0161-e91.fits.fz  59333.631453646  59333.631687813  5450  2.0426e-15  1.6590e-16
cpt0m407-kb84-20210501-0096-e91.fits.fz  59335.747612385  59335.747847142  5450  2.3155e-15  3.4422e-16
coj0m403-kb24-20210502-0095-e91.fits.fz  59336.355841910  59336.356076147  5450  2.1982e-15  1.5368e-16
coj0m405-kb88-20210503-0094-e91.fits.fz  59337.372414317  59337.372649098  5450  1.9482e-15  3.0698e-16
cpt0m407-kb84-20210506-0082-e91.fits.fz  59340.756517454  59340.756752199  5450  2.3963e-15  3.1835e-16
coj0m405-kb88-20210507-0036-e91.fits.fz  59341.397507848  59341.397742616  5450  2.6746e-15  2.4616e-16
cpt0m407-kb84-20210508-0068-e91.fits.fz  59342.705014051  59342.705248820  5450  2.1573e-15  3.0625e-16
coj0m405-kb88-20210509-0058-e91.fits.fz  59343.507432836  59343.507667605  5450  1.7201e-15  2.8941e-16
coj0m403-kb24-20210510-0067-e91.fits.fz  59344.407299676  59344.407533855  5450  2.2407e-15  3.2400e-16
cpt0m407-kb84-20210511-0072-e91.fits.fz  59345.715016760  59345.715251482  5450  2.0058e-15  2.8336e-16
cpt0m407-kb84-20210513-0068-e91.fits.fz  59347.703890660  59347.704125429  5450  2.1007e-15  2.8742e-16
coj0m403-kb24-20210516-0100-e91.fits.fz  59350.392552084  59350.392786285  5450  2.3991e-15  1.9498e-16
cpt0m407-kb84-20210516-0070-e91.fits.fz  59350.705041621  59350.705276424  5450  2.4981e-15  3.1491e-16
cpt0m407-kb84-20210517-0057-e91.fits.fz  59351.695741667  59351.695976436  5450  2.4442e-15  2.6237e-16
cpt0m407-kb84-20210518-0066-e91.fits.fz  59352.697283172  59352.697517917  5450  3.3523e-15  3.0120e-16
coj0m403-kb24-20210520-0077-e91.fits.fz  59354.361303183  59354.361537350  5450  1.9370e-15  3.7296e-16
coj0m403-kb24-20210521-0078-e91.fits.fz  59355.361297037  59355.361531227  5450  2.1989e-15  1.3836e-16
coj0m403-kb24-20210522-0087-e91.fits.fz  59356.371705383  59356.371939549  5450  2.9887e-15  1.4568e-16
cpt0m407-kb84-20210522-0106-e91.fits.fz  59356.748202778  59356.748437547  5450  3.1946e-15  2.7358e-16
cpt0m407-kb84-20210523-0087-e91.fits.fz  59357.724496610  59357.724731355  5450  3.5171e-15  2.5466e-16
coj0m403-kb24-20210524-0151-e91.fits.fz  59358.492977003  59358.493211192  5450  2.5530e-15  2.6393e-16
coj0m403-kb24-20210525-0068-e91.fits.fz  59359.344438415  59359.344788357  5450  2.4356e-15  1.1088e-16
coj0m403-kb24-20210526-0064-e91.fits.fz  59360.338130128  59360.338480012  5450  3.1221e-15  1.2285e-16
coj0m403-kb24-20210527-0193-e91.fits.fz  59361.510118125  59361.510468114  5450  5.1463e-15  2.5156e-16
coj0m403-kb24-20210527-0195-e91.fits.fz  59361.514023670  59361.514257929  5450  4.4806e-15  2.1458e-16
coj0m403-kb24-20210528-0064-e91.fits.fz  59362.337732281  59362.338082292  5450  4.1857e-15  1.1459e-16
coj0m403-kb24-20210529-0064-e91.fits.fz  59363.337569017  59363.337803184  5450  2.5002e-15  1.6998e-16
coj0m405-kb88-20210529-0048-e91.fits.fz  59363.345363322  59363.345713797  5450  3.1763e-15  1.2252e-16
coj0m403-kb24-20210529-0072-e91.fits.fz  59363.347171898  59363.347406135  5450  2.8363e-15  1.5743e-16
coj0m403-kb24-20210529-0084-e91.fits.fz  59363.362153762  59363.362387929  5450  2.7903e-15  1.5767e-16
coj0m405-kb88-20210529-0062-e91.fits.fz  59363.368113646  59363.368348380  5450  3.0159e-15  1.5003e-16
coj0m405-kb88-20210529-0064-e91.fits.fz  59363.377195521  59363.377430290  5450  2.8054e-15  1.3491e-16
coj0m403-kb24-20210529-0097-e91.fits.fz  59363.392289746  59363.392523947  5450  3.1006e-15  1.2640e-16
coj0m405-kb88-20210529-0079-e91.fits.fz  59363.398141031  59363.398375845  5450  3.2820e-15  1.3748e-16
coj0m403-kb24-20210529-0110-e91.fits.fz  59363.418949272  59363.419183438  5450  2.6942e-15  1.4888e-16
coj0m405-kb88-20210529-0102-e91.fits.fz  59363.444690915  59363.444925649  5450  2.7363e-15  1.3522e-16
coj0m405-kb88-20210529-0109-e91.fits.fz  59363.455039538  59363.455274294  5450  2.9460e-15  1.4327e-16
coj0m405-kb88-20210529-0111-e91.fits.fz  59363.460527720  59363.460762431  5450  2.9331e-15  1.3675e-16
lsc0m409-kb29-20210529-0095-e91.fits.fz  59364.025962662  59364.026197466  5450  1.9720e-15  3.6331e-16
coj0m405-kb88-20210530-0089-e91.fits.fz  59364.362307929  59364.362658415  5450  2.3166e-15  1.3538e-16
coj0m405-kb88-20210531-0064-e91.fits.fz  59365.337281019  59365.337631563  5450  2.7042e-15  9.9742e-17
coj0m405-kb88-20210531-0084-e91.fits.fz  59365.364742558  59365.364977373  5450  3.0070e-15  1.3826e-16
lsc0m409-kb29-20210601-0044-e91.fits.fz  59366.949072466  59366.949422952  5450  2.9929e-15  1.8496e-16
lsc0m409-kb29-20210602-0065-e91.fits.fz  59367.958485811  59367.958720591  5450  3.2715e-15  2.7374e-16
lsc0m409-kb29-20210603-0070-e91.fits.fz  59368.958547304  59368.958897813  5450  2.9269e-15  1.7984e-16
lsc0m409-kb29-20210604-0072-e91.fits.fz  59369.958223750  59369.958574317  5450  2.0069e-15  2.1115e-16
lsc0m409-kb29-20210604-0140-e91.fits.fz  59370.062412813  59370.062763264  5450  2.0293e-15  2.5697e-16
lsc0m409-kb29-20210604-0146-e91.fits.fz  59370.069681100  59370.070031679  5450  2.0691e-15  2.5614e-16
coj0m405-kb88-20210605-0066-e91.fits.fz  59370.340410255  59370.340760869  5450  2.6752e-15  1.1216e-16
coj0m405-kb88-20210605-0077-e91.fits.fz  59370.351730440  59370.352080938  5450  2.7612e-15  1.1525e-16
coj0m405-kb88-20210605-0079-e91.fits.fz  59370.354300626  59370.354535417  5450  2.7576e-15  1.6775e-16
coj0m405-kb88-20210605-0081-e91.fits.fz  59370.358475533  59370.358825984  5450  2.7464e-15  1.0147e-16
coj0m405-kb88-20210605-0087-e91.fits.fz  59370.368978253  59370.369328797  5450  2.8264e-15  1.2228e-16
coj0m405-kb88-20210605-0093-e91.fits.fz  59370.384284607  59370.384635093  5450  3.1939e-15  1.8226e-16
coj0m405-kb88-20210605-0095-e91.fits.fz  59370.389704688  59370.390055174  5450  2.6835e-15  2.0466e-16
coj0m405-kb88-20210605-0109-e91.fits.fz  59370.403012558  59370.403363044  5450  4.1133e-15  4.3377e-16
coj0m405-kb88-20210606-0075-e91.fits.fz  59371.347429561  59371.347780174  5450  1.8350e-15  1.2831e-16
lsc0m409-kb29-20210606-0079-e91.fits.fz  59371.961201505  59371.961551991  5450  1.9263e-15  1.7373e-16
lsc0m409-kb29-20210606-0081-e91.fits.fz  59371.963209005  59371.963443762  5450  1.6798e-15  2.6379e-16
coj0m405-kb88-20210607-0076-e91.fits.fz  59372.347196957  59372.347547431  5450  1.9965e-15  1.0100e-16
lsc0m409-kb29-20210607-0059-e91.fits.fz  59372.950620116  59372.950970649  5450  3.3019e-15  1.7883e-16
coj0m405-kb88-20210613-0044-e91.fits.fz  59378.409695151  59378.409929861  5450  2.6973e-15  1.5169e-16
coj0m405-kb88-20210613-0054-e91.fits.fz  59378.425152767  59378.425503299  5450  2.7793e-15  1.0260e-16
coj0m403-kb24-20210614-0097-e91.fits.fz  59379.412402593  59379.412752512  5450  3.2246e-15  2.8885e-16
lsc0m409-kb29-20210614-0057-e91.fits.fz  59379.949028438  59379.949378994  5450  2.3605e-15  2.0743e-16
lsc0m412-kb26-20210723-0057-e91.fits.fz  59418.958689480  59418.959039989  5450  2.8816e-15  3.0091e-16
lsc0m412-kb26-20210724-0075-e91.fits.fz  59419.986283947  59419.986634457  5450  2.2987e-15  4.0844e-16
coj0m403-kb24-20210725-0066-e91.fits.fz  59420.350942478  59420.351292350  5450  3.2199e-15  1.1891e-16
coj0m405-kb88-20210726-0037-e91.fits.fz  59421.387565927  59421.387916447  5450  2.8941e-15  1.3039e-16
lsc0m409-kb29-20210726-0059-e91.fits.fz  59421.961811308  59421.962046019  5450  2.3551e-15  3.2199e-16
coj0m403-kb24-20210727-0032-e91.fits.fz  59422.349915128  59422.350265105  5450  2.2940e-15  1.1747e-16
coj0m403-kb24-20210727-0038-e91.fits.fz  59422.355550787  59422.355785000  5450  1.6006e-15  2.1223e-16
lsc0m409-kb29-20210728-0057-e91.fits.fz  59423.960445128  59423.960795556  5450  2.0087e-15  2.0975e-16
coj0m403-kb24-20210729-0059-e91.fits.fz  59424.350852836  59424.351202755  5450  1.8697e-15  1.1706e-16
coj0m403-kb24-20210730-0066-e91.fits.fz  59425.351803299  59425.352037581  5450  1.6273e-15  1.4415e-16
coj0m403-kb24-20210730-0068-e91.fits.fz  59425.354317431  59425.354667327  5450  1.6000e-15  8.5992e-17
coj0m403-kb24-20210731-0077-e91.fits.fz  59426.362048172  59426.362282327  5450  2.5294e-15  2.7312e-16
coj0m405-kb88-20210731-0079-e91.fits.fz  59426.363237906  59426.363588369  5450  3.4769e-15  1.7617e-16
coj0m405-kb88-20210731-0085-e91.fits.fz  59426.369102605  59426.369337292  5450  1.6920e-15  3.3610e-16
cpt0m407-kb87-20211110-0102-e91.fits.fz  59529.090546655  59529.090897118  5450  2.3798e-15  1.0060e-16
lsc0m409-kb29-20211111-0230-e91.fits.fz  59530.333041679  59530.333392188  5450  2.0210e-15  1.9911e-16
lsc0m409-kb29-20211112-0177-e91.fits.fz  59531.330253646  59531.330604144  5450  2.6634e-15  2.1820e-16
lsc0m409-kb29-20211113-0168-e91.fits.fz  59532.327565429  59532.327916019  5450  2.6440e-15  1.9525e-16
lsc0m409-kb29-20211114-0180-e91.fits.fz  59533.324771216  59533.325121748  5450  2.2376e-15  2.0685e-16
cpt0m407-kb87-20211116-0126-e91.fits.fz  59535.071657361  59535.072007905  5450  1.6328e-15  1.0090e-16
lsc0m412-kb26-20211117-0207-e91.fits.fz  59536.329481470  59536.329831968  5450  2.0427e-15  3.5841e-16
cpt0m407-kb87-20211118-0179-e91.fits.fz  59537.066768924  59537.067119399  5450  2.5841e-15  1.2978e-16
cpt0m407-kb87-20211119-0209-e91.fits.fz  59538.069793704  59538.070144248  5450  1.9755e-15  1.7731e-16
coj0m405-kb88-20220420-0227-e91.fits.fz  59689.523780359  59689.524130822  5450  2.7087e-15  2.1551e-16
coj0m403-kb24-20220421-0176-e91.fits.fz  59690.502818079  59690.503168044  5450  1.8626e-15  1.3273e-16
lsc0m412-kb26-20220422-0061-e91.fits.fz  59691.969799410  59691.970149908  5450  1.5876e-15  2.4503e-16
coj0m405-kb88-20220423-0080-e91.fits.fz  59692.503724133  59692.504074619  5450  1.9130e-15  1.1362e-16
cpt0m407-kb87-20220427-0076-e91.fits.fz  59696.893314329  59696.893664827  5450  1.4439e-15  1.3467e-16
cpt0m407-kb87-20220428-0039-e91.fits.fz  59697.705403577  59697.705754086  5450  1.4401e-15  1.4249e-16
coj0m403-kb24-20220429-0091-e91.fits.fz  59698.535939769  59698.536289723  5450  1.4640e-15  2.3975e-16
cpt0m407-kb87-20220430-0082-e91.fits.fz  59699.722411494  59699.722646239  5450  1.8985e-15  1.9897e-16
lsc0m409-kb29-20220430-0123-e91.fits.fz  59700.064828577  59700.065179098  5450  1.5580e-15  1.4528e-16
cpt0m407-kb87-20220501-0260-e91.fits.fz  59700.903577246  59700.903812014  5450  1.2092e-15  2.2142e-16
cpt0m407-kb87-20220502-0064-e91.fits.fz  59701.702951355  59701.703301876  5450  1.6760e-15  1.2961e-16
cpt0m407-kb87-20220503-0059-e91.fits.fz  59702.702377223  59702.702611945  5450  1.4380e-15  2.0133e-16
cpt0m407-kb87-20220503-0065-e91.fits.fz  59702.708369190  59702.708719700  5450  1.4552e-15  1.3701e-16
lsc0m412-kb26-20220503-0151-e91.fits.fz  59703.101036077  59703.101386586  5450  1.4011e-15  2.3818e-16
