;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
cpt0m407-kb84-20210208-0110-e91.fits.fz  59253.893451389  59253.894149086  5450  7.9253e-16  7.4919e-17
cpt0m407-kb84-20210209-0116-e91.fits.fz  59254.890595278  59254.891293021  5450  6.6249e-16  1.0189e-16
cpt0m407-kb84-20210210-0116-e91.fits.fz  59255.887837559  59255.888535290  5450  8.6840e-16  9.4201e-17
cpt0m407-kb84-20210212-0088-e91.fits.fz  59257.884910116  59257.885607848  5450  7.6710e-16  1.0242e-16
cpt0m407-kb84-20210213-0164-e91.fits.fz  59258.887453438  59258.888151123  5450  7.3700e-16  8.4686e-17
lsc0m409-kb29-20210214-0137-e91.fits.fz  59260.167652778  59260.168350440  5450  6.4514e-16  7.9529e-17
cpt0m407-kb84-20210215-0153-e91.fits.fz  59260.882161725  59260.882859492  5450  8.0068e-16  9.3773e-17
cpt0m407-kb84-20210216-0143-e91.fits.fz  59261.871531436  59261.872229167  5450  7.8679e-16  1.0135e-16
coj0m405-kb88-20210531-0082-e91.fits.fz  59365.362143866  59365.362841667  5450  6.8898e-16  4.8029e-17
lsc0m409-kb29-20210601-0050-e91.fits.fz  59366.957326505  59366.958024202  5450  5.8178e-16  8.2164e-17
coj0m405-kb88-20210602-0073-e91.fits.fz  59367.357307570  59367.358005267  5450  1.0425e-15  1.8487e-16
lsc0m409-kb29-20210603-0064-e91.fits.fz  59368.948889630  59368.949587397  5450  5.7080e-16  9.7709e-17
coj0m405-kb88-20210606-0077-e91.fits.fz  59371.349448785  59371.350146447  5450  9.3072e-16  5.3423e-17
coj0m405-kb88-20210607-0074-e91.fits.fz  59372.343919399  59372.344617095  5450  7.9157e-16  4.4428e-17
lsc0m409-kb29-20210609-0063-e91.fits.fz  59374.954461436  59374.955159190  5450  8.1984e-16  9.8885e-17
lsc0m409-kb29-20210610-0072-e91.fits.fz  59375.958056806  59375.958754491  5450  1.0455e-15  1.0824e-16
coj0m403-kb24-20210613-0057-e91.fits.fz  59378.416984306  59378.417681471  5450  7.8353e-16  5.1912e-17
lsc0m409-kb29-20210613-0058-e91.fits.fz  59378.951046841  59378.951744653  5450  7.2257e-16  1.0053e-16
coj0m403-kb24-20210615-0064-e91.fits.fz  59380.336954155  59380.337651401  5450  1.0743e-15  5.0234e-17
lsc0m409-kb29-20210616-0083-e91.fits.fz  59381.996757535  59381.997455301  5450  9.7670e-16  1.3361e-16
lsc0m409-kb29-20210618-0103-e91.fits.fz  59384.052319225  59384.053017014  5450  7.7925e-16  1.2760e-16
coj0m405-kb88-20210620-0082-e91.fits.fz  59385.396076343  59385.396774028  5450  1.0049e-15  6.9589e-17
coj0m403-kb24-20210621-0042-e91.fits.fz  59386.339822257  59386.340519399  5450  7.8323e-16  6.9715e-17
coj0m403-kb24-20210729-0063-e91.fits.fz  59424.354872755  59424.355569850  5450  8.1747e-16  5.0301e-17
coj0m403-kb24-20210730-0064-e91.fits.fz  59425.349220903  59425.349918079  5450  8.2744e-16  6.3508e-17
coj0m405-kb88-20210731-0088-e91.fits.fz  59426.371543137  59426.372242385  5450  7.1495e-16  1.0607e-16
lsc0m412-kb26-20210801-0057-e91.fits.fz  59427.961845938  59427.962543704  5450  9.6088e-16  1.5529e-16
lsc0m409-kb29-20210802-0063-e91.fits.fz  59428.969409978  59428.970107674  5450  1.1397e-15  9.5298e-17
coj0m405-kb88-20210806-0069-e91.fits.fz  59432.354905672  59432.355603369  5450  6.1798e-16  1.0385e-16
cpt0m407-kb84-20210207-0122-e91.fits.fz  59252.896889294  59252.897239781  7670  3.4916e-15  1.5448e-16
cpt0m407-kb84-20210208-0111-e91.fits.fz  59253.894337154  59253.894687628  7670  4.0671e-15  1.1129e-16
cpt0m407-kb84-20210209-0117-e91.fits.fz  59254.891577130  59254.891927628  7670  4.2100e-15  1.2210e-16
cpt0m407-kb84-20210210-0117-e91.fits.fz  59255.888702813  59255.889053311  7670  3.0605e-15  1.3434e-16
lsc0m409-kb29-20210211-0146-e91.fits.fz  59257.176824144  59257.177174723  7670  4.8280e-15  4.1935e-16
cpt0m407-kb84-20210212-0089-e91.fits.fz  59257.885773311  59257.886123855  7670  4.0553e-15  1.3602e-16
cpt0m407-kb84-20210213-0165-e91.fits.fz  59258.888297038  59258.888647535  7670  3.6860e-15  1.2397e-16
lsc0m409-kb29-20210214-0138-e91.fits.fz  59260.168563264  59260.168913808  7670  3.7231e-15  1.1359e-16
cpt0m407-kb84-20210215-0154-e91.fits.fz  59260.883010915  59260.883361424  7670  4.2259e-15  1.3710e-16
cpt0m407-kb84-20210216-0144-e91.fits.fz  59261.872376355  59261.872726853  7670  3.9397e-15  1.2977e-16
coj0m405-kb88-20210531-0083-e91.fits.fz  59365.363063403  59365.363413878  7670  3.8842e-15  7.6750e-17
lsc0m409-kb29-20210601-0051-e91.fits.fz  59366.958236794  59366.958587327  7670  3.4925e-15  1.2449e-16
coj0m405-kb88-20210602-0074-e91.fits.fz  59367.358227373  59367.358577998  7670  4.6241e-15  3.0979e-16
lsc0m409-kb29-20210603-0065-e91.fits.fz  59368.949837477  59368.950187952  7670  4.1369e-15  1.4380e-16
lsc0m409-kb29-20210604-0065-e91.fits.fz  59369.949766274  59369.950116806  7670  4.9305e-15  2.8372e-16
lsc0m409-kb29-20210605-0069-e91.fits.fz  59370.952414457  59370.952764943  7670  3.5920e-15  2.6679e-16
coj0m405-kb88-20210606-0078-e91.fits.fz  59371.350385382  59371.350735915  7670  4.3857e-15  8.2191e-17
coj0m405-kb88-20210607-0075-e91.fits.fz  59372.344843091  59372.345193623  7670  4.1773e-15  7.4826e-17
lsc0m409-kb29-20210608-0062-e91.fits.fz  59373.955937339  59373.956287836  7670  3.6921e-15  1.2974e-16
lsc0m409-kb29-20210609-0064-e91.fits.fz  59374.955366852  59374.955717350  7670  3.6357e-15  1.2484e-16
lsc0m409-kb29-20210610-0073-e91.fits.fz  59375.958959897  59375.959310394  7670  4.2659e-15  1.2442e-16
lsc0m412-kb26-20210612-0058-e91.fits.fz  59377.949723762  59377.950074271  7670  4.3945e-15  3.3098e-16
coj0m403-kb24-20210613-0058-e91.fits.fz  59378.417902743  59378.418252616  7670  4.1185e-15  7.5800e-17
lsc0m409-kb29-20210613-0059-e91.fits.fz  59378.951962755  59378.952313287  7670  4.3267e-15  1.2830e-16
coj0m403-kb24-20210615-0065-e91.fits.fz  59380.337905174  59380.338255209  7670  4.8202e-15  7.8088e-17
lsc0m412-kb26-20210615-0050-e91.fits.fz  59380.969840787  59380.970191262  7670  4.8377e-15  4.6838e-16
lsc0m409-kb29-20210616-0084-e91.fits.fz  59381.997663241  59381.998013727  7670  3.6960e-15  1.3637e-16
lsc0m412-kb26-20210619-0084-e91.fits.fz  59385.013971355  59385.014321853  7670  3.5179e-15  1.8744e-16
coj0m405-kb88-20210620-0083-e91.fits.fz  59385.397031042  59385.397381552  7670  4.2661e-15  1.1462e-16
coj0m403-kb24-20210621-0043-e91.fits.fz  59386.340744607  59386.341094480  7670  4.4251e-15  8.8726e-17
lsc0m412-kb26-20210622-0076-e91.fits.fz  59387.962894769  59387.963245278  7670  4.1171e-15  1.9248e-16
coj0m403-kb24-20210729-0064-e91.fits.fz  59424.355786725  59424.356136656  7670  4.3170e-15  8.3265e-17
coj0m403-kb24-20210730-0065-e91.fits.fz  59425.350176922  59425.350526853  7670  3.8037e-15  6.8437e-17
coj0m405-kb88-20210731-0089-e91.fits.fz  59426.372471876  59426.372822350  7670  3.8887e-15  1.3384e-16
lsc0m412-kb26-20210801-0058-e91.fits.fz  59427.962691887  59427.963042397  7670  4.6110e-15  2.2227e-16
lsc0m409-kb29-20210802-0064-e91.fits.fz  59428.970340382  59428.970690903  7670  4.6441e-15  1.3619e-16
