;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
lsc0m409-kb29-20220301-0280-e91.fits.fz  59640.356483855  59640.356718554  5450  5.5313e-14  5.3415e-16
lsc0m409-kb29-20220303-0223-e91.fits.fz  59642.347819920  59642.348054700  5450  5.7082e-14  3.2538e-16
lsc0m409-kb29-20220304-0165-e91.fits.fz  59643.359082154  59643.359316899  5450  5.7811e-14  3.8119e-16
cpt0m407-kb87-20220305-0280-e91.fits.fz  59644.109293693  59644.109528461  5450  4.9275e-14  3.0484e-16
lsc0m409-kb29-20220306-0075-e91.fits.fz  59645.357675961  59645.357910799  5450  5.8102e-14  3.4800e-16
lsc0m409-kb29-20220307-0218-e91.fits.fz  59646.336895892  59646.337130637  5450  5.6628e-14  3.4308e-16
lsc0m409-kb29-20220308-0221-e91.fits.fz  59647.334207616  59647.334442443  5450  4.7222e-14  3.0333e-16
lsc0m409-kb29-20220309-0231-e91.fits.fz  59648.331446794  59648.331681644  5450  5.4243e-14  3.1998e-16
coj0m405-kb88-20220622-0105-e91.fits.fz  59752.490068566  59752.490303346  5450  6.0477e-14  2.2685e-16
coj0m405-kb88-20220623-0118-e91.fits.fz  59753.448031586  59753.448266343  5450  5.4741e-14  1.0033e-15
coj0m405-kb88-20220624-0136-e91.fits.fz  59754.538314098  59754.538548947  5450  5.0723e-14  1.3493e-15
lsc0m409-kb29-20220624-0128-e91.fits.fz  59755.054715290  59755.054950290  5450  5.8110e-14  1.6382e-15
lsc0m409-kb29-20220625-0052-e91.fits.fz  59756.097077489  59756.097312350  5450  6.0644e-14  7.5816e-16
lsc0m409-kb29-20220626-0219-e91.fits.fz  59757.295322975  59757.295557825  5450  5.0095e-14  4.3858e-16
lsc0m409-kb29-20220627-0036-e91.fits.fz  59758.082256656  59758.082492975  5450  5.9252e-14  4.3021e-16
lsc0m412-kb26-20220628-0109-e91.fits.fz  59759.045400556  59759.045635359  5450  5.7062e-14  4.2634e-16
lsc0m412-kb26-20220629-0145-e91.fits.fz  59760.069233207  59760.069467975  5450  5.0372e-14  4.3400e-16
lsc0m412-kb26-20220701-0096-e91.fits.fz  59762.079342420  59762.079577142  5450  5.7634e-14  6.0424e-16
lsc0m412-kb26-20220701-0288-e91.fits.fz  59762.341601366  59762.341836146  5450  5.2548e-14  4.8890e-16
lsc0m412-kb26-20220702-0079-e91.fits.fz  59763.031259850  59763.031494619  5450  5.3876e-14  4.1695e-16
lsc0m412-kb26-20220702-0115-e91.fits.fz  59763.100982778  59763.101217524  5450  5.4629e-14  4.2033e-16
lsc0m412-kb26-20220703-0110-e91.fits.fz  59764.091211517  59764.091446285  5450  5.9551e-14  4.4217e-16
lsc0m409-kb98-20220703-1149-e91.fits.fz  59764.308327258  59764.308561991  5450  5.9003e-14  3.0020e-16
lsc0m409-kb98-20220704-0108-e91.fits.fz  59765.025527593  59765.025762385  5450  5.8435e-14  3.1447e-16
lsc0m409-kb98-20220705-0090-e91.fits.fz  59766.030359503  59766.030594214  5450  4.9377e-14  5.6786e-16
lsc0m412-kb26-20220706-0088-e91.fits.fz  59767.020168369  59767.020403137  5450  5.3361e-14  4.4022e-16
lsc0m409-kb98-20220708-0115-e91.fits.fz  59769.014623380  59769.014858207  5450  5.0989e-14  3.8267e-16
coj0m405-kb88-20220709-0077-e91.fits.fz  59769.726260683  59769.726495429  5450  6.3409e-14  3.3139e-16
coj0m405-kb88-20220711-0063-e91.fits.fz  59771.449300417  59771.449535128  5450  5.5763e-14  2.8855e-16
lsc0m412-kb26-20220711-0048-e91.fits.fz  59772.066727038  59772.066961841  5450  5.8804e-14  6.7682e-16
lsc0m409-kb98-20220712-0098-e91.fits.fz  59773.085860186  59773.086094943  5450  5.3704e-14  9.4094e-16
coj0m403-kb23-20220926-0035-e91.fits.fz  59848.435640614  59848.435876355  5450  6.0773e-14  2.0180e-16
coj0m403-kb23-20220927-0066-e91.fits.fz  59849.374684850  59849.374919005  5450  5.5678e-14  2.0533e-16
lsc0m409-kb98-20220928-0064-e91.fits.fz  59850.982830602  59850.983065359  5450  5.5531e-14  3.2391e-16
lsc0m409-kb98-20220929-0064-e91.fits.fz  59851.983240325  59851.983475151  5450  5.5320e-14  3.1253e-16
coj0m403-kb23-20220930-0072-e91.fits.fz  59852.377919144  59852.378153392  5450  5.2916e-14  2.0369e-16
coj0m405-kb83-20221001-0079-e91.fits.fz  59853.378377616  59853.378612478  5450  5.5179e-14  2.1220e-16
coj0m405-kb83-20221002-0062-e91.fits.fz  59854.374266447  59854.374501725  5450  5.7857e-14  2.0246e-16
coj0m405-kb83-20221003-0064-e91.fits.fz  59855.374746169  59855.374981019  5450  5.0295e-14  2.5978e-16
coj0m403-kb23-20221004-0041-e91.fits.fz  59856.390895545  59856.391129723  5450  6.1217e-14  2.2883e-16
lsc0m409-kb98-20221005-0032-e91.fits.fz  59858.027892952  59858.028127651  5450  5.5436e-14  3.5417e-16
lsc0m409-kb29-20220301-0281-e91.fits.fz  59640.356926216  59640.357045232  7670  6.6285e-14  6.5592e-16
lsc0m409-kb29-20220303-0224-e91.fits.fz  59642.348253600  59642.348372593  7670  6.7111e-14  4.1621e-16
lsc0m409-kb29-20220304-0166-e91.fits.fz  59643.359523947  59643.359642987  7670  6.6649e-14  4.9411e-16
cpt0m407-kb87-20220305-0281-e91.fits.fz  59644.109676795  59644.109795822  7670  5.7919e-14  4.1180e-16
lsc0m409-kb29-20220306-0076-e91.fits.fz  59645.358172246  59645.358291320  7670  6.5989e-14  4.4876e-16
lsc0m409-kb29-20220307-0219-e91.fits.fz  59646.337336933  59646.337456019  7670  6.4034e-14  4.4049e-16
lsc0m409-kb29-20220308-0222-e91.fits.fz  59647.334660475  59647.334779457  7670  5.9548e-14  3.9275e-16
lsc0m409-kb29-20220309-0232-e91.fits.fz  59648.331878739  59648.331997813  7670  6.5453e-14  4.0990e-16
coj0m405-kb88-20220622-0106-e91.fits.fz  59752.490522049  59752.490641077  7670  7.1098e-14  3.2222e-16
coj0m405-kb88-20220623-0119-e91.fits.fz  59753.448480695  59753.448599758  7670  6.7902e-14  1.3093e-15
coj0m405-kb88-20220624-0137-e91.fits.fz  59754.538756818  59754.538875845  7670  6.5086e-14  1.9604e-15
lsc0m409-kb29-20220624-0129-e91.fits.fz  59755.055170961  59755.055289989  7670  6.0990e-14  2.1554e-15
lsc0m409-kb29-20220625-0053-e91.fits.fz  59756.097573068  59756.097692130  7670  7.1120e-14  1.6442e-15
lsc0m409-kb29-20220626-0220-e91.fits.fz  59757.295763901  59757.295882929  7670  6.1946e-14  6.4711e-16
lsc0m409-kb29-20220627-0037-e91.fits.fz  59758.082706030  59758.082825012  7670  6.8629e-14  6.0345e-16
lsc0m412-kb26-20220628-0110-e91.fits.fz  59759.045787130  59759.045906158  7670  6.8359e-14  4.8349e-16
lsc0m412-kb26-20220629-0146-e91.fits.fz  59760.069620822  59760.069739850  7670  6.1111e-14  4.8636e-16
