;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
lsc0m412-kb26-20220131-0093-e91.fits.fz  59611.374715336  59611.374950082  5450  1.1366e-14  5.5153e-16
lsc0m409-kb29-20220201-0176-e91.fits.fz  59612.307750035  59612.307984792  5450  1.1287e-14  4.6071e-16
lsc0m412-kb26-20220204-0342-e91.fits.fz  59615.299535857  59615.299770626  5450  1.5055e-14  5.7346e-16
cpt0m407-kb87-20220205-0179-e91.fits.fz  59616.056284526  59616.056519294  5450  1.3548e-14  2.0346e-16
cpt0m407-kb87-20220206-0145-e91.fits.fz  59617.045840440  59617.046075186  5450  1.0273e-14  2.2120e-16
cpt0m407-kb87-20220207-0190-e91.fits.fz  59618.127224688  59618.127459445  5450  9.7457e-15  1.8829e-16
cpt0m407-kb87-20220208-0151-e91.fits.fz  59619.040424364  59619.040659133  5450  1.0947e-14  2.1432e-16
cpt0m407-kb87-20220209-0150-e91.fits.fz  59620.041790510  59620.042025313  5450  1.5656e-14  1.9019e-16
lsc0m409-kb29-20220605-0106-e91.fits.fz  59735.982696332  59735.982931065  5450  1.3978e-14  3.2838e-16
lsc0m409-kb29-20220606-0033-e91.fits.fz  59737.012226528  59737.012461309  5450  1.2891e-14  2.7366e-16
lsc0m409-kb29-20220607-0079-e91.fits.fz  59737.976315325  59737.976550070  5450  9.1731e-15  2.5111e-16
lsc0m409-kb29-20220608-0073-e91.fits.fz  59738.973573230  59738.973808091  5450  1.0633e-14  2.4414e-16
lsc0m409-kb29-20220609-0068-e91.fits.fz  59739.972162061  59739.972396922  5450  1.2696e-14  2.4881e-16
lsc0m409-kb29-20220610-0079-e91.fits.fz  59740.970997582  59740.971232350  5450  1.3050e-14  2.6339e-16
lsc0m409-kb29-20220611-0080-e91.fits.fz  59741.969053334  59741.969288184  5450  1.1651e-14  2.9461e-16
lsc0m409-kb29-20220612-0070-e91.fits.fz  59742.964414098  59742.964648878  5450  1.6337e-14  4.2284e-16
coj1m011-fa12-20220614-0351-e91.fits.fz  59744.645573149  59744.645631019  5450  1.1053e-14  8.7792e-17
lsc1m005-fa15-20220614-0071-e91.fits.fz  59744.972612477  59744.972670070  5450  9.5784e-15  3.0969e-16
coj1m011-fa12-20220615-0126-e91.fits.fz  59745.443547929  59745.443605568  5450  9.7243e-15  7.0659e-17
lsc1m005-fa15-20220615-0117-e91.fits.fz  59746.074839769  59746.074897362  5450  1.7744e-14  1.0141e-16
cpt1m012-fa06-20220616-0103-e91.fits.fz  59746.772692026  59746.772749619  5450  1.6921e-14  4.7036e-16
lsc1m009-fa04-20220616-0065-e91.fits.fz  59747.076936019  59747.076993658  5450  1.5818e-14  8.6880e-17
lsc1m009-fa04-20220616-0067-e91.fits.fz  59747.082956216  59747.083013994  5450  1.5490e-14  9.7370e-17
lsc1m009-fa04-20220616-0073-e91.fits.fz  59747.093367350  59747.093425093  5450  1.4057e-14  1.2074e-16
lsc1m005-fa15-20220616-0098-e91.fits.fz  59747.105244677  59747.105302269  5450  1.4999e-14  1.0540e-16
lsc1m005-fa15-20220616-0110-e91.fits.fz  59747.114250869  59747.114308461  5450  1.5464e-14  1.0176e-16
lsc1m005-fa15-20220616-0136-e91.fits.fz  59747.144949329  59747.145006922  5450  1.4892e-14  1.0227e-16
lsc1m005-fa15-20220616-0138-e91.fits.fz  59747.151010626  59747.151068218  5450  1.5360e-14  1.0044e-16
lsc1m005-fa15-20220616-0140-e91.fits.fz  59747.161419422  59747.161477014  5450  1.5747e-14  9.4589e-17
lsc1m009-fa04-20220616-0129-e91.fits.fz  59747.217017523  59747.217075255  5450  1.5911e-14  1.3316e-16
lsc1m009-fa04-20220616-0131-e91.fits.fz  59747.223975822  59747.224033554  5450  1.6720e-14  1.4075e-16
lsc1m009-fa04-20220616-0141-e91.fits.fz  59747.286469920  59747.286527697  5450  1.5965e-14  1.5003e-16
lsc1m009-fa04-20220616-0143-e91.fits.fz  59747.296831378  59747.296889167  5450  1.5539e-14  1.7203e-16
cpt1m010-fa16-20220617-0073-e91.fits.fz  59747.727553380  59747.727613056  5450  1.4695e-14  1.4018e-16
cpt1m010-fa16-20220617-0232-e91.fits.fz  59747.954723530  59747.954782142  5450  1.4297e-14  1.3114e-16
coj1m011-fa12-20220618-0134-e91.fits.fz  59748.594230209  59748.594287848  5450  1.2759e-14  7.5238e-17
lsc1m009-fa04-20220618-0226-e91.fits.fz  59749.210092142  59749.210149642  5450  9.9806e-15  6.6330e-17
lsc1m009-fa04-20220619-0198-e91.fits.fz  59750.194985012  59750.195042790  5450  1.0659e-14  4.2092e-16
lsc1m005-fa15-20220620-0316-e91.fits.fz  59751.208492686  59751.208550278  5450  1.1212e-14  9.7240e-16
coj1m011-fa12-20220622-0093-e91.fits.fz  59752.395143623  59752.395201262  5450  2.0373e-14  9.2756e-17
coj1m011-fa12-20220624-0178-e91.fits.fz  59754.543364862  59754.543422500  5450  1.5196e-14  7.6772e-17
lsc1m009-fa04-20220624-0224-e91.fits.fz  59755.194859295  59755.194917072  5450  1.1849e-14  1.8823e-16
lsc1m004-fa03-20220625-0091-e91.fits.fz  59756.242201054  59756.242258600  5450  1.0748e-14  2.1081e-16
coj1m011-fa12-20220627-0057-e91.fits.fz  59757.345644109  59757.345701748  5450  2.0786e-14  1.2227e-16
lsc1m009-fa04-20220627-0081-e91.fits.fz  59758.194824248  59758.194881841  5450  1.8667e-14  1.0775e-16
lsc1m004-fa03-20220628-0327-e91.fits.fz  59759.246008288  59759.246065880  5450  2.1989e-14  1.1156e-16
lsc0m409-kb98-20220910-0064-e91.fits.fz  59832.975718762  59832.975953600  5450  1.7958e-14  2.7937e-16
coj0m403-kb23-20220911-0045-e91.fits.fz  59833.381506030  59833.381740197  5450  2.0413e-14  1.8070e-16
coj0m403-kb23-20220912-0057-e91.fits.fz  59834.365638542  59834.365872790  5450  1.9721e-14  1.6327e-16
coj0m403-kb23-20220913-0064-e91.fits.fz  59835.366022987  59835.366257165  5450  1.4381e-14  1.5299e-16
coj0m405-kb83-20220914-0032-e91.fits.fz  59836.429601273  59836.429836019  5450  1.1569e-14  4.3536e-16
lsc0m409-kb98-20220915-0065-e91.fits.fz  59837.979023739  59837.979258519  5450  1.3576e-14  7.2760e-16
coj0m403-kb23-20220916-0059-e91.fits.fz  59838.369482038  59838.369716193  5450  1.5647e-14  2.2024e-16
lsc0m409-kb98-20220917-0066-e91.fits.fz  59839.981955533  59839.982190313  5450  1.5556e-14  2.8922e-16
coj0m403-kb23-20220918-0081-e91.fits.fz  59840.374972998  59840.375207200  5450  1.6764e-14  1.3962e-16
coj0m403-kb23-20220919-0044-e91.fits.fz  59841.368486378  59841.368720591  5450  1.4212e-14  1.4027e-16
lsc0m412-kb26-20220131-0094-e91.fits.fz  59611.375135915  59611.375254943  7670  2.2972e-14  7.3911e-16
lsc0m409-kb29-20220201-0177-e91.fits.fz  59612.308196528  59612.308315545  7670  2.1587e-14  6.6111e-16
lsc0m412-kb26-20220204-0343-e91.fits.fz  59615.299917235  59615.300036251  7670  2.3500e-14  6.8051e-16
cpt0m407-kb87-20220205-0180-e91.fits.fz  59616.056669746  59616.056788739  7670  2.2871e-14  3.2964e-16
cpt0m407-kb87-20220206-0146-e91.fits.fz  59617.046231667  59617.046350660  7670  2.0922e-14  3.7443e-16
cpt0m407-kb87-20220207-0191-e91.fits.fz  59618.127604422  59618.127723461  7670  2.1357e-14  3.0639e-16
cpt0m407-kb87-20220208-0152-e91.fits.fz  59619.040802373  59619.040921401  7670  2.1029e-14  3.3745e-16
cpt0m407-kb87-20220209-0151-e91.fits.fz  59620.042169827  59620.042288820  7670  2.5689e-14  3.0526e-16
lsc0m409-kb29-20220605-0107-e91.fits.fz  59735.983164873  59735.983283866  7670  2.3959e-14  4.5660e-16
lsc0m409-kb29-20220606-0034-e91.fits.fz  59737.012704364  59737.012823473  7670  2.1867e-14  4.1579e-16
lsc0m409-kb29-20220607-0080-e91.fits.fz  59737.976758334  59737.976877385  7670  1.7866e-14  3.2750e-16
lsc0m409-kb29-20220608-0074-e91.fits.fz  59738.974024306  59738.974143311  7670  2.3043e-14  3.6167e-16
lsc0m409-kb29-20220609-0069-e91.fits.fz  59739.972659584  59739.972778588  7670  2.2505e-14  3.4724e-16
lsc0m409-kb29-20220610-0080-e91.fits.fz  59740.971448056  59740.971567026  7670  2.3079e-14  3.3824e-16
lsc0m409-kb29-20220611-0081-e91.fits.fz  59741.969495672  59741.969614769  7670  2.0574e-14  3.9811e-16
lsc0m409-kb29-20220612-0071-e91.fits.fz  59742.964849075  59742.964968103  7670  2.4938e-14  4.9479e-16
lsc0m409-kb29-20220613-0077-e91.fits.fz  59743.965783808  59743.965902871  7670  2.3801e-14  1.5416e-15
coj1m011-fa12-20220614-0352-e91.fits.fz  59744.646049769  59744.646084260  7670  2.2493e-14  1.0850e-16
lsc1m005-fa15-20220614-0072-e91.fits.fz  59744.973085811  59744.973120255  7670  2.1829e-14  1.1636e-15
