;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
cpt0m407-kb84-20210208-0454-e91.fits.fz  59254.090460753  59254.090811262  5450  1.2129e-15  1.7508e-16
cpt0m407-kb84-20210213-0235-e91.fits.fz  59259.025564260  59259.025914804  5450  1.0920e-15  1.9555e-16
cpt0m407-kb84-20210216-0215-e91.fits.fz  59262.132236714  59262.132588670  5450  1.3536e-15  1.5912e-16
coj0m403-kb24-20210419-0179-e91.fits.fz  59323.625156447  59323.625506447  5450  6.1363e-16  7.7501e-17
coj0m405-kb88-20210420-0143-e91.fits.fz  59324.625168670  59324.625519225  5450  1.3185e-15  8.2047e-17
coj0m403-kb24-20210422-0219-e91.fits.fz  59326.630725522  59326.631075545  5450  1.2150e-15  8.8850e-17
coj0m405-kb88-20210423-0109-e91.fits.fz  59327.625216574  59327.625567118  5450  8.5045e-16  1.2362e-16
coj0m403-kb24-20210424-0145-e91.fits.fz  59328.625209376  59328.625559306  5450  5.9534e-16  1.0017e-16
coj0m403-kb24-20210425-0148-e91.fits.fz  59329.645257073  59329.645607026  5450  1.7767e-15  9.1119e-17
coj0m405-kb88-20210426-0276-e91.fits.fz  59330.645976818  59330.646327315  5450  1.9531e-15  1.0672e-16
coj0m403-kb24-20210429-0185-e91.fits.fz  59333.729374005  59333.729723878  5450  7.7765e-16  1.0195e-16
cpt0m407-kb84-20210501-0175-e91.fits.fz  59335.835681471  59335.836031945  5450  1.4665e-15  2.1530e-16
cpt0m407-kb84-20210501-0303-e91.fits.fz  59336.129703728  59336.130054237  5450  1.1976e-15  1.5778e-16
coj0m403-kb24-20210503-0138-e91.fits.fz  59337.474111459  59337.474461436  5450  7.1011e-16  1.0258e-16
cpt0m407-kb84-20210512-0221-e91.fits.fz  59347.003694746  59347.004045243  5450  1.2614e-15  1.8203e-16
lsc0m412-kb26-20210616-0149-e91.fits.fz  59382.209663704  59382.210014213  5450  1.5408e-15  2.7484e-16
coj0m403-kb24-20210628-0111-e91.fits.fz  59393.437735591  59393.438085533  5450  2.0062e-15  3.5138e-16
coj0m403-kb24-20210628-0127-e91.fits.fz  59393.457882871  59393.458232790  5450  1.3106e-15  2.1220e-16
coj0m403-kb24-20210628-0133-e91.fits.fz  59393.464811957  59393.465161852  5450  1.0906e-15  2.0564e-16
coj0m403-kb24-20210702-0046-e91.fits.fz  59397.389058160  59397.389408079  5450  6.3252e-16  7.7909e-17
coj0m403-kb24-20210706-0110-e91.fits.fz  59401.396014584  59401.396364491  5450  1.2615e-15  1.4180e-16
lsc0m409-kb29-20210722-0057-e91.fits.fz  59417.958322304  59417.958672859  5450  1.5052e-15  2.0908e-16
lsc0m409-kb29-20210725-0099-e91.fits.fz  59421.003298843  59421.003649399  5450  1.1125e-15  1.6707e-16
lsc0m409-kb29-20210726-0094-e91.fits.fz  59422.050876297  59422.051226841  5450  8.8779e-16  1.6432e-16
lsc0m409-kb29-20210727-0092-e91.fits.fz  59423.051129595  59423.051480105  5450  1.2109e-15  1.8411e-16
lsc0m409-kb29-20210728-0158-e91.fits.fz  59424.051505568  59424.051856054  5450  8.6507e-16  1.6895e-16
coj0m403-kb24-20210731-0078-e91.fits.fz  59426.362634619  59426.362984515  5450  9.3409e-16  1.0007e-16
lsc0m409-kb29-20210802-0057-e91.fits.fz  59428.962167697  59428.962518195  5450  1.8475e-15  1.6508e-16
lsc0m412-kb26-20210802-0120-e91.fits.fz  59429.053261378  59429.053611922  5450  1.8153e-15  2.4859e-16
coj0m403-kb24-20210920-0057-e91.fits.fz  59477.368994190  59477.369344121  5450  6.2922e-16  1.0095e-16
coj0m403-kb24-20210922-0082-e91.fits.fz  59479.385023033  59479.385372998  5450  6.9193e-16  1.2080e-16
coj0m405-kb88-20210923-0073-e91.fits.fz  59480.378105845  59480.378456331  5450  1.4888e-15  9.5016e-17
coj0m403-kb24-20210924-0087-e91.fits.fz  59481.393429700  59481.393779607  5450  7.8786e-16  9.4159e-17
coj0m403-kb24-20210925-0091-e91.fits.fz  59482.399566540  59482.399916482  5450  6.6818e-16  1.0142e-16
cpt0m407-kb84-20210207-0174-e91.fits.fz  59253.045198889  59253.045375753  7670  3.5698e-15  2.9168e-16
cpt0m407-kb84-20210208-0455-e91.fits.fz  59254.090983149  59254.091160001  7670  5.6147e-15  2.8444e-16
cpt0m407-kb84-20210209-0200-e91.fits.fz  59255.048884075  59255.049060950  7670  3.7608e-15  2.7961e-16
cpt0m407-kb84-20210210-0199-e91.fits.fz  59256.060204225  59256.060381100  7670  1.9110e-14  3.2044e-15
lsc0m412-kb26-20210211-0162-e91.fits.fz  59257.306556412  59257.306733322  7670  4.9374e-15  3.8526e-16
cpt0m407-kb84-20210212-0184-e91.fits.fz  59258.121820996  59258.121997859  7670  3.0955e-15  3.2939e-16
cpt0m407-kb84-20210213-0236-e91.fits.fz  59259.026064966  59259.026241852  7670  4.8989e-15  3.2870e-16
lsc0m412-kb26-20210214-0180-e91.fits.fz  59260.287834769  59260.288011621  7670  4.3988e-15  3.6574e-16
lsc0m412-kb26-20210215-0172-e91.fits.fz  59261.288355579  59261.288532466  7670  6.3940e-15  3.7964e-16
cpt0m407-kb84-20210216-0216-e91.fits.fz  59262.132732026  59262.132908912  7670  4.8198e-15  2.4700e-16
coj0m403-kb24-20210419-0180-e91.fits.fz  59323.625731227  59323.625907605  7670  3.0528e-15  1.3466e-16
coj0m405-kb88-20210420-0144-e91.fits.fz  59324.625741991  59324.625918913  7670  6.0501e-15  1.5023e-16
coj0m403-kb24-20210421-0183-e91.fits.fz  59325.625744711  59325.625921077  7670  2.3297e-15  1.4770e-16
coj0m403-kb24-20210422-0220-e91.fits.fz  59326.631335417  59326.631511679  7670  4.8558e-15  1.5887e-16
coj0m405-kb88-20210423-0110-e91.fits.fz  59327.625785510  59327.625962477  7670  3.9011e-15  1.8711e-16
coj0m403-kb24-20210424-0146-e91.fits.fz  59328.625781123  59328.625957431  7670  2.3267e-15  1.5317e-16
coj0m403-kb24-20210425-0149-e91.fits.fz  59329.645836633  59329.646013045  7670  6.7545e-15  1.7358e-16
coj0m405-kb88-20210426-0277-e91.fits.fz  59330.646554271  59330.646731250  7670  7.8229e-15  1.7397e-16
coj0m403-kb24-20210428-0115-e91.fits.fz  59332.637160672  59332.637337026  7670  6.1435e-15  1.8158e-16
coj0m403-kb24-20210429-0186-e91.fits.fz  59333.729944677  59333.730121031  7670  3.9929e-15  1.5059e-16
cpt0m407-kb84-20210501-0176-e91.fits.fz  59335.836182037  59335.836358912  7670  5.6148e-15  2.8860e-16
cpt0m407-kb84-20210501-0304-e91.fits.fz  59336.130207662  59336.130384561  7670  4.7611e-15  2.4425e-16
coj0m403-kb24-20210502-0316-e91.fits.fz  59336.685410475  59336.685586829  7670  2.1077e-15  2.0471e-16
coj0m403-kb24-20210502-0322-e91.fits.fz  59336.712574596  59336.712751008  7670  1.8726e-15  1.5006e-16
coj0m403-kb24-20210502-0324-e91.fits.fz  59336.718741540  59336.718917825  7670  2.0380e-15  1.4499e-16
coj0m403-kb24-20210502-0326-e91.fits.fz  59336.729156852  59336.729333195  7670  2.1115e-15  1.4367e-16
coj0m405-kb88-20210502-0227-e91.fits.fz  59336.739621401  59336.739798345  7670  1.6623e-15  1.7334e-16
coj0m403-kb24-20210502-0349-e91.fits.fz  59336.750963762  59336.751140081  7670  1.8928e-15  1.3296e-16
coj0m403-kb24-20210502-0351-e91.fits.fz  59336.760414399  59336.760590741  7670  1.9511e-15  1.4513e-16
coj0m403-kb24-20210502-0360-e91.fits.fz  59336.772992362  59336.773168635  7670  1.8877e-15  1.4521e-16
coj0m403-kb24-20210502-0362-e91.fits.fz  59336.781240128  59336.781416540  7670  2.1018e-15  1.4621e-16
coj0m403-kb24-20210502-0367-e91.fits.fz  59336.791718727  59336.791895012  7670  1.9410e-15  1.6157e-16
coj0m405-kb88-20210502-0245-e91.fits.fz  59336.802117941  59336.802294862  7670  1.5994e-15  2.4498e-16
cpt0m407-kb84-20210502-0171-e91.fits.fz  59336.845178681  59336.845355579  7670  2.1245e-15  3.1317e-16
cpt0m407-kb84-20210502-0177-e91.fits.fz  59336.851362964  59336.851539862  7670  1.9053e-15  2.7811e-16
cpt0m407-kb84-20210502-0189-e91.fits.fz  59336.864040765  59336.864217674  7670  1.9019e-15  2.8610e-16
cpt0m407-kb84-20210502-0191-e91.fits.fz  59336.868679434  59336.868856343  7670  2.2324e-15  2.9819e-16
cpt0m407-kb84-20210502-0193-e91.fits.fz  59336.872153565  59336.872330417  7670  1.4129e-15  2.6461e-16
cpt0m407-kb84-20210502-0221-e91.fits.fz  59336.905532778  59336.905709676  7670  2.0951e-15  2.6357e-16
cpt0m407-kb84-20210502-0241-e91.fits.fz  59336.927776251  59336.927953149  7670  2.4179e-15  2.7464e-16
coj0m403-kb24-20210503-0139-e91.fits.fz  59337.474689584  59337.474865868  7670  3.5325e-15  1.7381e-16
lsc0m409-kb29-20210503-0206-e91.fits.fz  59338.174352269  59338.174529144  7670  6.1005e-15  2.5001e-16
cpt0m407-kb84-20210504-0120-e91.fits.fz  59339.052764954  59339.052941887  7670  4.6338e-15  7.8375e-16
lsc0m409-kb29-20210506-0107-e91.fits.fz  59341.237324387  59341.237501262  7670  3.5676e-15  2.5132e-16
lsc0m409-kb29-20210507-0187-e91.fits.fz  59342.122434861  59342.122611736  7670  1.3793e-15  2.2741e-16
cpt0m407-kb84-20210508-0255-e91.fits.fz  59343.029790244  59343.029967130  7670  3.2097e-15  2.5346e-16
cpt0m407-kb84-20210509-0221-e91.fits.fz  59343.965541227  59343.965718114  7670  4.1794e-15  2.5613e-16
cpt0m407-kb84-20210510-0230-e91.fits.fz  59345.008408531  59345.008585452  7670  2.0346e-15  2.7591e-16
cpt0m407-kb84-20210511-0277-e91.fits.fz  59346.042442755  59346.042619700  7670  5.3955e-15  2.5198e-16
cpt0m407-kb84-20210512-0222-e91.fits.fz  59347.004214063  59347.004390949  7670  5.9271e-15  2.4538e-16
lsc0m409-kb29-20210514-0140-e91.fits.fz  59349.045943774  59349.046120626  7670  3.7570e-15  2.2391e-16
