59349.2283,lsc0m409-kb29-20210514-0215-e91.fits.fz,lsc0m409-kb29-20210514-0214-e91.fits.fz
59350.8093,cpt0m407-kb84-20210516-0130-e91.fits.fz,cpt0m407-kb84-20210516-0124-e91.fits.fz
59351.2203,lsc0m409-kb29-20210516-0223-e91.fits.fz,lsc0m409-kb29-20210516-0226-e91.fits.fz
59352.1628,lsc0m409-kb29-20210517-0169-e91.fits.fz,lsc0m409-kb29-20210517-0193-e91.fits.fz
59353.196,lsc0m409-kb29-20210518-0201-e91.fits.fz,lsc0m409-kb29-20210518-0189-e91.fits.fz
59356.2699,lsc0m409-kb29-20210521-0266-e91.fits.fz,lsc0m409-kb29-20210521-0269-e91.fits.fz
59357.1495,lsc0m409-kb29-20210522-0172-e91.fits.fz,lsc0m409-kb29-20210522-0171-e91.fits.fz
59358.1725,lsc0m409-kb29-20210523-0153-e91.fits.fz,lsc0m409-kb29-20210523-0135-e91.fits.fz
59361.6346,coj0m403-kb24-20210527-0227-e91.fits.fz,coj0m403-kb24-20210527-0230-e91.fits.fz
59427.0571,lsc0m412-kb26-20210731-0089-e91.fits.fz,lsc0m412-kb26-20210731-0092-e91.fits.fz
59428.9836,lsc0m409-kb29-20210802-0078-e91.fits.fz,lsc0m409-kb29-20210802-0081-e91.fits.fz
59430.1494,lsc0m412-kb26-20210803-0153-e91.fits.fz,lsc0m412-kb26-20210803-0156-e91.fits.fz
59430.9785,lsc0m409-kb29-20210804-0082-e91.fits.fz,lsc0m409-kb29-20210804-0085-e91.fits.fz
59431.9842,lsc0m412-kb26-20210805-0080-e91.fits.fz,lsc0m412-kb26-20210805-0083-e91.fits.fz
59432.9759,lsc0m412-kb26-20210806-0077-e91.fits.fz,lsc0m412-kb26-20210806-0080-e91.fits.fz
59433.9885,lsc0m412-kb26-20210807-0091-e91.fits.fz,lsc0m412-kb26-20210807-0094-e91.fits.fz
59434.972,lsc0m412-kb26-20210808-0073-e91.fits.fz,lsc0m412-kb26-20210808-0076-e91.fits.fz
59435.9743,lsc0m412-kb26-20210809-0075-e91.fits.fz,lsc0m412-kb26-20210809-0078-e91.fits.fz
