;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
ogg0m406-kb27-20200828-0217-e91.fits.fz  59090.614642998  59090.614989526  5450  5.4211e-15  1.0081e-16
ogg0m406-kb27-20200829-0208-e91.fits.fz  59091.622159202  59091.622505776  5450  4.5624e-15  1.1940e-16
ogg0m406-kb27-20200830-0232-e91.fits.fz  59092.588156401  59092.588502941  5450  3.6550e-15  9.8468e-17
ogg0m406-kb27-20200831-0221-e91.fits.fz  59093.587340614  59093.587687095  5450  4.6309e-15  1.1289e-16
ogg0m406-kb27-20200901-0406-e91.fits.fz  59094.608270116  59094.608616702  5450  5.3272e-15  1.0266e-16
ogg0m404-kb82-20200916-0341-e91.fits.fz  59109.592746574  59109.593093137  5450  4.8188e-15  8.4509e-17
coj0m405-kb56-20200918-0097-e91.fits.fz  59110.769616216  59110.769966760  5450  3.7875e-15  5.7392e-16
ogg0m404-kb82-20200919-0084-e91.fits.fz  59112.569590070  59112.569936574  5450  7.2851e-15  9.2451e-17
ogg0m404-kb82-20200920-0205-e91.fits.fz  59113.562243311  59113.562589873  5450  6.2241e-15  1.5726e-16
ogg0m404-kb82-20200921-0173-e91.fits.fz  59114.527549746  59114.527896332  5450  6.6801e-15  1.0007e-16
coj0m405-kb56-20200923-0142-e91.fits.fz  59115.688718218  59115.689068785  5450  5.9521e-15  1.4079e-16
elp0m411-kb92-20201120-0301-e91.fits.fz  59174.406450197  59174.406800695  5450  5.3357e-15  1.5251e-16
elp0m411-kb92-20201121-0246-e91.fits.fz  59175.406458079  59175.406808589  5450  4.8760e-15  1.7588e-16
coj0m403-kb24-20201123-0104-e91.fits.fz  59176.600647454  59176.600997373  5450  5.4267e-15  9.6416e-17
elp0m411-kb92-20201123-0727-e91.fits.fz  59177.406474086  59177.406824595  5450  7.3317e-15  2.8612e-16
elp0m411-kb92-20201124-0185-e91.fits.fz  59178.407812824  59178.408163322  5450  7.5540e-15  1.4634e-16
ogg0m404-kb82-20201125-0070-e91.fits.fz  59179.406475880  59179.406822350  5450  6.1170e-15  3.8982e-16
ogg0m406-kb27-20201126-0058-e91.fits.fz  59180.407850267  59180.408196818  5450  5.9405e-15  1.1604e-16
ogg0m406-kb27-20201127-0089-e91.fits.fz  59181.408044584  59181.408391042  5450  7.1783e-15  1.2254e-16
ogg0m404-kb82-20201128-0125-e91.fits.fz  59182.406495926  59182.406842535  5450  4.9851e-15  1.0980e-16
coj0m405-kb56-20201130-0111-e91.fits.fz  59183.502528924  59183.502879514  5450  6.1448e-15  2.5791e-16
ogg0m404-kb82-20201130-0101-e91.fits.fz  59184.406401610  59184.406748126  5450  6.0103e-15  1.2113e-16
lsc0m412-kb26-20201201-0119-e91.fits.fz  59185.118189584  59185.118540140  5450  8.6635e-15  3.0660e-16
coj0m405-kb56-20201202-0173-e91.fits.fz  59185.676556031  59185.676906482  5450  5.3629e-15  2.2427e-16
ogg0m406-kb27-20201202-0141-e91.fits.fz  59186.389108681  59186.389455290  5450  3.3934e-15  9.9693e-17
lsc0m409-kb29-20201203-0150-e91.fits.fz  59187.154906713  59187.155257246  5450  3.8120e-15  1.4304e-16
ogg0m404-kb82-20201203-0321-e91.fits.fz  59187.482387524  59187.482734098  5450  4.0122e-15  9.4343e-17
ogg0m406-kb27-20201203-0173-e91.fits.fz  59187.498271447  59187.498618056  5450  4.4610e-15  1.4771e-16
coj0m403-kb24-20201204-0119-e91.fits.fz  59187.508574931  59187.508926389  5450  4.4433e-15  9.8596e-17
