;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
lsc0m412-kb26-20210301-0072-e91.fits.fz  59275.018294272  59275.018644781  5450  1.7164e-15  3.1278e-16
lsc0m412-kb26-20210302-0064-e91.fits.fz  59276.005604584  59276.005955093  5450  2.1476e-15  3.1393e-16
coj0m405-kb56-20200829-0136-e91.fits.fz  59090.763754457  59090.763931378  7670  4.6192e-15  2.4866e-16
coj0m403-kb28-20200830-0195-e91.fits.fz  59091.760927755  59091.761104503  7670  3.6881e-15  1.7913e-16
coj0m403-kb28-20200902-0150-e91.fits.fz  59094.755194677  59094.755371505  7670  2.3041e-15  2.4544e-16
coj0m405-kb56-20200917-0131-e91.fits.fz  59109.714672674  59109.714849549  7670  4.8282e-15  1.8232e-16
coj0m405-kb56-20200922-0176-e91.fits.fz  59114.697140232  59114.697317107  7670  3.5455e-15  1.6516e-16
cpt0m407-kb84-20200924-0110-e91.fits.fz  59117.049251598  59117.049428450  7670  4.2265e-15  2.3388e-16
cpt0m407-kb84-20200929-0197-e91.fits.fz  59122.035562593  59122.035739526  7670  4.6600e-15  1.8349e-16
lsc0m412-kb26-20201117-0143-e91.fits.fz  59171.216775070  59171.216951933  7670  4.5361e-15  3.0705e-16
lsc0m412-kb26-20201118-0200-e91.fits.fz  59172.216658635  59172.216835521  7670  6.1142e-15  2.4644e-16
lsc0m412-kb26-20201119-0120-e91.fits.fz  59173.216735163  59173.216912049  7670  5.7419e-15  2.4029e-16
lsc0m412-kb26-20201120-0294-e91.fits.fz  59174.216679977  59174.216856887  7670  5.5440e-15  2.4396e-16
lsc0m409-kb29-20201121-0129-e91.fits.fz  59175.216769677  59175.216946552  7670  5.2380e-15  1.8089e-16
tfn0m410-kb98-20201122-0062-e91.fits.fz  59176.216718241  59176.216895093  7670  4.4226e-15  4.8658e-16
lsc0m412-kb26-20201123-0168-e91.fits.fz  59177.216650961  59177.216827859  7670  3.0622e-15  2.0939e-16
lsc0m412-kb26-20201124-0092-e91.fits.fz  59178.216646644  59178.216823554  7670  1.5443e-15  2.6463e-16
lsc0m412-kb26-20201125-0100-e91.fits.fz  59179.216727304  59179.216904202  7670  4.7624e-15  2.4125e-16
lsc0m412-kb26-20201126-0114-e91.fits.fz  59180.216705498  59180.216882396  7670  5.6601e-15  2.8955e-16
elp0m411-kb92-20201127-0136-e91.fits.fz  59181.267422338  59181.267599237  7670  4.3734e-15  2.3016e-16
ogg0m406-kb27-20201127-0101-e91.fits.fz  59181.488468299  59181.488641193  7670  4.7563e-15  1.4168e-16
cpt0m407-kb84-20201128-0115-e91.fits.fz  59181.856224190  59181.856401065  7670  5.2781e-15  3.9383e-16
cpt0m407-kb84-20201128-0121-e91.fits.fz  59181.862483241  59181.862660093  7670  4.3217e-15  3.9669e-16
cpt0m407-kb84-20201128-0125-e91.fits.fz  59181.872888195  59181.873065093  7670  6.1375e-15  8.0962e-16
cpt0m407-kb84-20201128-0127-e91.fits.fz  59181.874990290  59181.875167177  7670  4.9368e-15  8.3818e-16
tfn0m414-kb81-20201128-0106-e91.fits.fz  59181.952407246  59181.952584133  7670  5.2720e-15  3.4376e-16
lsc0m409-kb29-20201128-0097-e91.fits.fz  59182.121727987  59182.121904850  7670  5.0768e-15  2.0504e-16
lsc0m409-kb29-20201128-0099-e91.fits.fz  59182.127086378  59182.127263287  7670  5.2447e-15  2.0643e-16
lsc0m409-kb29-20201128-0101-e91.fits.fz  59182.128218068  59182.128395012  7670  5.3179e-15  2.1195e-16
lsc0m409-kb29-20201128-0103-e91.fits.fz  59182.137505591  59182.137682431  7670  4.9701e-15  2.0986e-16
lsc0m409-kb29-20201128-0105-e91.fits.fz  59182.147925707  59182.148102686  7670  5.1156e-15  2.0419e-16
lsc0m412-kb26-20201128-0099-e91.fits.fz  59182.158323519  59182.158500429  7670  5.5233e-15  3.5799e-16
lsc0m409-kb29-20201128-0116-e91.fits.fz  59182.173644213  59182.173821100  7670  4.7584e-15  1.9559e-16
lsc0m409-kb29-20201128-0118-e91.fits.fz  59182.179171679  59182.179348565  7670  5.0778e-15  2.0278e-16
lsc0m409-kb29-20201128-0129-e91.fits.fz  59182.195171494  59182.195348345  7670  5.2607e-15  2.1759e-16
lsc0m409-kb29-20201128-0131-e91.fits.fz  59182.200004954  59182.200181899  7670  4.8763e-15  2.1955e-16
lsc0m409-kb29-20201128-0133-e91.fits.fz  59182.210412489  59182.210589422  7670  5.0663e-15  2.1399e-16
lsc0m412-kb26-20201128-0132-e91.fits.fz  59182.257632315  59182.257809202  7670  4.7282e-15  2.5524e-16
cpt0m407-kb84-20201129-0121-e91.fits.fz  59182.851377512  59182.851554399  7670  5.6111e-15  1.9727e-16
cpt0m407-kb84-20201129-0123-e91.fits.fz  59182.857581262  59182.857758125  7670  5.7602e-15  1.9729e-16
cpt0m407-kb84-20201129-0129-e91.fits.fz  59182.868011470  59182.868188357  7670  6.0141e-15  1.9417e-16
cpt0m407-kb84-20201129-0135-e91.fits.fz  59182.878436424  59182.878613276  7670  5.9741e-15  2.0069e-16
tfn0m410-kb98-20201129-0103-e91.fits.fz  59183.026326343  59183.026503230  7670  5.7773e-15  4.6758e-16
coj0m405-kb56-20201130-0114-e91.fits.fz  59183.508670707  59183.508847570  7670  5.9536e-15  2.7374e-16
cpt0m407-kb84-20201130-0124-e91.fits.fz  59183.865618612  59183.865795510  7670  4.7675e-15  1.9651e-16
lsc0m412-kb26-20201130-0154-e91.fits.fz  59184.198692049  59184.198868948  7670  4.6140e-15  3.0350e-16
coj0m403-kb24-20201201-0143-e91.fits.fz  59184.564189005  59184.564365348  7670  2.9239e-15  2.9051e-16
lsc0m412-kb26-20201201-0118-e91.fits.fz  59185.113531610  59185.113708496  7670  3.7003e-15  2.9038e-16
cpt0m407-kb84-20201202-0130-e91.fits.fz  59185.860155788  59185.860332674  7670  2.6604e-15  1.8178e-16
cpt0m407-kb84-20201203-0231-e91.fits.fz  59187.042484063  59187.042660915  7670  5.3905e-15  1.7579e-16
tfn0m414-kb81-20201204-0043-e91.fits.fz  59188.048968345  59188.049145244  7670  2.5401e-15  4.3314e-16
cpt0m407-kb84-20201205-0156-e91.fits.fz  59188.945103473  59188.945280371  7670  2.4182e-15  2.0716e-16
tfn0m410-kb98-20201206-0123-e91.fits.fz  59190.074446389  59190.074623299  7670  5.6586e-15  4.1190e-16
cpt0m407-kb84-20201207-0138-e91.fits.fz  59190.886040903  59190.886217801  7670  4.4368e-15  1.6560e-16
cpt0m407-kb84-20201208-0137-e91.fits.fz  59191.886131239  59191.886308126  7670  3.7969e-15  1.8659e-16
lsc0m409-kb29-20201209-0109-e91.fits.fz  59193.094534052  59193.094710984  7670  4.2839e-15  1.7101e-16
cpt0m407-kb84-20201210-0173-e91.fits.fz  59193.932090093  59193.932266979  7670  5.4144e-15  2.1274e-16
lsc0m412-kb26-20210221-0068-e91.fits.fz  59267.016019341  59267.016196192  7670  2.8216e-15  3.6478e-16
lsc0m412-kb26-20210222-0062-e91.fits.fz  59268.021193692  59268.021370591  7670  3.5936e-15  3.0007e-16
lsc0m412-kb26-20210223-0059-e91.fits.fz  59269.011857859  59269.012034746  7670  5.7857e-15  2.8496e-16
lsc0m412-kb26-20210224-0058-e91.fits.fz  59270.011073323  59270.011250209  7670  5.9601e-15  3.3804e-16
lsc0m412-kb26-20210226-0070-e91.fits.fz  59272.027860695  59272.028037593  7670  1.8574e-15  3.4726e-16
lsc0m412-kb26-20210227-0076-e91.fits.fz  59273.024957593  59273.025134480  7670  4.6404e-15  3.1545e-16
lsc0m409-kb29-20210228-0078-e91.fits.fz  59274.019806088  59274.019982998  7670  3.5756e-15  1.9769e-16
lsc0m412-kb26-20210301-0073-e91.fits.fz  59275.018795093  59275.018971980  7670  3.7741e-15  3.3029e-16
lsc0m412-kb26-20210302-0065-e91.fits.fz  59276.006114422  59276.006291308  7670  5.5261e-15  3.5309e-16
