;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
cpt0m407-kb84-20210421-0071-e91.fits.fz  59325.714523103  59325.715568091  5450  2.8741e-15  2.0470e-16
cpt0m407-kb84-20210423-0090-e91.fits.fz  59327.735583600  59327.736628554  5450  3.8587e-16  5.8972e-17
cpt0m407-kb84-20210502-0090-e91.fits.fz  59336.727964295  59336.729009329  5450  3.2125e-16  6.1521e-17
coj0m405-kb88-20210531-0071-e91.fits.fz  59365.350875151  59365.351920012  5450  2.2208e-16  3.4674e-17
coj0m405-kb88-20210615-0065-e91.fits.fz  59380.364054109  59380.365099040  5450  2.1353e-16  3.2701e-17
coj0m403-kb24-20210111-0183-e91.fits.fz  59225.685660221  59225.686010163  7670  1.0970e-15  7.3675e-17
coj0m403-kb24-20210112-0179-e91.fits.fz  59226.692468068  59226.692818010  7670  1.1210e-15  6.1529e-17
coj0m405-kb56-20210113-0116-e91.fits.fz  59227.553605753  59227.553956332  7670  1.1649e-15  8.9425e-17
coj0m405-kb56-20210116-0115-e91.fits.fz  59230.522323450  59230.522673924  7670  1.0371e-15  8.7568e-17
lsc0m409-kb29-20210117-0069-e91.fits.fz  59232.341760197  59232.342110695  7670  1.0405e-15  1.0104e-16
coj0m403-kb24-20210118-0131-e91.fits.fz  59232.637157269  59232.637507304  7670  1.1822e-15  7.0611e-17
cpt0m407-kb84-20210414-0112-e91.fits.fz  59318.768779873  59318.769130383  7670  9.1129e-16  1.2356e-16
cpt0m407-kb84-20210415-0072-e91.fits.fz  59319.722707964  59319.723058461  7670  9.7788e-16  1.2056e-16
cpt0m407-kb84-20210416-0071-e91.fits.fz  59320.723643785  59320.723994237  7670  1.1121e-15  1.4256e-16
cpt0m407-kb84-20210417-0085-e91.fits.fz  59321.736453346  59321.736803866  7670  8.7758e-16  1.1596e-16
cpt0m407-kb84-20210418-0076-e91.fits.fz  59322.730552963  59322.730903473  7670  9.3350e-16  1.2586e-16
lsc0m409-kb29-20210419-0066-e91.fits.fz  59323.972597605  59323.972948091  7670  1.1309e-15  1.4299e-16
cpt0m407-kb84-20210420-0071-e91.fits.fz  59324.716664908  59324.717015429  7670  1.2751e-15  1.2357e-16
cpt0m407-kb84-20210422-0093-e91.fits.fz  59326.806945290  59326.807295788  7670  1.1633e-15  1.1773e-16
lsc0m409-kb29-20210422-0100-e91.fits.fz  59327.067563484  59327.067914005  7670  1.5118e-15  2.8013e-16
lsc0m409-kb29-20210422-0102-e91.fits.fz  59327.077769931  59327.078120533  7670  1.2506e-15  1.3794e-16
lsc0m409-kb29-20210422-0104-e91.fits.fz  59327.088173843  59327.088524364  7670  9.6605e-16  1.4549e-16
lsc0m409-kb29-20210422-0116-e91.fits.fz  59327.101180197  59327.101530811  7670  8.7522e-16  1.2437e-16
lsc0m409-kb29-20210422-0118-e91.fits.fz  59327.109008600  59327.109359075  7670  1.0638e-15  1.1674e-16
lsc0m409-kb29-20210422-0121-e91.fits.fz  59327.120504977  59327.120855533  7670  1.1818e-15  1.1387e-16
lsc0m409-kb29-20210422-0127-e91.fits.fz  59327.130036065  59327.130386598  7670  9.6843e-16  1.2124e-16
lsc0m409-kb29-20210422-0130-e91.fits.fz  59327.140325614  59327.140676158  7670  1.0563e-15  1.1985e-16
lsc0m409-kb29-20210422-0141-e91.fits.fz  59327.151131887  59327.151482419  7670  1.2622e-15  1.3131e-16
coj0m405-kb88-20210423-0054-e91.fits.fz  59327.362002940  59327.362353438  7670  1.1181e-15  6.3344e-17
coj0m403-kb24-20210423-0064-e91.fits.fz  59327.425026725  59327.425376702  7670  1.0697e-15  6.0092e-17
cpt0m407-kb84-20210423-0091-e91.fits.fz  59327.736794827  59327.737145336  7670  1.1705e-15  1.0852e-16
cpt0m407-kb84-20210423-0110-e91.fits.fz  59327.789642686  59327.789993195  7670  9.4366e-16  1.3082e-16
lsc0m409-kb29-20210423-0079-e91.fits.fz  59327.981509781  59327.981860290  7670  1.1441e-15  1.0863e-16
lsc0m409-kb29-20210423-0081-e91.fits.fz  59327.986822489  59327.987173033  7670  9.3154e-16  1.0623e-16
lsc0m409-kb29-20210423-0083-e91.fits.fz  59327.993037987  59327.993388484  7670  1.0806e-15  1.0770e-16
lsc0m409-kb29-20210423-0085-e91.fits.fz  59328.003456262  59328.003806841  7670  1.1261e-15  1.1367e-16
lsc0m409-kb29-20210423-0092-e91.fits.fz  59328.015322755  59328.015673311  7670  1.0903e-15  1.0561e-16
lsc0m409-kb29-20210423-0094-e91.fits.fz  59328.022204572  59328.022555070  7670  9.0405e-16  1.1557e-16
lsc0m409-kb29-20210423-0096-e91.fits.fz  59328.025673901  59328.026024422  7670  9.4687e-16  1.1109e-16
lsc0m409-kb29-20210423-0098-e91.fits.fz  59328.034718762  59328.035069237  7670  1.0399e-15  1.1686e-16
lsc0m409-kb29-20210423-0105-e91.fits.fz  59328.055617292  59328.055967848  7670  9.8916e-16  1.1305e-16
lsc0m409-kb29-20210423-0107-e91.fits.fz  59328.065955649  59328.066306135  7670  1.2362e-15  1.2059e-16
lsc0m409-kb29-20210423-0109-e91.fits.fz  59328.076369248  59328.076719734  7670  1.2237e-15  1.0828e-16
coj0m405-kb88-20210424-0076-e91.fits.fz  59328.366063716  59328.366414225  7670  1.3141e-15  1.2004e-16
lsc0m409-kb29-20210424-0062-e91.fits.fz  59328.969132361  59328.969482871  7670  1.1272e-15  1.3593e-16
cpt0m407-kb84-20210427-0081-e91.fits.fz  59331.724069503  59331.724420012  7670  9.1633e-16  1.1734e-16
cpt0m407-kb84-20210428-0081-e91.fits.fz  59332.727086366  59332.727436864  7670  8.3722e-16  1.1903e-16
cpt0m407-kb84-20210501-0126-e91.fits.fz  59335.781506910  59335.781857408  7670  9.6215e-16  1.3541e-16
cpt0m407-kb84-20210502-0091-e91.fits.fz  59336.729158241  59336.729508716  7670  7.2352e-16  1.1832e-16
cpt0m407-kb84-20210503-0070-e91.fits.fz  59337.708932975  59337.709283473  7670  1.1349e-15  1.1761e-16
coj0m405-kb88-20210531-0072-e91.fits.fz  59365.352174329  59365.352524769  7670  1.3027e-15  6.4407e-17
