59424.2101,tfn0m414-kb93-20210728-0132-e91.fits.fz,tfn0m414-kb93-20210728-0135-e91.fits.fz
59425.2074,tfn0m414-kb93-20210729-0117-e91.fits.fz,tfn0m414-kb93-20210729-0120-e91.fits.fz
59426.2046,tfn0m414-kb93-20210730-0127-e91.fits.fz,tfn0m414-kb93-20210730-0130-e91.fits.fz
59432.1883,tfn0m410-kb98-20210805-0166-e91.fits.fz,tfn0m410-kb98-20210805-0169-e91.fits.fz
59433.1868,tfn0m410-kb98-20210806-0245-e91.fits.fz,tfn0m410-kb98-20210806-0248-e91.fits.fz
59434.1841,tfn0m410-kb98-20210807-0201-e91.fits.fz,tfn0m410-kb98-20210807-0204-e91.fits.fz
59435.1813,tfn0m410-kb98-20210808-0144-e91.fits.fz,tfn0m410-kb98-20210808-0147-e91.fits.fz
59436.1787,tfn0m410-kb98-20210809-0388-e91.fits.fz,tfn0m410-kb98-20210809-0391-e91.fits.fz
59437.1939,tfn0m410-kb98-20210810-0233-e91.fits.fz,tfn0m410-kb98-20210810-0236-e91.fits.fz
59438.1785,tfn0m410-kb98-20210811-0233-e91.fits.fz,tfn0m410-kb98-20210811-0236-e91.fits.fz
59490.3483,elp0m411-kb92-20211002-0205-e91.fits.fz,elp0m411-kb92-20211002-0208-e91.fits.fz
59491.1017,tfn0m410-kb98-20211003-0202-e91.fits.fz,tfn0m410-kb98-20211003-0205-e91.fits.fz
59492.2921,elp0m411-kb92-20211004-0196-e91.fits.fz,elp0m411-kb92-20211004-0199-e91.fits.fz
59493.0452,tfn0m410-kb98-20211005-0197-e91.fits.fz,tfn0m410-kb98-20211005-0200-e91.fits.fz
59494.0553,tfn0m410-kb98-20211006-0187-e91.fits.fz,tfn0m410-kb98-20211006-0190-e91.fits.fz
59495.1013,tfn0m410-kb98-20211007-0218-e91.fits.fz,tfn0m410-kb98-20211007-0221-e91.fits.fz
59496.098,tfn0m410-kb98-20211008-0472-e91.fits.fz,tfn0m410-kb98-20211008-0475-e91.fits.fz
59497.3714,elp0m411-kb92-20211009-0286-e91.fits.fz,elp0m411-kb92-20211009-0289-e91.fits.fz
59498.6221,ogg0m404-kb82-20211010-0247-e91.fits.fz,ogg0m404-kb82-20211010-0250-e91.fits.fz
59500.1349,tfn0m410-kb98-20211012-0217-e91.fits.fz,tfn0m410-kb98-20211012-0220-e91.fits.fz
59500.496,ogg0m406-kb27-20211012-0196-e91.fits.fz,ogg0m406-kb27-20211012-0199-e91.fits.fz
59500.5064,ogg0m406-kb27-20211012-0200-e91.fits.fz,ogg0m406-kb27-20211012-0203-e91.fits.fz
59500.5169,ogg0m406-kb27-20211012-0204-e91.fits.fz,ogg0m406-kb27-20211012-0207-e91.fits.fz
59500.5273,ogg0m406-kb27-20211012-0208-e91.fits.fz,ogg0m406-kb27-20211012-0211-e91.fits.fz
59500.635,ogg0m404-kb82-20211012-0256-e91.fits.fz,ogg0m404-kb82-20211012-0259-e91.fits.fz
59501.3333,elp0m411-kb92-20211013-0139-e91.fits.fz,elp0m411-kb92-20211013-0142-e91.fits.fz
59501.5926,ogg0m406-kb27-20211013-0192-e91.fits.fz,ogg0m406-kb27-20211013-0195-e91.fits.fz
59502.2821,elp0m411-kb92-20211014-0423-e91.fits.fz,elp0m411-kb92-20211014-0426-e91.fits.fz
59502.2925,elp0m411-kb92-20211014-0427-e91.fits.fz,elp0m411-kb92-20211014-0430-e91.fits.fz
59502.303,elp0m411-kb92-20211014-0431-e91.fits.fz,elp0m411-kb92-20211014-0434-e91.fits.fz
59502.3134,elp0m411-kb92-20211014-0435-e91.fits.fz,elp0m411-kb92-20211014-0438-e91.fits.fz
59502.3582,elp0m411-kb92-20211014-0474-e91.fits.fz,elp0m411-kb92-20211014-0477-e91.fits.fz
59503.1276,tfn0m410-kb98-20211015-0481-e91.fits.fz,tfn0m410-kb98-20211015-0484-e91.fits.fz
59503.4892,elp0m411-kb92-20211015-0482-e91.fits.fz,elp0m411-kb92-20211015-0485-e91.fits.fz
59504.5863,ogg0m404-kb82-20211016-0482-e91.fits.fz,ogg0m404-kb82-20211016-0485-e91.fits.fz
59505.1258,tfn0m410-kb98-20211017-0197-e91.fits.fz,tfn0m410-kb98-20211017-0200-e91.fits.fz
59505.6368,ogg0m404-kb82-20211017-0484-e91.fits.fz,ogg0m404-kb82-20211017-0487-e91.fits.fz
59506.335,elp0m411-kb92-20211018-0161-e91.fits.fz,elp0m411-kb92-20211018-0164-e91.fits.fz
59506.5996,ogg0m406-kb27-20211018-0190-e91.fits.fz,ogg0m406-kb27-20211018-0193-e91.fits.fz
59506.6099,ogg0m404-kb82-20211018-0184-e91.fits.fz,ogg0m404-kb82-20211018-0187-e91.fits.fz
59506.6203,ogg0m406-kb27-20211018-0194-e91.fits.fz,ogg0m406-kb27-20211018-0197-e91.fits.fz
59506.6307,ogg0m404-kb82-20211018-0197-e91.fits.fz,ogg0m404-kb82-20211018-0200-e91.fits.fz
