;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
tfn0m414-kb93-20210728-0132-e91.fits.fz  59424.210086841  59424.215877072  3560  2.9792e-15  1.3534e-16
tfn0m414-kb93-20210729-0117-e91.fits.fz  59425.207358623  59425.213148878  3560  3.7738e-15  1.4823e-16
tfn0m414-kb93-20210730-0127-e91.fits.fz  59426.204638068  59426.210428311  3560  2.3844e-15  1.3669e-16
tfn0m410-kb98-20210805-0166-e91.fits.fz  59432.188293693  59432.194084028  3560  1.4969e-15  1.9557e-16
tfn0m410-kb98-20210806-0245-e91.fits.fz  59433.186827130  59433.192617500  3560  1.6519e-15  1.6603e-16
tfn0m410-kb98-20210808-0144-e91.fits.fz  59435.181345000  59435.187135313  3560  1.4102e-15  1.7316e-16
tfn0m410-kb98-20210809-0388-e91.fits.fz  59436.178655672  59436.184445984  3560  2.2932e-15  1.9046e-16
tfn0m410-kb98-20210810-0233-e91.fits.fz  59437.193953045  59437.199743427  3560  8.1216e-16  1.2866e-16
tfn0m410-kb98-20210811-0233-e91.fits.fz  59438.178473114  59438.184263426  3560  8.1483e-16  1.3503e-16
tfn0m410-kb98-20211003-0202-e91.fits.fz  59491.101751621  59491.107541933  3560  1.2684e-15  1.2787e-16
tfn0m410-kb98-20211005-0197-e91.fits.fz  59493.045165730  59493.050956124  3560  1.1791e-15  1.5278e-16
tfn0m410-kb98-20211006-0187-e91.fits.fz  59494.055292454  59494.061082859  3560  1.3141e-15  2.3271e-16
tfn0m410-kb98-20211007-0218-e91.fits.fz  59495.101304005  59495.107094399  3560  8.7137e-16  1.3246e-16
elp0m411-kb92-20211009-0286-e91.fits.fz  59497.371432026  59497.377222466  3560  1.5916e-15  2.4179e-16
ogg0m404-kb82-20211010-0247-e91.fits.fz  59498.622067778  59498.627854052  3560  1.0401e-15  5.0875e-17
tfn0m410-kb98-20211012-0217-e91.fits.fz  59500.134912836  59500.140703206  3560  1.3384e-15  1.4335e-16
