;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
ogg0m406-kb27-20200828-0193-e91.fits.fz  59090.599447142  59090.599793646  5450  1.0724e-14  1.2518e-16
ogg0m406-kb27-20200829-0187-e91.fits.fz  59091.601603056  59091.601949642  5450  1.0012e-14  1.6099e-16
coj0m405-kb56-20200831-0186-e91.fits.fz  59092.794984491  59092.795335047  5450  1.1351e-14  2.1727e-16
ogg0m404-kb82-20200831-0169-e91.fits.fz  59093.591227871  59093.591574410  5450  9.9149e-15  1.0362e-16
ogg0m406-kb27-20200901-0400-e91.fits.fz  59094.593053774  59094.593400301  5450  1.0726e-14  1.4060e-16
ogg0m404-kb82-20200916-0349-e91.fits.fz  59109.606289364  59109.606635845  5450  1.0073e-14  8.8727e-17
coj0m405-kb56-20200918-0095-e91.fits.fz  59110.767497871  59110.767848369  5450  1.1936e-14  2.5943e-16
ogg0m404-kb82-20200918-0227-e91.fits.fz  59111.561728797  59111.562075394  5450  1.1008e-14  3.3148e-16
ogg0m404-kb82-20200919-0063-e91.fits.fz  59112.538650510  59112.538997061  5450  1.0266e-14  1.2072e-16
ogg0m404-kb82-20200920-0188-e91.fits.fz  59113.535917176  59113.536263762  5450  9.9645e-15  1.0646e-16
cpt0m407-kb84-20201129-0126-e91.fits.fz  59182.864833565  59182.865184075  5450  9.4644e-15  1.9033e-16
coj0m403-kb24-20201130-0206-e91.fits.fz  59183.703014514  59183.703364422  5450  1.1059e-14  1.5992e-16
lsc0m409-kb29-20201201-0125-e91.fits.fz  59185.110124040  59185.110474630  5450  9.4938e-15  2.0456e-16
cpt0m407-kb84-20201202-0133-e91.fits.fz  59185.864714746  59185.865065209  5450  9.9697e-15  1.4657e-16
lsc0m409-kb29-20201203-0130-e91.fits.fz  59187.114084792  59187.114435267  5450  1.1095e-14  1.4593e-16
coj0m403-kb24-20201204-0228-e91.fits.fz  59187.708454225  59187.708804144  5450  1.0714e-14  9.6695e-17
tfn0m410-kb98-20201205-0065-e91.fits.fz  59188.976876250  59188.977226783  5450  1.0488e-14  2.9065e-16
coj0m403-kb24-20201206-0162-e91.fits.fz  59189.702945290  59189.703295174  5450  1.0869e-14  1.4537e-16
cpt0m407-kb84-20201207-0160-e91.fits.fz  59190.915137304  59190.915487790  5450  9.0469e-15  1.2075e-16
