;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
ogg0m404-kb82-20200828-0185-e91.fits.fz  59090.594380001  59090.594726552  5450  7.0574e-15  8.9579e-17
ogg0m404-kb82-20200828-0194-e91.fits.fz  59090.604108206  59090.604454700  5450  7.0591e-15  9.5574e-17
ogg0m406-kb27-20200829-0181-e91.fits.fz  59091.593232767  59091.593579295  5450  7.0295e-15  1.7139e-16
ogg0m406-kb27-20200829-0211-e91.fits.fz  59091.626086355  59091.626432917  5450  6.7736e-15  1.1341e-16
ogg0m406-kb27-20200830-0235-e91.fits.fz  59092.591000128  59092.591346691  5450  6.4330e-15  1.1139e-16
ogg0m406-kb27-20200831-0224-e91.fits.fz  59093.594982523  59093.595329121  5450  7.5097e-15  1.1715e-16
ogg0m406-kb27-20200831-0227-e91.fits.fz  59093.597443635  59093.597790151  5450  7.4291e-15  1.2289e-16
ogg0m404-kb82-20200901-0244-e91.fits.fz  59094.587181771  59094.587528322  5450  6.2820e-15  1.0711e-16
ogg0m406-kb27-20200901-0411-e91.fits.fz  59094.618537651  59094.618884167  5450  6.1497e-15  1.0882e-16
ogg0m404-kb82-20200916-0328-e91.fits.fz  59109.580690707  59109.581037200  5450  7.2909e-15  9.1709e-17
coj0m405-kb56-20200918-0089-e91.fits.fz  59110.759869121  59110.760219619  5450  6.0366e-15  2.4703e-16
ogg0m404-kb82-20200918-0233-e91.fits.fz  59111.568044190  59111.568390741  5450  6.0175e-15  1.5561e-16
ogg0m404-kb82-20200919-0080-e91.fits.fz  59112.562633195  59112.562979804  5450  5.7786e-15  1.5875e-16
ogg0m404-kb82-20200919-0086-e91.fits.fz  59112.573047894  59112.573394433  5450  5.5363e-15  1.0747e-16
ogg0m404-kb82-20200920-0192-e91.fits.fz  59113.544896748  59113.545243311  5450  7.3791e-15  1.0817e-16
ogg0m404-kb82-20200920-0209-e91.fits.fz  59113.568320753  59113.568667281  5450  6.8279e-15  1.4706e-16
ogg0m404-kb82-20200921-0175-e91.fits.fz  59114.529659364  59114.530005938  5450  7.5692e-15  1.0837e-16
cpt0m407-kb84-20200924-0105-e91.fits.fz  59117.044253056  59117.044603600  5450  6.5167e-15  1.3909e-16
cpt0m407-kb84-20201111-0176-e91.fits.fz  59164.910361875  59164.910712396  5450  7.4116e-15  1.3432e-16
coj0m403-kb24-20201114-0198-e91.fits.fz  59167.720961447  59167.721311424  5450  5.5936e-15  9.7136e-17
cpt0m407-kb84-20201114-0228-e91.fits.fz  59168.042633207  59168.042983704  5450  5.7915e-15  1.5247e-16
coj0m403-kb24-20201115-0206-e91.fits.fz  59168.721076794  59168.721426829  5450  7.1488e-15  1.0119e-16
lsc0m409-kb29-20201115-0121-e91.fits.fz  59169.149608588  59169.149959051  5450  8.6726e-15  1.5799e-16
lsc0m412-kb26-20201116-0053-e91.fits.fz  59170.146755660  59170.147107605  5450  6.0742e-15  2.9136e-16
lsc0m409-kb29-20201116-0187-e91.fits.fz  59170.152919364  59170.153269839  5450  7.2801e-15  2.3220e-16
cpt0m407-kb84-20201117-0165-e91.fits.fz  59170.894801111  59170.895151621  5450  1.0833e-14  1.7797e-15
cpt0m407-kb84-20201117-0223-e91.fits.fz  59170.964713044  59170.965063554  5450  7.4747e-15  3.0476e-16
coj0m405-kb56-20201118-0296-e91.fits.fz  59171.720955313  59171.721305903  5450  5.8567e-15  2.0567e-16
lsc0m412-kb26-20201118-0163-e91.fits.fz  59172.145756297  59172.146106806  5450  5.5344e-15  2.9545e-16
coj0m403-kb24-20201119-0145-e91.fits.fz  59172.721079387  59172.721430811  5450  6.0126e-15  3.8448e-16
cpt0m407-kb84-20201119-0270-e91.fits.fz  59172.964726470  59172.965077014  5450  5.9743e-15  1.7462e-16
coj0m403-kb24-20201120-0216-e91.fits.fz  59173.721079514  59173.721429514  5450  7.0430e-15  9.1756e-17
cpt0m407-kb84-20201121-0176-e91.fits.fz  59174.882249017  59174.882599538  5450  6.6946e-15  1.6311e-16
cpt0m407-kb84-20201121-0237-e91.fits.fz  59174.964728357  59174.965078866  5450  6.3588e-15  1.5401e-16
lsc0m409-kb29-20201122-0495-e91.fits.fz  59176.218724133  59176.219074653  5450  6.0327e-15  1.3393e-16
tfn0m410-kb98-20201123-0127-e91.fits.fz  59176.979241112  59176.979591656  5450  7.2281e-15  3.0122e-16
tfn0m410-kb98-20201124-0112-e91.fits.fz  59178.068869422  59178.069219931  5450  6.7879e-15  2.4286e-16
lsc0m412-kb26-20201124-0065-e91.fits.fz  59178.124794017  59178.125144526  5450  8.2957e-15  4.3291e-16
elp0m411-kb92-20201124-0187-e91.fits.fz  59178.420676332  59178.421026783  5450  5.9452e-15  1.4664e-16
ogg0m406-kb27-20201124-0094-e91.fits.fz  59178.591203924  59178.591550487  5450  6.4047e-15  1.0257e-16
cpt0m407-kb84-20201125-0197-e91.fits.fz  59179.096248148  59179.096598658  5450  6.0011e-15  1.2057e-16
lsc0m412-kb26-20201125-0075-e91.fits.fz  59179.122089225  59179.122439723  5450  5.6555e-15  2.4799e-16
coj0m403-kb24-20201126-0101-e91.fits.fz  59179.550195915  59179.550545961  5450  5.6945e-15  9.8762e-17
coj0m403-kb24-20201126-0103-e91.fits.fz  59179.556371632  59179.556721505  5450  5.9139e-15  8.6762e-17
