;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
coj0m405-kb88-20210307-0177-e91.fits.fz  59280.635411169  59280.635645996  5450  5.9914e-15  1.5713e-16
cpt0m407-kb84-20210308-0634-e91.fits.fz  59281.973558716  59281.973793485  5450  6.8842e-15  3.5946e-16
coj0m405-kb88-20210309-0322-e91.fits.fz  59282.617709017  59282.617943751  5450  6.8543e-15  5.7177e-16
cpt0m407-kb84-20210311-0218-e91.fits.fz  59284.965382049  59284.965616806  5450  6.8319e-15  3.1342e-16
coj0m403-kb24-20210312-0198-e91.fits.fz  59285.609521795  59285.609756054  5450  6.6554e-15  1.8530e-16
cpt0m407-kb84-20210313-0291-e91.fits.fz  59287.036250984  59287.036485764  5450  6.0764e-15  2.9481e-16
lsc0m409-kb29-20210314-0170-e91.fits.fz  59288.215409121  59288.215643878  5450  7.0170e-15  2.7329e-16
coj0m403-kb24-20210315-0233-e91.fits.fz  59288.772390475  59288.772624642  5450  6.6198e-15  1.9746e-16
lsc0m409-kb29-20210316-0151-e91.fits.fz  59290.209963496  59290.210198264  5450  6.9239e-15  2.4350e-16
lsc0m409-kb29-20210604-0097-e91.fits.fz  59370.004832443  59370.005067235  5450  7.3682e-15  3.1388e-16
lsc0m409-kb29-20210604-0206-e91.fits.fz  59370.300741089  59370.300975811  5450  7.0842e-15  2.5357e-16
coj0m405-kb88-20210606-0088-e91.fits.fz  59371.379775278  59371.380010070  5450  5.5333e-15  1.4757e-16
lsc0m409-kb29-20210606-0186-e91.fits.fz  59372.225856355  59372.226091089  5450  6.2659e-15  2.6313e-16
lsc0m409-kb29-20210607-0163-e91.fits.fz  59373.208547130  59373.208781818  5450  6.1289e-15  2.4219e-16
lsc0m412-kb26-20210608-0111-e91.fits.fz  59374.208588994  59374.208823762  5450  6.0589e-15  3.6186e-16
