;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
lsc0m409-kb29-20211124-0316-e91.fits.fz  59543.332480232  59543.332714978  5450  1.6864e-13  7.7902e-16
lsc0m409-kb29-20211125-0325-e91.fits.fz  59544.331762639  59544.331997373  5450  1.0402e-13  6.6722e-16
lsc0m412-kb26-20211126-0233-e91.fits.fz  59545.352127037  59545.352361794  5450  1.0899e-13  1.2143e-15
lsc0m409-kb29-20211127-0215-e91.fits.fz  59546.324294619  59546.324529434  5450  9.8279e-14  6.5253e-16
lsc0m409-kb29-20211128-0302-e91.fits.fz  59547.321660243  59547.321895081  5450  5.4188e-14  5.8000e-16
cpt0m407-kb87-20211129-0224-e91.fits.fz  59548.070625429  59548.070860186  5450  1.1332e-13  3.6406e-16
lsc0m409-kb29-20211130-0194-e91.fits.fz  59549.316109561  59549.316344283  5450  9.9942e-14  6.5032e-16
lsc0m409-kb29-20211201-0203-e91.fits.fz  59550.313392246  59550.313627038  5450  1.0221e-13  6.9055e-16
lsc0m412-kb26-20211202-0227-e91.fits.fz  59551.310665371  59551.310900139  5450  7.3718e-14  9.8203e-16
lsc0m409-kb29-20211203-0184-e91.fits.fz  59552.307925602  59552.308160359  5450  8.9114e-14  6.9532e-16
lsc0m412-kb26-20220310-0165-e91.fits.fz  59649.229577686  59649.229812431  5450  5.2368e-14  6.1448e-16
lsc0m412-kb26-20220311-0201-e91.fits.fz  59650.229384885  59650.229619642  5450  3.7956e-14  5.8701e-16
lsc0m409-kb29-20220312-0189-e91.fits.fz  59651.229348184  59651.229582987  5450  3.2789e-14  3.9724e-16
lsc0m409-kb29-20220313-0187-e91.fits.fz  59652.229394711  59652.229629503  5450  2.1925e-14  4.4250e-16
lsc0m409-kb29-20220314-0182-e91.fits.fz  59653.229411274  59653.229646158  5450  2.7812e-14  4.8190e-16
lsc0m412-kb26-20220315-0234-e91.fits.fz  59654.229387396  59654.229622119  5450  3.2096e-14  6.0329e-16
lsc0m409-kb29-20220316-0182-e91.fits.fz  59655.229426158  59655.229660938  5450  4.4588e-14  5.0067e-16
lsc0m409-kb29-20220317-0192-e91.fits.fz  59656.229411968  59656.229646760  5450  4.6298e-14  4.6504e-16
lsc0m412-kb26-20220318-0139-e91.fits.fz  59657.229408785  59657.229643542  5450  2.6849e-14  5.9404e-16
lsc0m412-kb26-20220319-0167-e91.fits.fz  59658.229375475  59658.229610255  5450  2.7218e-14  7.4692e-16
coj0m403-kb24-20220320-0189-e91.fits.fz  59658.707915938  59658.708150151  5450  2.1925e-14  4.4937e-16
lsc0m412-kb26-20220320-0115-e91.fits.fz  59659.123645093  59659.123879862  5450  3.0030e-14  6.3666e-16
coj0m403-kb24-20220321-0113-e91.fits.fz  59659.457349723  59659.457583982  5450  2.7833e-14  4.1880e-16
coj0m403-kb24-20220321-0207-e91.fits.fz  59659.632185244  59659.632419480  5450  2.4674e-14  3.7091e-16
coj0m403-kb24-20220321-0209-e91.fits.fz  59659.638312570  59659.638546760  5450  2.2882e-14  3.6335e-16
coj0m403-kb24-20220321-0211-e91.fits.fz  59659.645161667  59659.645395846  5450  2.4037e-14  3.8716e-16
coj0m403-kb24-20220321-0213-e91.fits.fz  59659.648730336  59659.648964561  5450  2.3207e-14  3.5239e-16
coj0m405-kb88-20220321-0146-e91.fits.fz  59659.659229132  59659.659463970  5450  2.3228e-14  2.8787e-16
coj0m403-kb24-20220321-0221-e91.fits.fz  59659.669715081  59659.669949236  5450  2.4141e-14  3.9060e-16
coj0m403-kb24-20220321-0223-e91.fits.fz  59659.679975163  59659.680209410  5450  2.2742e-14  3.9098e-16
coj0m403-kb24-20220321-0225-e91.fits.fz  59659.690387304  59659.690621575  5450  2.3877e-14  3.9902e-16
coj0m403-kb24-20220321-0227-e91.fits.fz  59659.700813635  59659.701047790  5450  2.2371e-14  3.6527e-16
coj0m403-kb24-20220321-0235-e91.fits.fz  59659.711375591  59659.711609804  5450  2.2077e-14  3.4591e-16
coj0m403-kb24-20220321-0237-e91.fits.fz  59659.721643045  59659.721877304  5450  2.1894e-14  3.7551e-16
coj0m403-kb24-20220321-0242-e91.fits.fz  59659.732410938  59659.732645058  5450  2.2673e-14  3.7786e-16
coj0m403-kb24-20220321-0244-e91.fits.fz  59659.742474642  59659.742708855  5450  2.2471e-14  3.2615e-16
coj0m403-kb24-20220321-0246-e91.fits.fz  59659.752949410  59659.753183588  5450  2.1925e-14  3.7755e-16
coj0m403-kb24-20220321-0248-e91.fits.fz  59659.763310070  59659.763544353  5450  2.1648e-14  3.7583e-16
coj0m403-kb24-20220321-0250-e91.fits.fz  59659.773726320  59659.773960602  5450  2.2517e-14  3.8913e-16
lsc0m409-kb29-20220321-0094-e91.fits.fz  59660.018308264  59660.018543067  5450  2.5315e-14  4.8654e-16
lsc0m409-kb29-20220321-0096-e91.fits.fz  59660.027203843  59660.027438658  5450  2.5704e-14  4.3500e-16
lsc0m409-kb29-20220321-0104-e91.fits.fz  59660.037817720  59660.038052535  5450  2.5537e-14  4.2616e-16
lsc0m409-kb29-20220321-0115-e91.fits.fz  59660.048656309  59660.048891100  5450  2.5403e-14  4.5084e-16
lsc0m409-kb29-20220321-0122-e91.fits.fz  59660.058512906  59660.058747686  5450  2.6945e-14  4.5231e-16
lsc0m409-kb29-20220321-0139-e91.fits.fz  59660.082861922  59660.083096702  5450  2.7813e-14  4.7512e-16
lsc0m409-kb29-20220321-0141-e91.fits.fz  59660.086053484  59660.086288229  5450  2.6954e-14  4.6255e-16
lsc0m412-kb26-20220321-0113-e91.fits.fz  59660.089098241  59660.089333010  5450  3.2072e-14  5.6836e-16
lsc0m409-kb29-20220321-0146-e91.fits.fz  59660.099581632  59660.099816424  5450  2.9182e-14  4.5455e-16
lsc0m409-kb29-20220321-0155-e91.fits.fz  59660.111898623  59660.112133461  5450  2.9720e-14  4.9274e-16
lsc0m412-kb26-20220321-0131-e91.fits.fz  59660.122821945  59660.123056667  5450  3.5208e-14  5.9932e-16
lsc0m412-kb26-20220321-0136-e91.fits.fz  59660.130754896  59660.130989665  5450  3.3243e-14  5.9012e-16
lsc0m409-kb29-20220321-0179-e91.fits.fz  59660.141884364  59660.142119110  5450  3.0977e-14  4.2553e-16
lsc0m409-kb29-20220321-0181-e91.fits.fz  59660.151503010  59660.151737720  5450  3.2686e-14  4.4700e-16
