;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
cpt0m407-kb84-20210207-0103-e91.fits.fz  59252.865463264  59252.865698010  5450  1.7217e-15  2.9492e-16
cpt0m407-kb84-20210208-0099-e91.fits.fz  59253.873788670  59253.874023473  5450  1.5051e-15  2.6584e-16
cpt0m407-kb84-20210209-0092-e91.fits.fz  59254.858236702  59254.858471517  5450  1.5966e-15  2.5545e-16
coj0m405-kb88-20210307-0085-e91.fits.fz  59280.447856343  59280.448206864  5450  1.4775e-15  1.5438e-16
coj0m405-kb88-20210309-0283-e91.fits.fz  59282.566159167  59282.566509711  5450  1.1729e-15  1.2235e-16
lsc0m409-kb29-20210310-0116-e91.fits.fz  59284.064488728  59284.064839318  5450  9.0058e-16  1.5218e-16
coj0m403-kb24-20210312-0066-e91.fits.fz  59285.465225846  59285.465575741  5450  1.2524e-15  1.1594e-16
lsc0m409-kb29-20210314-0118-e91.fits.fz  59288.054084433  59288.054434908  5450  1.6191e-15  1.9076e-16
coj0m403-kb24-20210315-0115-e91.fits.fz  59288.429951413  59288.430301308  5450  1.6572e-15  1.5367e-16
coj0m403-kb24-20210418-0065-e91.fits.fz  59322.359274121  59322.359508311  5450  1.1724e-15  1.4514e-16
coj0m403-kb24-20210419-0065-e91.fits.fz  59323.357609191  59323.357843461  5450  1.0797e-15  1.3109e-16
coj0m403-kb24-20210421-0065-e91.fits.fz  59325.355779028  59325.356013195  5450  1.3077e-15  1.3145e-16
coj0m403-kb24-20210423-0052-e91.fits.fz  59327.361298658  59327.361532871  5450  1.1037e-15  1.3666e-16
coj0m403-kb24-20210427-0065-e91.fits.fz  59331.354351401  59331.354585591  5450  1.1244e-15  1.4763e-16
coj0m403-kb24-20210429-0152-e91.fits.fz  59333.604386031  59333.604620267  5450  1.0254e-15  1.7158e-16
coj0m403-kb24-20210429-0154-e91.fits.fz  59333.610531436  59333.610765602  5450  1.0004e-15  1.6031e-16
coj0m403-kb24-20210429-0156-e91.fits.fz  59333.620943600  59333.621177813  5450  1.3063e-15  1.5134e-16
coj0m403-kb24-20210429-0161-e91.fits.fz  59333.631453646  59333.631687813  5450  1.1500e-15  1.7516e-16
coj0m403-kb24-20210502-0095-e91.fits.fz  59336.355841910  59336.356076147  5450  8.9361e-16  1.6550e-16
cpt0m407-kb84-20210506-0082-e91.fits.fz  59340.756517454  59340.756752199  5450  2.0359e-15  3.4190e-16
cpt0m407-kb84-20210508-0068-e91.fits.fz  59342.705014051  59342.705248820  5450  1.7628e-15  3.1673e-16
coj0m405-kb88-20210509-0058-e91.fits.fz  59343.507432836  59343.507667605  5450  1.5453e-15  2.7121e-16
cpt0m407-kb84-20210511-0072-e91.fits.fz  59345.715016760  59345.715251482  5450  1.6926e-15  2.6470e-16
