;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
ogg0m404-kb82-20200828-0191-e91.fits.fz  59090.601556100  59090.601902605  5450  9.8532e-15  9.5121e-17
coj0m405-kb56-20200830-0116-e91.fits.fz  59091.754501575  59091.754852200  5450  5.7918e-15  1.8471e-16
coj0m403-kb28-20200831-0148-e91.fits.fz  59092.751764572  59092.752114966  5450  7.9890e-15  1.4894e-16
ogg0m404-kb82-20200831-0172-e91.fits.fz  59093.593894526  59093.594241031  5450  5.9328e-15  1.0065e-16
ogg0m404-kb82-20200901-0247-e91.fits.fz  59094.593705556  59094.594052118  5450  4.5236e-15  9.9849e-17
ogg0m404-kb82-20200916-0351-e91.fits.fz  59109.608232454  59109.608579005  5450  6.8953e-15  8.7446e-17
coj0m405-kb56-20200918-0091-e91.fits.fz  59110.761769746  59110.762120267  5450  9.0189e-15  3.7118e-16
ogg0m404-kb82-20200918-0225-e91.fits.fz  59111.558100834  59111.558447350  5450  9.8244e-15  4.8954e-16
ogg0m404-kb82-20200919-0067-e91.fits.fz  59112.544402038  59112.544748589  5450  1.1353e-14  1.4511e-16
ogg0m404-kb82-20200920-0203-e91.fits.fz  59113.557222836  59113.557569364  5450  7.3740e-15  1.4163e-16
coj0m405-kb56-20201123-0085-e91.fits.fz  59176.637585510  59176.637936054  5450  4.1211e-15  1.4251e-16
elp0m411-kb92-20201123-0743-e91.fits.fz  59177.424683056  59177.425033531  5450  4.4597e-15  1.7498e-16
elp0m411-kb92-20201124-0183-e91.fits.fz  59178.405908762  59178.406259248  5450  4.2999e-15  1.3893e-16
ogg0m406-kb27-20201126-0056-e91.fits.fz  59180.405910082  59180.406256633  5450  4.9018e-15  1.1166e-16
ogg0m406-kb27-20201127-0087-e91.fits.fz  59181.405758102  59181.406104688  5450  5.0360e-15  1.4966e-16
ogg0m406-kb27-20201128-0083-e91.fits.fz  59182.405710267  59182.406056783  5450  4.7412e-15  1.0491e-16
coj0m403-kb24-20201130-0100-e91.fits.fz  59183.502903751  59183.503253693  5450  5.6635e-15  1.4860e-16
ogg0m406-kb27-20201130-0105-e91.fits.fz  59184.405704480  59184.406051031  5450  4.2790e-15  1.3936e-16
coj0m405-kb56-20201202-0171-e91.fits.fz  59185.674938033  59185.675288507  5450  5.6312e-15  1.8765e-16
ogg0m404-kb82-20201202-0140-e91.fits.fz  59186.405683265  59186.406029862  5450  7.4973e-15  9.9896e-17
cpt0m407-kb84-20201203-0236-e91.fits.fz  59187.052227362  59187.052577836  5450  7.9778e-15  1.4837e-16
lsc0m412-kb26-20201204-0114-e91.fits.fz  59188.099993519  59188.100344028  5450  5.6631e-15  2.2271e-16
tfn0m410-kb98-20201205-0050-e91.fits.fz  59188.954992072  59188.955342628  5450  4.2456e-15  3.8032e-16
lsc0m412-kb26-20201206-0112-e91.fits.fz  59190.094385348  59190.094735834  5450  4.1873e-15  2.1696e-16
coj0m403-kb24-20201207-0133-e91.fits.fz  59190.526566945  59190.526916841  5450  4.6186e-15  1.0516e-16
coj0m403-kb24-20201207-0135-e91.fits.fz  59190.532812188  59190.533162142  5450  4.4535e-15  1.0165e-16
