;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
cpt0m407-kb84-20210207-0103-e91.fits.fz  59252.865463264  59252.865698010  5450  5.5224e-15  2.5293e-16
cpt0m407-kb84-20210208-0099-e91.fits.fz  59253.873788670  59253.874023473  5450  5.5086e-15  2.2193e-16
cpt0m407-kb84-20210209-0092-e91.fits.fz  59254.858236702  59254.858471517  5450  6.8851e-15  2.3854e-16
cpt0m407-kb84-20210210-0101-e91.fits.fz  59255.855070822  59255.855305591  5450  8.5543e-15  2.5021e-16
lsc0m409-kb29-20210211-0123-e91.fits.fz  59257.135767431  59257.136002269  5450  6.3316e-15  3.3635e-16
cpt0m407-kb84-20210213-0126-e91.fits.fz  59258.846862281  59258.847097049  5450  3.5610e-15  2.5592e-16
cpt0m407-kb84-20210214-0111-e91.fits.fz  59259.844087744  59259.844324005  5450  4.1910e-15  3.2655e-16
cpt0m407-kb84-20210215-0128-e91.fits.fz  59260.841512304  59260.841748542  5450  7.7589e-15  3.2564e-16
cpt0m407-kb84-20210216-0124-e91.fits.fz  59261.840381401  59261.840616123  5450  1.0429e-14  2.6903e-16
coj0m405-kb88-20210307-0085-e91.fits.fz  59280.447856343  59280.448206864  5450  4.2275e-15  1.5085e-16
lsc0m409-kb29-20210310-0116-e91.fits.fz  59284.064488728  59284.064839318  5450  5.0877e-15  1.7195e-16
lsc0m409-kb29-20210314-0118-e91.fits.fz  59288.054084433  59288.054434908  5450  4.3286e-15  2.0921e-16
coj0m403-kb24-20210417-0067-e91.fits.fz  59321.359063415  59321.359297605  5450  3.6895e-15  3.8078e-16
coj0m403-kb24-20210418-0065-e91.fits.fz  59322.359274121  59322.359508311  5450  6.5844e-15  1.3933e-16
coj0m403-kb24-20210419-0065-e91.fits.fz  59323.357609191  59323.357843461  5450  1.1814e-14  1.4187e-16
coj0m403-kb24-20210421-0065-e91.fits.fz  59325.355779028  59325.356013195  5450  1.1205e-14  1.4425e-16
coj0m403-kb24-20210422-0065-e91.fits.fz  59326.355100880  59326.355335105  5450  8.0278e-15  1.4399e-16
coj0m403-kb24-20210423-0052-e91.fits.fz  59327.361298658  59327.361532871  5450  1.0163e-14  1.4086e-16
coj0m405-kb88-20210424-0070-e91.fits.fz  59328.357502813  59328.357737558  5450  1.0147e-14  1.7080e-16
coj0m405-kb88-20210425-0096-e91.fits.fz  59329.384271702  59329.384506482  5450  8.3937e-15  1.6842e-16
coj0m405-kb88-20210426-0071-e91.fits.fz  59330.361324225  59330.361559040  5450  7.2763e-15  1.6048e-16
coj0m403-kb24-20210427-0065-e91.fits.fz  59331.354351401  59331.354585591  5450  5.5906e-15  1.4754e-16
lsc0m409-kb29-20210427-0165-e91.fits.fz  59332.156998010  59332.157232825  5450  5.4940e-15  3.2399e-16
coj0m403-kb24-20210429-0072-e91.fits.fz  59333.399498797  59333.399732941  5450  4.4794e-15  1.6474e-16
coj0m403-kb24-20210429-0152-e91.fits.fz  59333.604386031  59333.604620267  5450  3.9327e-15  1.5647e-16
coj0m403-kb24-20210429-0154-e91.fits.fz  59333.610531436  59333.610765602  5450  4.0925e-15  1.4568e-16
coj0m403-kb24-20210429-0156-e91.fits.fz  59333.620943600  59333.621177813  5450  4.1314e-15  1.5680e-16
coj0m403-kb24-20210429-0161-e91.fits.fz  59333.631453646  59333.631687813  5450  4.2877e-15  1.5180e-16
cpt0m407-kb84-20210429-0040-e91.fits.fz  59333.743163658  59333.743398392  5450  4.0076e-15  6.5403e-16
cpt0m407-kb84-20210429-0046-e91.fits.fz  59333.753700325  59333.753935093  5450  4.1775e-15  6.5010e-16
cpt0m407-kb84-20210429-0051-e91.fits.fz  59333.774423866  59333.774658623  5450  3.6598e-15  4.3315e-16
cpt0m407-kb84-20210501-0096-e91.fits.fz  59335.747612385  59335.747847142  5450  3.8414e-15  3.2822e-16
lsc0m409-kb29-20210501-0075-e91.fits.fz  59335.973803172  59335.974037952  5450  4.0599e-15  5.7540e-16
coj0m403-kb24-20210502-0095-e91.fits.fz  59336.355841910  59336.356076147  5450  3.0681e-15  1.4522e-16
coj0m405-kb88-20210503-0094-e91.fits.fz  59337.372414317  59337.372649098  5450  4.4172e-15  2.7926e-16
cpt0m407-kb84-20210505-0070-e91.fits.fz  59339.711949167  59339.712183936  5450  4.3243e-15  3.0750e-16
cpt0m407-kb84-20210506-0082-e91.fits.fz  59340.756517454  59340.756752199  5450  3.8149e-15  3.1131e-16
coj0m405-kb88-20210507-0036-e91.fits.fz  59341.397507848  59341.397742616  5450  6.6563e-15  2.4360e-16
cpt0m407-kb84-20210508-0068-e91.fits.fz  59342.705014051  59342.705248820  5450  6.1282e-15  2.7024e-16
coj0m405-kb88-20210509-0058-e91.fits.fz  59343.507432836  59343.507667605  5450  7.6693e-15  2.7158e-16
