;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
ogg0m404-kb82-20200828-0188-e91.fits.fz  59090.597937906  59090.598284503  5450  5.2095e-15  9.0531e-17
ogg0m406-kb27-20200829-0202-e91.fits.fz  59091.615535811  59091.615882280  5450  5.9513e-15  1.5957e-16
coj0m403-kb28-20200831-0162-e91.fits.fz  59092.785906598  59092.786256991  5450  9.2824e-15  1.4753e-16
ogg0m404-kb82-20200831-0166-e91.fits.fz  59093.588230464  59093.588576968  5450  8.6728e-15  9.9481e-17
ogg0m404-kb82-20200901-0250-e91.fits.fz  59094.605329445  59094.605675973  5450  6.1074e-15  9.7066e-17
ogg0m404-kb82-20200916-0353-e91.fits.fz  59109.610388970  59109.610735498  5450  7.0276e-15  8.4991e-17
coj0m405-kb56-20200918-0081-e91.fits.fz  59110.753040880  59110.753391354  5450  8.0568e-15  1.9604e-16
ogg0m404-kb82-20200918-0229-e91.fits.fz  59111.563980440  59111.564327003  5450  7.8489e-15  3.0726e-16
ogg0m404-kb82-20200919-0061-e91.fits.fz  59112.535816655  59112.536163125  5450  9.2191e-15  1.3166e-16
ogg0m404-kb82-20200920-0190-e91.fits.fz  59113.538037975  59113.538384445  5450  8.3161e-15  1.0904e-16
coj0m403-kb24-20201125-0213-e91.fits.fz  59178.636981401  59178.637331378  5450  1.0790e-14  9.6665e-17
coj0m403-kb24-20201126-0133-e91.fits.fz  59179.636997940  59179.637347952  5450  1.1145e-14  9.6395e-17
coj0m403-kb24-20201127-0137-e91.fits.fz  59180.636943299  59180.637293346  5450  1.1452e-14  9.2950e-17
coj0m405-kb56-20201128-0146-e91.fits.fz  59181.641109306  59181.641459827  5450  8.9317e-15  2.3284e-16
coj0m403-kb24-20201130-0170-e91.fits.fz  59183.640313901  59183.640663913  5450  8.4246e-15  1.2765e-16
coj0m405-kb56-20201201-0203-e91.fits.fz  59184.636963878  59184.637314480  5450  1.1534e-14  2.8001e-16
cpt0m407-kb84-20201202-0127-e91.fits.fz  59185.855417848  59185.855768311  5450  1.1079e-14  1.4916e-16
cpt0m407-kb84-20201203-0252-e91.fits.fz  59187.080210938  59187.080561436  5450  1.1564e-14  1.6196e-16
coj0m405-kb56-20201204-0158-e91.fits.fz  59187.636936690  59187.637287246  5450  1.1554e-14  1.3832e-16
tfn0m410-kb98-20201205-0048-e91.fits.fz  59188.951877397  59188.952227941  5450  8.1284e-15  4.7609e-16
lsc0m412-kb26-20201205-0194-e91.fits.fz  59189.164103369  59189.164453913  5450  8.9602e-15  2.2360e-16
tfn0m410-kb98-20201206-0133-e91.fits.fz  59190.084345221  59190.084695765  5450  6.8185e-15  2.6109e-16
tfn0m410-kb98-20201207-0162-e91.fits.fz  59190.997371216  59190.997721748  5450  7.7778e-15  3.7786e-16
cpt0m407-kb84-20201208-0173-e91.fits.fz  59191.993997917  59191.994348461  5450  9.1834e-15  1.3099e-16
lsc0m412-kb26-20201209-0105-e91.fits.fz  59193.090473982  59193.090824538  5450  1.0579e-14  2.3488e-16
ogg0m404-kb82-20201209-0205-e91.fits.fz  59193.505127096  59193.505473554  5450  1.0462e-14  1.0270e-16
ogg0m404-kb82-20201209-0207-e91.fits.fz  59193.511224399  59193.511570973  5450  1.0080e-14  9.7188e-17
ogg0m404-kb82-20201209-0213-e91.fits.fz  59193.521772744  59193.522119237  5450  9.9286e-15  1.0707e-16
ogg0m404-kb82-20201209-0219-e91.fits.fz  59193.532150116  59193.532496621  5450  1.0269e-14  1.0145e-16
ogg0m404-kb82-20201209-0225-e91.fits.fz  59193.542549029  59193.542895591  5450  1.0365e-14  1.0222e-16
ogg0m406-kb27-20201209-0203-e91.fits.fz  59193.552925382  59193.553271945  5450  9.9844e-15  1.0665e-16
ogg0m406-kb27-20201209-0210-e91.fits.fz  59193.563353125  59193.563699642  5450  1.0126e-14  1.0846e-16
ogg0m404-kb82-20201209-0235-e91.fits.fz  59193.573805475  59193.574152003  5450  9.9000e-15  1.0706e-16
tfn0m410-kb98-20201210-0135-e91.fits.fz  59193.934286783  59193.934637281  5450  8.3970e-15  2.7216e-16
tfn0m410-kb98-20201211-0043-e91.fits.fz  59195.149446471  59195.149797003  5450  7.9950e-15  2.5471e-16
lsc0m409-kb29-20201212-0113-e91.fits.fz  59196.083479827  59196.083830313  5450  1.0519e-14  1.5739e-16
cpt0m407-kb84-20201213-0093-e91.fits.fz  59196.912254572  59196.912605082  5450  8.4566e-15  1.9668e-16
tfn0m410-kb98-20201213-0172-e91.fits.fz  59196.982351262  59196.982701806  5450  1.0155e-14  3.0514e-16
ogg0m406-kb27-20201214-0098-e91.fits.fz  59198.314528346  59198.314874908  5450  1.0988e-14  1.2896e-16
tfn0m414-kb81-20201215-0149-e91.fits.fz  59199.008364839  59199.008715336  5450  8.9111e-15  2.6438e-16
lsc0m412-kb26-20201216-0121-e91.fits.fz  59200.246728901  59200.247079410  5450  8.3504e-15  2.2117e-16
lsc0m409-kb29-20201217-0074-e91.fits.fz  59201.065157570  59201.065508183  5450  9.0613e-15  1.4051e-16
tfn0m410-kb98-20201218-0183-e91.fits.fz  59202.084334005  59202.084684538  5450  6.9092e-15  2.6571e-16
tfn0m414-kb81-20201220-0124-e91.fits.fz  59203.909854954  59203.910205486  5450  8.1786e-15  2.5448e-16
tfn0m414-kb81-20201220-0222-e91.fits.fz  59204.019871806  59204.020222385  5450  8.7088e-15  2.0303e-16
tfn0m410-kb98-20201221-0159-e91.fits.fz  59205.042038542  59205.042389086  5450  6.2748e-15  4.3728e-16
tfn0m414-kb81-20201222-0155-e91.fits.fz  59205.993216632  59205.993567211  5450  1.0443e-14  2.0249e-16
lsc0m412-kb26-20210304-0059-e91.fits.fz  59278.006020163  59278.006370707  5450  9.4345e-15  2.8069e-16
lsc0m409-kb29-20210305-0061-e91.fits.fz  59279.012985186  59279.013335695  5450  6.7103e-15  1.5722e-16
lsc0m412-kb26-20210306-0062-e91.fits.fz  59280.008873994  59280.009224468  5450  8.5215e-15  3.3020e-16
lsc0m412-kb26-20210307-0057-e91.fits.fz  59281.001402281  59281.001752825  5450  8.8414e-15  2.8314e-16
lsc0m412-kb26-20210308-0072-e91.fits.fz  59282.014242698  59282.014593149  5450  7.6534e-15  2.9576e-16
lsc0m412-kb26-20210309-0066-e91.fits.fz  59283.007963218  59283.008313751  5450  7.0484e-15  2.7405e-16
lsc0m409-kb29-20210310-0069-e91.fits.fz  59284.007165602  59284.007516193  5450  6.5068e-15  1.7437e-16
lsc0m409-kb29-20210311-0062-e91.fits.fz  59285.001868774  59285.002219283  5450  5.5501e-15  1.8902e-16
lsc0m412-kb26-20210312-0067-e91.fits.fz  59286.006912501  59286.007263010  5450  7.1833e-15  2.8126e-16
lsc0m412-kb26-20210313-0110-e91.fits.fz  59287.032806019  59287.033156528  5450  9.6645e-15  2.7471e-16
ogg0m404-kb82-20200828-0189-e91.fits.fz  59090.598529167  59090.598702061  7670  8.6537e-15  1.2805e-16
ogg0m406-kb27-20200829-0203-e91.fits.fz  59091.616221494  59091.616394468  7670  8.0382e-15  1.8824e-16
coj0m403-kb28-20200831-0163-e91.fits.fz  59092.786494341  59092.786671123  7670  1.3408e-14  2.6507e-16
ogg0m404-kb82-20200831-0167-e91.fits.fz  59093.588798670  59093.588971517  7670  1.2056e-14  1.3375e-16
ogg0m404-kb82-20200901-0251-e91.fits.fz  59094.605904179  59094.606077142  7670  9.2549e-15  1.3575e-16
ogg0m404-kb82-20200916-0354-e91.fits.fz  59109.610956285  59109.611129213  7670  1.0698e-14  1.2557e-16
coj0m405-kb56-20200918-0082-e91.fits.fz  59110.753627836  59110.753804815  7670  1.1256e-14  3.4004e-16
ogg0m404-kb82-20200918-0230-e91.fits.fz  59111.564548426  59111.564721331  7670  1.1639e-14  3.7394e-16
ogg0m404-kb82-20200919-0062-e91.fits.fz  59112.536387802  59112.536560741  7670  1.3097e-14  1.5691e-16
ogg0m404-kb82-20200920-0191-e91.fits.fz  59113.538608635  59113.538781517  7670  1.2167e-14  1.7365e-16
coj0m403-kb24-20201125-0214-e91.fits.fz  59178.637570730  59178.637747003  7670  1.5327e-14  1.4883e-16
coj0m403-kb24-20201126-0134-e91.fits.fz  59179.637585429  59179.637761702  7670  1.5423e-14  1.3835e-16
coj0m403-kb24-20201127-0138-e91.fits.fz  59180.637527755  59180.637704063  7670  1.5141e-14  1.3437e-16
coj0m405-kb56-20201128-0147-e91.fits.fz  59181.641699815  59181.641876760  7670  1.3745e-14  2.9630e-16
coj0m403-kb24-20201130-0171-e91.fits.fz  59183.640905174  59183.641081493  7670  1.2348e-14  1.7222e-16
coj0m405-kb56-20201201-0204-e91.fits.fz  59184.637552373  59184.637729306  7670  1.6319e-14  4.1094e-16
cpt0m407-kb84-20201202-0128-e91.fits.fz  59185.855935626  59185.856112535  7670  1.5140e-14  1.9800e-16
cpt0m407-kb84-20201203-0253-e91.fits.fz  59187.080725741  59187.080902674  7670  1.5733e-14  2.2191e-16
coj0m405-kb56-20201204-0159-e91.fits.fz  59187.637520730  59187.637697570  7670  1.5764e-14  2.0471e-16
tfn0m410-kb98-20201205-0049-e91.fits.fz  59188.952485440  59188.952662419  7670  1.2855e-14  5.5864e-16
lsc0m412-kb26-20201205-0195-e91.fits.fz  59189.164621077  59189.164797975  7670  1.3074e-14  3.1218e-16
tfn0m410-kb98-20201206-0134-e91.fits.fz  59190.084928241  59190.085105105  7670  1.0317e-14  3.7851e-16
tfn0m410-kb98-20201207-0163-e91.fits.fz  59190.997954862  59190.998131818  7670  1.1416e-14  4.7054e-16
cpt0m407-kb84-20201208-0174-e91.fits.fz  59191.994626968  59191.994803866  7670  1.3037e-14  1.8343e-16
lsc0m412-kb26-20201209-0106-e91.fits.fz  59193.091109757  59193.091286655  7670  1.4218e-14  3.0219e-16
ogg0m404-kb82-20201209-0206-e91.fits.fz  59193.505693357  59193.505866285  7670  1.3991e-14  1.5352e-16
ogg0m404-kb82-20201209-0208-e91.fits.fz  59193.511789723  59193.511962616  7670  1.4276e-14  1.4312e-16
ogg0m404-kb82-20201209-0214-e91.fits.fz  59193.522347501  59193.522520440  7670  1.4006e-14  1.5384e-16
ogg0m404-kb82-20201209-0220-e91.fits.fz  59193.532776887  59193.532949815  7670  1.4069e-14  1.4815e-16
ogg0m404-kb82-20201209-0226-e91.fits.fz  59193.543116598  59193.543289584  7670  1.3951e-14  1.4999e-16
ogg0m406-kb27-20201209-0204-e91.fits.fz  59193.553491413  59193.553664352  7670  1.4189e-14  1.6753e-16
ogg0m406-kb27-20201209-0211-e91.fits.fz  59193.563927755  59193.564100695  7670  1.4704e-14  1.7303e-16
ogg0m404-kb82-20201209-0236-e91.fits.fz  59193.574376968  59193.574549920  7670  1.3807e-14  1.5268e-16
tfn0m410-kb98-20201210-0136-e91.fits.fz  59193.934867674  59193.935044572  7670  1.1639e-14  3.9956e-16
tfn0m410-kb98-20201211-0044-e91.fits.fz  59195.150030105  59195.150207038  7670  1.2263e-14  3.5987e-16
lsc0m409-kb29-20201212-0114-e91.fits.fz  59196.084056019  59196.084232848  7670  1.4396e-14  1.9599e-16
cpt0m407-kb84-20201213-0094-e91.fits.fz  59196.912771239  59196.912948126  7670  7.9931e-15  2.9566e-16
