;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
cpt0m407-kb84-20210208-0097-e91.fits.fz  59253.871682778  59253.872033311  5450  1.3191e-15  1.4898e-16
cpt0m407-kb84-20210209-0094-e91.fits.fz  59254.860540336  59254.860890811  5450  1.1309e-15  1.6188e-16
cpt0m407-kb84-20210210-0103-e91.fits.fz  59255.856921991  59255.857272501  5450  1.4328e-15  1.9410e-16
cpt0m407-kb84-20210213-0134-e91.fits.fz  59258.858024630  59258.858375093  5450  1.2012e-15  1.6943e-16
cpt0m407-kb84-20210215-0135-e91.fits.fz  59260.853078577  59260.853429086  5450  1.1612e-15  2.2778e-16
cpt0m407-kb84-20210216-0122-e91.fits.fz  59261.838323045  59261.838673531  5450  1.1089e-15  1.8881e-16
lsc0m409-kb29-20210419-0106-e91.fits.fz  59324.041851725  59324.042202199  5450  1.1220e-15  1.6203e-16
lsc0m409-kb29-20210421-0072-e91.fits.fz  59326.041850811  59326.042201401  5450  1.3087e-15  1.7580e-16
lsc0m409-kb29-20210424-0093-e91.fits.fz  59329.041870649  59329.042221146  5450  1.2521e-15  1.7089e-16
lsc0m409-kb29-20210425-0094-e91.fits.fz  59330.064864838  59330.065215359  5450  1.3991e-15  1.9261e-16
lsc0m409-kb29-20210427-0105-e91.fits.fz  59332.041864295  59332.042214827  5450  1.0751e-15  2.1160e-16
lsc0m409-kb29-20210428-0108-e91.fits.fz  59333.055728322  59333.056078855  5450  1.6326e-15  1.9131e-16
cpt0m407-kb84-20210501-0064-e91.fits.fz  59335.703360880  59335.703711424  5450  1.4507e-15  1.8177e-16
cpt0m407-kb84-20210501-0069-e91.fits.fz  59335.712061054  59335.712411528  5450  1.3318e-15  2.1703e-16
cpt0m407-kb84-20210501-0073-e91.fits.fz  59335.718168912  59335.718519410  5450  1.1299e-15  2.1735e-16
cpt0m407-kb84-20210501-0084-e91.fits.fz  59335.728684005  59335.729034480  5450  1.2766e-15  1.9481e-16
cpt0m407-kb84-20210501-0145-e91.fits.fz  59335.796853577  59335.797204121  5450  1.5415e-15  1.7473e-16
cpt0m407-kb84-20210501-0158-e91.fits.fz  59335.816181876  59335.816532397  5450  1.3138e-15  1.9802e-16
cpt0m407-kb84-20210501-0164-e91.fits.fz  59335.822512894  59335.822863438  5450  1.0683e-15  1.9178e-16
cpt0m407-kb84-20210501-0179-e91.fits.fz  59335.843986806  59335.844337292  5450  1.0576e-15  1.9080e-16
cpt0m407-kb84-20210501-0192-e91.fits.fz  59335.864355348  59335.864705857  5450  9.5416e-16  1.8831e-16
cpt0m407-kb84-20210501-0198-e91.fits.fz  59335.877807512  59335.878157963  5450  1.3893e-15  1.8286e-16
cpt0m407-kb84-20210501-0204-e91.fits.fz  59335.885622443  59335.885972917  5450  1.2643e-15  1.8701e-16
cpt0m407-kb84-20210501-0221-e91.fits.fz  59335.923849700  59335.924200197  5450  1.8083e-15  1.8482e-16
cpt0m407-kb84-20210501-0227-e91.fits.fz  59335.937742084  59335.938092616  5450  1.3349e-15  1.8540e-16
cpt0m407-kb84-20210501-0233-e91.fits.fz  59335.946490591  59335.946841100  5450  1.2510e-15  1.7330e-16
lsc0m409-kb29-20210501-0064-e91.fits.fz  59335.959071667  59335.959422177  5450  1.1867e-15  2.3298e-16
lsc0m409-kb29-20210501-0094-e91.fits.fz  59335.996851308  59335.997201829  5450  1.7345e-15  3.3876e-16
lsc0m409-kb29-20210501-0102-e91.fits.fz  59336.007112802  59336.007463322  5450  1.6578e-15  2.5263e-16
coj0m405-kb88-20210502-0099-e91.fits.fz  59336.355193264  59336.355543693  5450  1.5141e-15  1.0194e-16
cpt0m407-kb84-20210502-0242-e91.fits.fz  59336.930779619  59336.931130116  5450  1.0814e-15  1.9898e-16
cpt0m407-kb84-20210505-0068-e91.fits.fz  59339.707696401  59339.708046887  5450  1.1208e-15  1.9132e-16
cpt0m407-kb84-20210508-0066-e91.fits.fz  59342.701453635  59342.701804179  5450  1.6640e-15  1.8411e-16
cpt0m407-kb84-20210509-0068-e91.fits.fz  59343.708491540  59343.708842049  5450  1.2224e-15  1.8208e-16
cpt0m407-kb84-20210510-0070-e91.fits.fz  59344.708190325  59344.708540869  5450  1.1336e-15  1.8203e-16
cpt0m407-kb84-20210512-0072-e91.fits.fz  59346.715437269  59346.715787778  5450  1.3946e-15  1.7578e-16
lsc0m409-kb29-20210720-0059-e91.fits.fz  59415.959823785  59415.960174318  5450  1.3906e-15  1.9186e-16
lsc0m409-kb29-20210722-0063-e91.fits.fz  59417.964426227  59417.964776679  5450  1.3858e-15  2.2326e-16
lsc0m409-kb29-20210723-0070-e91.fits.fz  59418.972007003  59418.972357512  5450  1.1908e-15  2.1468e-16
lsc0m409-kb29-20210724-0061-e91.fits.fz  59419.965563496  59419.965913936  5450  1.6800e-15  1.8680e-16
lsc0m409-kb29-20210725-0065-e91.fits.fz  59420.959383311  59420.959733774  5450  1.1552e-15  2.1743e-16
lsc0m409-kb29-20210727-0059-e91.fits.fz  59422.962001690  59422.962352142  5450  1.6412e-15  2.8031e-16
lsc0m409-kb29-20210728-0067-e91.fits.fz  59423.970700035  59423.971050626  5450  1.0456e-15  2.0893e-16
lsc0m409-kb29-20210729-0068-e91.fits.fz  59424.964843137  59424.965193635  5450  1.2525e-15  2.1114e-16
cpt0m407-kb84-20210207-0102-e91.fits.fz  59252.863779213  59252.863956111  7670  4.7190e-15  2.4742e-16
cpt0m407-kb84-20210208-0098-e91.fits.fz  59253.872199433  59253.872376320  7670  5.1945e-15  2.0591e-16
cpt0m407-kb84-20210209-0095-e91.fits.fz  59254.861058704  59254.861235602  7670  4.3075e-15  2.1852e-16
cpt0m407-kb84-20210210-0104-e91.fits.fz  59255.857436934  59255.857613820  7670  3.9014e-15  2.4840e-16
cpt0m407-kb84-20210213-0135-e91.fits.fz  59258.858521713  59258.858698600  7670  4.9195e-15  2.3326e-16
cpt0m407-kb84-20210214-0114-e91.fits.fz  59259.847619109  59259.847796007  7670  4.4394e-15  2.8713e-16
cpt0m407-kb84-20210215-0136-e91.fits.fz  59260.853584815  59260.853761713  7670  4.4933e-15  2.3460e-16
cpt0m407-kb84-20210216-0123-e91.fits.fz  59261.838820938  59261.838997836  7670  4.7370e-15  2.5135e-16
lsc0m409-kb29-20210419-0107-e91.fits.fz  59324.042452477  59324.042629433  7670  4.6009e-15  2.0041e-16
lsc0m409-kb29-20210420-0080-e91.fits.fz  59325.042456910  59325.042633843  7670  5.7976e-15  4.1226e-16
lsc0m409-kb29-20210421-0073-e91.fits.fz  59326.042415718  59326.042592628  7670  4.2279e-15  2.1834e-16
lsc0m409-kb29-20210423-0100-e91.fits.fz  59328.042414619  59328.042591563  7670  5.1419e-15  2.3483e-16
lsc0m409-kb29-20210424-0094-e91.fits.fz  59329.042434260  59329.042611170  7670  4.9829e-15  2.1142e-16
lsc0m409-kb29-20210425-0095-e91.fits.fz  59330.065419815  59330.065596702  7670  4.8892e-15  2.3267e-16
lsc0m409-kb29-20210426-0100-e91.fits.fz  59331.042414966  59331.042591864  7670  4.7818e-15  2.4375e-16
lsc0m409-kb29-20210427-0106-e91.fits.fz  59332.042429723  59332.042606679  7670  4.7297e-15  2.5204e-16
lsc0m409-kb29-20210428-0109-e91.fits.fz  59333.056290973  59333.056467860  7670  4.2142e-15  2.3313e-16
cpt0m407-kb84-20210501-0065-e91.fits.fz  59335.703860001  59335.704036853  7670  4.8221e-15  2.4675e-16
cpt0m407-kb84-20210501-0070-e91.fits.fz  59335.712557315  59335.712734248  7670  4.9833e-15  2.4966e-16
