;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
lsc0m412-kb26-20210925-0176-e91.fits.fz  59483.364430394  59483.364665163  5450  3.3128e-15  5.1209e-16
lsc0m409-kb29-20210926-0236-e91.fits.fz  59484.355357906  59484.355592721  5450  3.7205e-15  2.5874e-16
lsc0m409-kb29-20210927-0198-e91.fits.fz  59485.352596725  59485.352831505  5450  5.9786e-15  1.0479e-15
lsc0m409-kb29-20210928-0247-e91.fits.fz  59486.349899248  59486.350134028  5450  3.7670e-15  3.7852e-16
lsc0m409-kb29-20210929-0032-e91.fits.fz  59487.373652882  59487.373887616  5450  3.9138e-15  5.0277e-16
lsc0m409-kb29-20210930-0147-e91.fits.fz  59488.344410302  59488.344645082  5450  3.3026e-15  2.8422e-16
lsc0m409-kb29-20211001-0260-e91.fits.fz  59489.341668635  59489.341903368  5450  3.3427e-15  2.8017e-16
lsc0m412-kb26-20211002-0190-e91.fits.fz  59490.339570452  59490.339805221  5450  3.8066e-15  4.9764e-16
lsc0m409-kb29-20211003-0302-e91.fits.fz  59491.337605475  59491.337840278  5450  4.4054e-15  3.1435e-16
coj0m405-kb88-20220115-0036-e91.fits.fz  59594.504493183  59594.504843739  5450  3.7837e-15  1.2958e-16
coj0m403-kb24-20220117-0048-e91.fits.fz  59596.682763658  59596.683113589  5450  3.9753e-15  4.6579e-16
lsc0m412-kb26-20220117-0114-e91.fits.fz  59597.271044618  59597.271395116  5450  3.0501e-15  4.4000e-16
lsc0m409-kb29-20220119-0128-e91.fits.fz  59599.271053137  59599.271403612  5450  3.9497e-15  2.4442e-16
lsc0m409-kb29-20220120-0125-e91.fits.fz  59600.271061818  59600.271412385  5450  3.8136e-15  2.3856e-16
lsc0m409-kb29-20220121-0126-e91.fits.fz  59601.271047998  59601.271398600  5450  4.1553e-15  2.2373e-16
lsc0m412-kb26-20220124-0177-e91.fits.fz  59604.273837686  59604.274188183  5450  4.6746e-15  8.5449e-16
cpt0m407-kb87-20220125-0069-e91.fits.fz  59604.832542396  59604.832892905  5450  3.3472e-15  1.5487e-16
cpt0m407-kb87-20220125-0109-e91.fits.fz  59604.915227096  59604.915577605  5450  3.9346e-15  1.6141e-16
cpt0m407-kb87-20220125-0111-e91.fits.fz  59604.919557651  59604.919908160  5450  3.8735e-15  1.6616e-16
cpt0m407-kb87-20220125-0114-e91.fits.fz  59604.926945846  59604.927296355  5450  3.8146e-15  1.7058e-16
cpt0m407-kb87-20220125-0116-e91.fits.fz  59604.929972941  59604.930323438  5450  3.7362e-15  1.6978e-16
cpt0m407-kb87-20220125-0131-e91.fits.fz  59604.940641806  59604.940992350  5450  3.5127e-15  1.4291e-16
cpt0m407-kb87-20220125-0134-e91.fits.fz  59604.950915533  59604.951266042  5450  3.6999e-15  1.3157e-16
cpt0m407-kb87-20220125-0136-e91.fits.fz  59604.961230706  59604.961581239  5450  3.5002e-15  1.3359e-16
cpt0m407-kb87-20220125-0147-e91.fits.fz  59604.972127223  59604.972477767  5450  3.2642e-15  2.6346e-16
lsc0m412-kb26-20220125-0084-e91.fits.fz  59605.110572130  59605.110922593  5450  3.9097e-15  4.4615e-16
lsc0m412-kb26-20220125-0086-e91.fits.fz  59605.112453114  59605.112803611  5450  3.4178e-15  4.2258e-16
lsc0m412-kb26-20220125-0088-e91.fits.fz  59605.117486332  59605.117836841  5450  3.5623e-15  4.0759e-16
lsc0m412-kb26-20220125-0090-e91.fits.fz  59605.127896470  59605.128246922  5450  3.4647e-15  3.8314e-16
lsc0m412-kb26-20220125-0176-e91.fits.fz  59605.271018542  59605.271369052  5450  3.4321e-15  4.0605e-16
lsc0m412-kb26-20220125-0178-e91.fits.fz  59605.274492315  59605.274842790  5450  2.7429e-15  3.8843e-16
