;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
coj0m405-kb88-20210307-0188-e91.fits.fz  59280.649787744  59280.650485463  5450  1.8137e-15  5.2019e-17
cpt0m407-kb84-20210308-0641-e91.fits.fz  59281.987690140  59281.988387871  5450  1.6135e-15  1.1813e-16
lsc0m409-kb29-20210310-0266-e91.fits.fz  59284.230995892  59284.231693577  5450  1.7204e-15  2.9402e-16
cpt0m407-kb84-20210311-0222-e91.fits.fz  59284.971179515  59284.971877246  5450  1.6924e-15  9.1600e-17
coj0m405-kb88-20210312-0291-e91.fits.fz  59285.614389190  59285.615086922  5450  1.7426e-15  7.1504e-17
cpt0m407-kb84-20210313-0289-e91.fits.fz  59287.033666251  59287.034364029  5450  1.2455e-15  1.3881e-16
lsc0m412-kb26-20210314-0180-e91.fits.fz  59288.220073021  59288.220770707  5450  2.0307e-15  1.7622e-16
coj0m405-kb88-20210315-0199-e91.fits.fz  59288.756837570  59288.757535290  5450  1.7567e-15  7.2650e-17
lsc0m412-kb26-20210316-0170-e91.fits.fz  59290.218296424  59290.218994132  5450  1.8222e-15  1.4164e-16
coj0m403-kb24-20210707-0068-e91.fits.fz  59402.350863716  59402.351560868  5450  1.6394e-15  5.0612e-17
lsc0m412-kb26-20210707-0116-e91.fits.fz  59403.104318415  59403.105016146  5450  1.4519e-15  1.1649e-16
lsc0m409-kb29-20210709-0114-e91.fits.fz  59405.056450672  59405.057148415  5450  5.9786e-16  7.8654e-17
lsc0m412-kb26-20210711-0079-e91.fits.fz  59406.964858519  59406.965556250  5450  8.0969e-16  1.3657e-16
lsc0m409-kb29-20210712-0067-e91.fits.fz  59407.965767327  59407.966465024  5450  7.4195e-16  8.1851e-17
lsc0m409-kb29-20210713-0057-e91.fits.fz  59408.955357037  59408.956054769  5450  8.8871e-16  9.2075e-17
lsc0m412-kb26-20210716-0070-e91.fits.fz  59412.000188855  59412.000886563  5450  1.7725e-15  1.4095e-16
lsc0m409-kb29-20210716-0071-e91.fits.fz  59412.039061355  59412.039759063  5450  1.5286e-15  1.0701e-16
lsc0m409-kb29-20210716-0074-e91.fits.fz  59412.045329457  59412.046027327  5450  1.4216e-15  1.0746e-16
lsc0m409-kb29-20210716-0085-e91.fits.fz  59412.055730070  59412.056427825  5450  1.5809e-15  9.6753e-17
lsc0m409-kb29-20210716-0088-e91.fits.fz  59412.071049838  59412.071747639  5450  1.6547e-15  1.0162e-16
lsc0m409-kb29-20210716-0090-e91.fits.fz  59412.076511818  59412.077209491  5450  1.6886e-15  9.9586e-17
lsc0m409-kb29-20210716-0097-e91.fits.fz  59412.086993658  59412.087691401  5450  1.3971e-15  9.0966e-17
lsc0m409-kb29-20210716-0110-e91.fits.fz  59412.107760591  59412.108458369  5450  1.4765e-15  9.3550e-17
lsc0m409-kb29-20210716-0112-e91.fits.fz  59412.113198577  59412.113896285  5450  1.6660e-15  9.4683e-17
lsc0m409-kb29-20210716-0117-e91.fits.fz  59412.128663762  59412.129361505  5450  4.5069e-16  8.6780e-17
lsc0m409-kb29-20210716-0128-e91.fits.fz  59412.139084653  59412.139782362  5450  5.8626e-16  8.3841e-17
lsc0m409-kb29-20210716-0134-e91.fits.fz  59412.152001667  59412.152699468  5450  1.7549e-15  9.0297e-17
lsc0m409-kb29-20210716-0145-e91.fits.fz  59412.160357628  59412.161055441  5450  1.5734e-15  9.3659e-17
lsc0m409-kb29-20210716-0159-e91.fits.fz  59412.180735255  59412.181432917  5450  6.7119e-16  8.5823e-17
lsc0m409-kb29-20210716-0161-e91.fits.fz  59412.191094954  59412.191792697  5450  1.6337e-15  8.6737e-17
lsc0m409-kb29-20210716-0163-e91.fits.fz  59412.201510290  59412.202208056  5450  1.5770e-15  8.9450e-17
ogg0m406-kb27-20210716-0066-e91.fits.fz  59412.264828380  59412.265522153  5450  1.4549e-15  6.8676e-17
ogg0m404-kb82-20210716-0061-e91.fits.fz  59412.275109364  59412.275803045  5450  7.8319e-16  5.4618e-17
ogg0m404-kb82-20210716-0063-e91.fits.fz  59412.285531736  59412.286225382  5450  1.7640e-15  5.3800e-17
ogg0m404-kb82-20210716-0084-e91.fits.fz  59412.306810371  59412.307504098  5450  7.8572e-16  6.2891e-17
ogg0m404-kb82-20210716-0088-e91.fits.fz  59412.317081494  59412.317775267  5450  1.6428e-15  5.7776e-17
ogg0m404-kb82-20210716-0102-e91.fits.fz  59412.327464989  59412.328158750  5450  1.7987e-15  7.1434e-17
ogg0m404-kb82-20210716-0104-e91.fits.fz  59412.337612003  59412.338305799  5450  1.6433e-15  6.3734e-17
ogg0m404-kb82-20210716-0118-e91.fits.fz  59412.348331135  59412.349024896  5450  7.6875e-16  6.5573e-17
lsc0m409-kb29-20210717-0074-e91.fits.fz  59413.031492292  59413.032190012  5450  5.4726e-16  1.0428e-16
lsc0m409-kb29-20210717-0076-e91.fits.fz  59413.037627396  59413.038325162  5450  1.6258e-15  1.0667e-16
lsc0m409-kb29-20210717-0085-e91.fits.fz  59413.079357582  59413.080055336  5450  1.3829e-15  1.2676e-16
lsc0m409-kb29-20210717-0089-e91.fits.fz  59413.096536957  59413.097234816  5450  1.3153e-15  1.2323e-16
lsc0m409-kb29-20210717-0091-e91.fits.fz  59413.100120001  59413.100817732  5450  1.0088e-15  1.2296e-16
