;File (Wave in A; Flux in erg/s/cm2/A)   MJD_start        MJD_end          Wave  Flux        Unc       
ogg0m404-kb82-20200828-0185-e91.fits.fz  59090.594380001  59090.594726552  5450  8.8368e-15  9.5129e-17
ogg0m404-kb82-20200828-0194-e91.fits.fz  59090.604108206  59090.604454700  5450  8.8688e-15  9.9721e-17
ogg0m406-kb27-20200829-0181-e91.fits.fz  59091.593232767  59091.593579295  5450  8.2929e-15  1.8192e-16
ogg0m406-kb27-20200829-0211-e91.fits.fz  59091.626086355  59091.626432917  5450  7.3738e-15  1.1884e-16
ogg0m406-kb27-20200830-0235-e91.fits.fz  59092.591000128  59092.591346691  5450  7.3111e-15  1.1699e-16
ogg0m406-kb27-20200831-0224-e91.fits.fz  59093.594982523  59093.595329121  5450  9.1428e-15  1.3017e-16
ogg0m406-kb27-20200831-0227-e91.fits.fz  59093.597443635  59093.597790151  5450  9.2968e-15  1.2348e-16
ogg0m404-kb82-20200901-0244-e91.fits.fz  59094.587181771  59094.587528322  5450  1.0384e-14  1.1430e-16
ogg0m406-kb27-20200901-0411-e91.fits.fz  59094.618537651  59094.618884167  5450  1.0334e-14  1.1792e-16
ogg0m404-kb82-20200916-0328-e91.fits.fz  59109.580690707  59109.581037200  5450  1.0243e-14  9.5485e-17
coj0m405-kb56-20200918-0089-e91.fits.fz  59110.759869121  59110.760219619  5450  7.8087e-15  2.4507e-16
ogg0m404-kb82-20200918-0233-e91.fits.fz  59111.568044190  59111.568390741  5450  8.2401e-15  1.6456e-16
ogg0m404-kb82-20200919-0080-e91.fits.fz  59112.562633195  59112.562979804  5450  1.1262e-14  1.6419e-16
ogg0m404-kb82-20200919-0086-e91.fits.fz  59112.573047894  59112.573394433  5450  1.1042e-14  1.2156e-16
ogg0m404-kb82-20200920-0192-e91.fits.fz  59113.544896748  59113.545243311  5450  8.2391e-15  1.0773e-16
ogg0m404-kb82-20200920-0209-e91.fits.fz  59113.568320753  59113.568667281  5450  8.1713e-15  1.5278e-16
ogg0m404-kb82-20200921-0175-e91.fits.fz  59114.529659364  59114.530005938  5450  7.5700e-15  1.0585e-16
cpt0m407-kb84-20200924-0105-e91.fits.fz  59117.044253056  59117.044603600  5450  7.2731e-15  1.3950e-16
cpt0m407-kb84-20201111-0176-e91.fits.fz  59164.910361875  59164.910712396  5450  1.0599e-14  1.4242e-16
coj0m403-kb24-20201114-0198-e91.fits.fz  59167.720961447  59167.721311424  5450  8.8744e-15  1.1088e-16
cpt0m407-kb84-20201114-0228-e91.fits.fz  59168.042633207  59168.042983704  5450  8.1409e-15  1.4827e-16
coj0m403-kb24-20201115-0206-e91.fits.fz  59168.721076794  59168.721426829  5450  9.5517e-15  1.0517e-16
lsc0m409-kb29-20201115-0121-e91.fits.fz  59169.149608588  59169.149959051  5450  9.8657e-15  1.5888e-16
lsc0m412-kb26-20201116-0053-e91.fits.fz  59170.146755660  59170.147107605  5450  1.2851e-14  3.1599e-16
lsc0m409-kb29-20201116-0187-e91.fits.fz  59170.152919364  59170.153269839  5450  1.2331e-14  2.5811e-16
cpt0m407-kb84-20201117-0223-e91.fits.fz  59170.964713044  59170.965063554  5450  8.8845e-15  3.0136e-16
coj0m405-kb56-20201118-0296-e91.fits.fz  59171.720955313  59171.721305903  5450  8.7175e-15  2.1284e-16
lsc0m412-kb26-20201118-0163-e91.fits.fz  59172.145756297  59172.146106806  5450  9.6903e-15  2.9180e-16
coj0m403-kb24-20201119-0145-e91.fits.fz  59172.721079387  59172.721430811  5450  6.6260e-15  3.9831e-16
cpt0m407-kb84-20201119-0270-e91.fits.fz  59172.964726470  59172.965077014  5450  6.7030e-15  1.7966e-16
coj0m403-kb24-20201120-0216-e91.fits.fz  59173.721079514  59173.721429514  5450  6.7145e-15  9.0305e-17
cpt0m407-kb84-20201120-0199-e91.fits.fz  59173.964717987  59173.965068496  5450  6.8100e-15  1.2660e-15
cpt0m407-kb84-20201121-0176-e91.fits.fz  59174.882249017  59174.882599538  5450  7.9139e-15  1.7259e-16
cpt0m407-kb84-20201121-0237-e91.fits.fz  59174.964728357  59174.965078866  5450  7.1730e-15  1.4991e-16
lsc0m409-kb29-20201122-0495-e91.fits.fz  59176.218724133  59176.219074653  5450  9.7550e-15  1.4831e-16
tfn0m410-kb98-20201123-0127-e91.fits.fz  59176.979241112  59176.979591656  5450  1.1958e-14  3.1558e-16
tfn0m410-kb98-20201124-0112-e91.fits.fz  59178.068869422  59178.069219931  5450  8.7979e-15  2.4619e-16
lsc0m412-kb26-20201124-0065-e91.fits.fz  59178.124794017  59178.125144526  5450  8.9157e-15  4.2335e-16
elp0m411-kb92-20201124-0187-e91.fits.fz  59178.420676332  59178.421026783  5450  8.3122e-15  1.4668e-16
ogg0m406-kb27-20201124-0094-e91.fits.fz  59178.591203924  59178.591550487  5450  7.6781e-15  1.0570e-16
cpt0m407-kb84-20201125-0197-e91.fits.fz  59179.096248148  59179.096598658  5450  6.9449e-15  1.2116e-16
lsc0m412-kb26-20201125-0075-e91.fits.fz  59179.122089225  59179.122439723  5450  7.2310e-15  2.5262e-16
coj0m403-kb24-20201126-0101-e91.fits.fz  59179.550195915  59179.550545961  5450  6.8057e-15  1.0398e-16
coj0m403-kb24-20201126-0103-e91.fits.fz  59179.556371632  59179.556721505  5450  6.9320e-15  9.1065e-17
coj0m403-kb24-20201126-0105-e91.fits.fz  59179.566782836  59179.567132755  5450  6.5986e-15  9.4234e-17
ogg0m406-kb27-20201125-0086-e91.fits.fz  59179.577271713  59179.577618276  5450  6.5887e-15  1.0219e-16
coj0m403-kb24-20201126-0116-e91.fits.fz  59179.587652755  59179.588002767  5450  6.5492e-15  8.6487e-17
coj0m403-kb24-20201126-0118-e91.fits.fz  59179.598043704  59179.598393681  5450  6.4484e-15  8.3914e-17
coj0m403-kb24-20201126-0120-e91.fits.fz  59179.608450730  59179.608800649  5450  6.5782e-15  8.2082e-17
ogg0m406-kb27-20201125-0088-e91.fits.fz  59179.608931378  59179.609277894  5450  6.5386e-15  1.0291e-16
coj0m403-kb24-20201126-0122-e91.fits.fz  59179.618869399  59179.619219352  5450  6.7228e-15  8.5186e-17
coj0m405-kb56-20201126-0120-e91.fits.fz  59179.629323577  59179.629674086  5450  6.1668e-15  1.2441e-16
coj0m405-kb56-20201126-0122-e91.fits.fz  59179.639708241  59179.640058843  5450  5.9662e-15  1.2511e-16
coj0m403-kb24-20201126-0135-e91.fits.fz  59179.650123461  59179.650473380  5450  6.6128e-15  8.7648e-17
coj0m403-kb24-20201126-0137-e91.fits.fz  59179.660534920  59179.660884827  5450  6.8241e-15  8.2864e-17
coj0m405-kb56-20201126-0133-e91.fits.fz  59179.671008947  59179.671359538  5450  6.7649e-15  1.9259e-16
coj0m405-kb56-20201126-0139-e91.fits.fz  59179.681425163  59179.681775637  5450  7.2694e-15  5.1216e-16
coj0m403-kb24-20201126-0157-e91.fits.fz  59179.691838600  59179.692188484  5450  6.5596e-15  8.6880e-17
coj0m403-kb24-20201126-0159-e91.fits.fz  59179.702200626  59179.702550533  5450  6.5514e-15  8.4128e-17
coj0m405-kb56-20201126-0150-e91.fits.fz  59179.712665058  59179.713015602  5450  6.3055e-15  1.2464e-16
coj0m403-kb24-20201126-0174-e91.fits.fz  59179.723078334  59179.723428253  5450  6.4605e-15  9.7412e-17
coj0m403-kb24-20201126-0176-e91.fits.fz  59179.733458693  59179.733808704  5450  6.6998e-15  2.1967e-16
cpt0m407-kb84-20201126-0130-e91.fits.fz  59179.868802107  59179.869152651  5450  4.6912e-15  2.5028e-16
lsc0m412-kb26-20201126-0082-e91.fits.fz  59180.119485244  59180.119835765  5450  7.1934e-15  2.2749e-16
lsc0m409-kb29-20201126-0131-e91.fits.fz  59180.202269225  59180.202619757  5450  7.1024e-15  1.7093e-16
lsc0m412-kb26-20201126-0111-e91.fits.fz  59180.208478785  59180.208829306  5450  6.8098e-15  2.1154e-16
lsc0m409-kb29-20201126-0136-e91.fits.fz  59180.218945614  59180.219296193  5450  6.6200e-15  1.7548e-16
lsc0m409-kb29-20201126-0138-e91.fits.fz  59180.229284086  59180.229634596  5450  6.6351e-15  1.7200e-16
lsc0m412-kb26-20201126-0124-e91.fits.fz  59180.239763392  59180.240113947  5450  7.1867e-15  2.2339e-16
ogg0m406-kb27-20201126-0060-e91.fits.fz  59180.437403693  59180.437750221  5450  6.8027e-15  1.0501e-16
coj0m403-kb24-20201127-0135-e91.fits.fz  59180.626753936  59180.627103831  5450  7.3899e-15  8.7691e-17
cpt0m407-kb84-20201127-0253-e91.fits.fz  59181.059869538  59181.060220047  5450  8.7373e-15  1.3302e-16
