radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
165.447567,0.429,-76.609537,0.283,NA,NA,0,NA,NA,0,NA,NA,0,17.525,0.075,2,16.284,0.104,2,15.956,0.142,2,NA,NA,0,NA,NA,0
165.451186,0.362,-76.552651,0.489,16.7,0.095,1,18.112,0.221,1,NA,NA,0,17.267,0.058,2,16.41,0.031,2,15.9,0.01,2,NA,NA,0,NA,NA,0
165.459856,0.211,-76.62602,0.139,17.066,0.124,1,17.832,0.167,1,NA,NA,0,17.711,0.101,1,16.584,0.093,1,16.087,0.141,1,NA,NA,0,NA,NA,0
165.462229,0.281,-76.589913,0.456,NA,NA,0,NA,NA,0,NA,NA,0,18.548,0.209,1,17.117,0.15,1,16.416,0.192,1,NA,NA,0,NA,NA,0
165.471164,0.121,-76.544424,0.236,NA,NA,0,NA,NA,0,NA,NA,0,17.75,0.104,1,16.815,0.113,1,16.356,0.179,1,NA,NA,0,NA,NA,0
165.484985,0.24,-76.5692,0.174,16.139,0.058,1,17.559,0.132,1,NA,NA,0,16.791,0.172,4,15.623,0.092,4,15.015,0.043,4,NA,NA,0,NA,NA,0
165.494466,0.272,-76.589466,0.258,15.688,0.065,3,17,0.277,3,NA,NA,0,16.33,0.096,4,15.213,0.013,4,14.647,0.03,4,NA,NA,0,NA,NA,0
165.502685,0.356,-76.668419,0.244,15.576,0.121,3,16.735,0.225,3,NA,NA,0,16.229,0.064,4,15.181,0.074,4,14.634,0.131,4,NA,NA,0,NA,NA,0
165.533291,0.157,-76.580061,0.589,NA,NA,0,18.334,0.268,1,NA,NA,0,17.752,0.106,1,16.872,0.12,1,15.999,0.136,1,NA,NA,0,NA,NA,0
165.535456,0.539,-76.681881,0.316,16.757,0.103,1,18.4,0.297,1,NA,NA,0,17.341,0.041,2,16.213,0.036,2,15.941,0.118,2,NA,NA,0,NA,NA,0
165.537087,0.086,-76.504322,0.169,NA,NA,0,NA,NA,0,NA,NA,0,17.961,0.126,1,17.012,0.136,1,NA,NA,0,NA,NA,0,NA,NA,0
165.5394,0.506,-76.483105,0.236,16.727,0.1,1,17.802,0.162,1,NA,NA,0,17.039,0.079,3,16.319,0.085,3,15.905,0.131,3,NA,NA,0,NA,NA,0
165.54034,0.242,-76.511978,0.151,NA,NA,0,NA,NA,0,NA,NA,0,18.249,0.157,1,17.092,0.141,1,NA,NA,0,NA,NA,0,NA,NA,0
